supercell_repeats,device_length_mm,pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite,minimum_in_band_gain_db,maximum_in_band_gain_db,strict_pass
500,29.0,12.8,0.0004,0.00028,"[4.0, 8.0]",37.34254609030975,8.0,28.07365476915959,30.279298691112594,33.034798015294975,9.318443350502209,0.8823529411764706,0.8235294117647058,0.8235294117647058,"[(4.0, 4.75), (7.75, 8.0)]",1.5,True,4.307748075014776,37.34254609030975,False
650,37.7,12.8,0.0004,0.00028,"[4.0, 8.0]",44.64700663221827,7.75,35.871001154991006,33.86643105537294,16.728969954757684,5.5917766417974875,1.0,1.0,1.0,"[(7.25, 8.0)]",1.0,True,27.918036677460588,44.64700663221827,False
800,46.400000000000006,12.8,0.0004,0.00028,"[4.0, 8.0]",45.09361119690431,8.0,35.23732514449182,35.52553764798474,23.34533688811416,7.351500535420582,1.0,1.0,1.0,"[(7.25, 8.0)]",1.0,True,21.74827430879015,45.09361119690431,False
950,55.1,12.8,0.0004,0.00028,"[4.0, 8.0]",43.2335487811633,7.25,33.47955516317356,35.871182486708605,25.18820052186084,7.142187955005251,1.0,1.0,0.8823529411764706,"[(5.75, 5.75), (7.25, 7.75)]",1.0,True,18.04534825930246,43.2335487811633,False
1100,63.800000000000004,12.8,0.0004,0.00028,"[4.0, 8.0]",39.94313287518516,7.5,32.449968798368104,33.09421265177698,19.247025789999928,5.8088745917145435,1.0,1.0,1.0,"[(5.5, 5.75), (7.25, 7.75)]",1.25,True,20.69610708518523,39.94313287518516,False
1250,72.5,12.8,0.0004,0.00028,"[4.0, 8.0]",41.535479570746325,7.5,32.93708622796748,31.369879163100602,16.373505334804523,4.422785542681751,1.0,1.0,1.0,"[(6.5, 6.5), (7.5, 7.5), (8.0, 8.0)]",0.75,True,25.161974235941802,41.535479570746325,False
1407,81.60600000000001,12.8,0.0004,0.00028,"[4.0, 8.0]",38.73711675659369,7.5,31.930488185231606,32.7067666358451,24.95014608858264,5.90363462514516,0.9411764705882353,0.9411764705882353,0.9411764705882353,"[(5.0, 5.0), (5.75, 6.0), (7.0, 7.0), (7.5, 7.5)]",1.25,True,13.786970668011055,38.73711675659369,False
