configuration,mode_count,included_modes,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite,minimum_in_band_gain_db,maximum_in_band_gain_db,pump_exit_power_fraction_median,pump_exit_power_fraction_min,pump_exit_power_fraction_max
basic_3_modes,3,p+s+i,"[4.0, 8.0]",19.67852614798286,5.599999999999994,18.095126460190603,18.591657155766526,5.640216131019233,1.5314822996927606,0.9512195121951219,0.7560975609756098,0.0,"[(4.1, 7.299999999999988)]",3.2999999999999883,True,14.038310016963628,19.67852614798286,0.9957904009324142,0.9946255631485199,0.9990264422858202
add_pump_harmonic,4,p+s+i+p2,"[4.0, 8.0]",42.28102285613681,7.399999999999988,34.94949804773421,39.58443872424614,32.05343995160477,8.111715414940317,0.9512195121951219,0.9512195121951219,0.926829268292683,"[(4.0, 4.499999999999998), (6.3999999999999915, 7.599999999999987), (7.899999999999986, 7.999999999999986)]",2.0999999999999925,True,10.227582904532039,42.28102285613681,0.35093158121100765,0.14543511018525498,0.9687095884475544
add_sum_conversions,5,p+s+i+ps+pi,"[4.0, 8.0]",43.502286028159006,7.099999999999989,33.85725245688601,38.697197993080195,45.28767119835794,11.841662199881911,0.8780487804878049,0.8780487804878049,0.8780487804878049,"[(4.799999999999997, 4.799999999999997), (5.399999999999995, 5.899999999999993), (6.299999999999992, 6.3999999999999915), (6.599999999999991, 6.599999999999991), (6.89999999999999, 7.199999999999989)]",1.399999999999995,True,-1.7853851701989378,43.502286028159006,0.4066157628215881,0.1448765776501184,0.9999256117907627
add_signal_idler_harmonics,5,p+s+i+s2+i2,"[4.0, 8.0]",42.11271679973023,7.099999999999989,33.709125924257265,35.658736365197285,29.304767162929075,6.642370422822557,0.9512195121951219,0.9512195121951219,0.926829268292683,"[(6.89999999999999, 7.199999999999989)]",0.3999999999999986,True,12.807949636801153,42.11271679973023,0.701119943963608,0.2431918163502719,0.9987111883098612
all_8_modes,8,p+s+i+ps+pi+p2+s2+i2,"[4.0, 8.0]",43.23048580145209,7.099999999999989,33.179340430222396,32.324566497908116,22.738753392981415,6.0849581034245315,1.0,1.0,1.0,"[(6.999999999999989, 7.299999999999988), (7.499999999999988, 7.599999999999987)]",0.5999999999999979,True,20.491732408470675,43.23048580145209,0.24775487687714523,0.0021203915808593126,0.8424032924397019
