pump_GHz,mean_abs_mismatch_rad_per_mm,minimum_mismatch_rad_per_mm,maximum_mismatch_rad_per_mm,peak_to_peak_mismatch_rad_per_mm
11.0,0.4884872796509778,0.4494851536786424,0.5016604731093466,0.05217531943070419
11.02,0.5004325878108286,0.46164365301630816,0.5135613512684856,0.0519176982521774
11.04,0.5123778959706787,0.47380215235397394,0.525462229427621,0.05166007707364706
11.059999999999999,0.5243196864791438,0.4859606516916397,0.53736310758676,0.05140245589512027
11.079999999999998,0.5362579593362234,0.4981191510293055,0.549263985745899,0.05114483471659348
11.099999999999998,0.548196232193303,0.5102776503669713,0.5611648639050344,0.050887213538063136
11.119999999999997,0.5640239580132915,0.5263285176866521,0.5769625670072216,0.050634049320569474
11.139999999999997,0.5798516838332869,0.5423793850063383,0.5927602701094123,0.050380885103074036
11.159999999999997,0.5956757511753107,0.5584302523260192,0.6085579732115995,0.050127720885580374
11.179999999999996,0.6114961600393698,0.5744811196456983,0.6243556763137832,0.049874556668084935
11.199999999999996,0.6273165689034361,0.5905319869653862,0.6401533794159775,0.04962139245059127
11.219999999999995,0.6498617328439651,0.6133101817324906,0.6626671391727967,0.049356957440306104
11.239999999999995,0.6724068967844941,0.6360883764995968,0.685180898929616,0.04909252243001916
11.259999999999994,0.6949482585433944,0.6588665712667012,0.7076946586864388,0.04882808741973754
11.279999999999994,0.7174858181206661,0.6816447660338056,0.730208418443258,0.048563652409452374
11.299999999999994,0.7400233776979379,0.7044229608009118,0.7527221782000773,0.04829921739916543
11.319999999999993,0.7767312843693391,0.741373819616248,0.7894142540108895,0.04804043439464145
11.339999999999993,0.8134391910407404,0.7783246784315843,0.8261063298217017,0.047781651390117474
11.359999999999992,0.8501431481211417,0.8152755372469276,0.8627984056325246,0.04752286838559705
11.379999999999992,0.8868431556105283,0.8522263960622638,0.8994904814433369,0.04726408538107307
11.399999999999991,0.9235431630999225,0.8891772548776053,0.9361825572541562,0.04700530237655087
11.419999999999991,1.0155772576675086,0.9814642983579915,1.0282001101102693,0.04673581175227781
11.43999999999999,1.1076113522351165,1.073751341838399,1.1202176629664038,0.04646632112800475
11.45999999999999,1.1996413452618848,1.1660383853188119,1.2122352158225453,0.046196830503733466
11.47999999999999,1.2916672367478006,1.2583254287992194,1.3042527686786833,0.04592733987946396
11.49999999999999,1.3836931282337166,1.350612472279625,1.3962703215348178,0.04565784925519267
11.519999999999989,1.403440712860026,1.370623123588274,1.4160181674002636,0.045395043811989666
11.539999999999988,1.4231882974862933,1.3906337748968784,1.4357660132656669,0.045132238368788435
11.559999999999988,1.4429316234446512,1.410644426205483,1.4555138591310701,0.044869432925587205
11.579999999999988,1.4626706907351006,1.4306550775140892,1.475261704996477,0.04460662748238775
11.599999999999987,1.4824097580255429,1.4506657288226865,1.495009550861873,0.04434382203918652
11.619999999999987,1.4049819745788577,1.3735112589749665,1.4175820360338172,0.04407077705885065
11.639999999999986,1.327554191132109,1.2963567891271826,1.3401545212057009,0.04379773207851834
11.659999999999986,1.2501219861154373,1.2192023192794075,1.2627270063775882,0.04352468709818069
11.679999999999986,1.1726853595288294,1.1420478494316235,1.1852994915494683,0.043251642117844824
11.699999999999985,1.095248732942222,1.0648933795838396,1.107871976721352,0.04297859713751251
11.719999999999985,1.0178028291446608,0.9877312461580718,1.0304444618932322,0.042713215735160404
11.739999999999984,0.9403569253471,0.9105691127323059,0.9530169470651124,0.04244783433280652
11.759999999999984,0.8629064302500927,0.8334069793065311,0.875589432236989,0.04218245293045797
11.779999999999983,0.7854513438536526,0.7562448458807634,0.7981619174088692,0.041917071528105865
11.799999999999983,0.7079962574572135,0.6790827124549974,0.7207344025807529,0.041651690125755536
11.819999999999983,0.630531533293132,0.6019124208543616,0.6432888742183955,0.04137645336403395
11.839999999999982,0.5530668091290513,0.5247421292537258,0.5658433458560381,0.04110121660231236
11.859999999999982,0.4755973164402615,0.44757183765309705,0.4883978174936914,0.04082597984059433
11.879999999999981,0.39812305522674796,0.37040154605246123,0.41095228913133397,0.04055074307887274
11.89999999999998,0.3206487940132348,0.2932312544518254,0.3335067607689801,0.04027550631715471
11.91999999999998,0.24316451758695667,0.21605235218029506,0.2560612324066227,0.04000888022632765
11.93999999999998,0.1656802411606787,0.1388734499087665,0.1786157040442653,0.03974225413549881
11.95999999999998,0.0881910102803152,0.06169454763724325,0.10117017568191855,0.039475628044675304
11.979999999999979,0.014083013817462789,-0.015484354634285324,0.023724647319561143,0.03920900195384647
11.999999999999979,0.06679736038861209,-0.09266325690581567,-0.053720881042796265,0.03894237586301941
12.019999999999978,0.144301957697887,-0.17068552913708146,-0.1311850051880903,0.03950052394899117
12.039999999999978,0.22180655500716207,-0.24870780136834725,-0.2086491293333843,0.04005867203496294
12.059999999999977,0.29931630252996233,-0.32673007359960593,-0.2861132534786748,0.04061682012093115
12.079999999999977,0.3768312002663027,-0.4047523458308717,-0.3635773776239688,0.04117496820690292
12.099999999999977,0.45434609800264314,-0.4827746180621375,-0.4410415017692664,0.04173311629287113
12.119999999999976,0.531871826811238,-0.5608398725537924,-0.5185056259145604,0.04233424663923202
12.139999999999976,0.6093975556198263,-0.6389051270454438,-0.5959697500598473,0.04293537698559646
12.159999999999975,0.6869286413412056,-0.7169703815371022,-0.6734338742051449,0.04353650733195735
12.179999999999975,0.7644650839753621,-0.7950356360287536,-0.7508979983504318,0.044137637678321795
12.199999999999974,0.8420015266095259,-0.8731008905204121,-0.8283621224957294,0.044738768024682685
12.219999999999974,0.9195492438543998,-0.9512115686092208,-0.9058454669820364,0.04536610162718446
12.239999999999974,0.9970969610992815,-1.0293222466980367,-0.9833288114683505,0.04599343522968624
12.259999999999973,1.074650254383907,-1.107432924786849,-1.0608121559546575,0.04662076883219157
12.279999999999973,1.1522091237082899,-1.185543602875665,-1.1382955004409716,0.04724810243469335
12.299999999999972,1.2297679930326664,-1.2636542809644737,-1.2157788449272786,0.04787543603719513
12.319999999999972,1.2276305392577318,-1.2621050149255737,-1.213554120096635,0.048550894828938596
12.339999999999971,1.2254930854826842,-1.2605557488865529,-1.211329395265878,0.049226353620674956
12.359999999999971,1.2233614408265376,-1.259006482847525,-1.2091046704351136,0.04990181241241132
12.37999999999997,1.2212356052893059,-1.257457216808504,-1.2068799456043564,0.05057727120414768
12.39999999999997,1.2191097697520752,-1.2559079507694833,-1.2046552207735992,0.05125272999588404
12.41999999999997,1.1164830783215023,-1.1538966917269775,-1.1019372429207088,0.05195944880626868
12.43999999999997,1.0138563868907808,-1.0518854326843154,-0.9992192650676692,0.05266616761664622
12.459999999999969,0.9112357534329446,-0.9498741736416463,-0.8965012872146225,0.05337288642702376
12.479999999999968,0.8086211779480084,-0.8478629145989842,-0.7937833093615829,0.054079605237401296
12.499999999999968,0.7060066024630726,-0.7458516555563222,-0.6910653315085433,0.054786324047778834
12.519999999999968,0.6679273436438019,-0.7084173612605298,-0.6528698823250458,0.05554747893548395
12.539999999999967,0.6298480848246382,-0.670983066964844,-0.6146744331416549,0.05630863382318907
12.559999999999967,0.5917751505913001,-0.6335487726691511,-0.576478983958264,0.05706978871088708
12.579999999999966,0.5537085409437881,-0.5961144783734653,-0.5382835347748731,0.0578309435985922
12.599999999999966,0.5156419312962759,-0.5586801840777724,-0.5000880855914822,0.05859209848629021
12.619999999999965,0.49247840122319547,-0.5361937544967006,-0.4768028631298513,0.059390891366849274
12.639999999999965,0.46931487115013604,-0.5137073249156501,-0.45351764066824174,0.06018968424740834
12.659999999999965,0.4461579526546163,-0.49122089533459246,-0.43023241820662506,0.0609884771279674
12.679999999999964,0.4230076457366509,-0.46873446575354194,-0.4069471957450155,0.06178727000852646
12.699999999999964,0.39985733881868485,-0.4462480361724843,-0.3836619732834059,0.06258606288907842
12.719999999999963,0.38364550074944953,-0.4307483962162877,-0.36730122721629144,0.06344716899999625
12.739999999999963,0.3674336626802281,-0.41524875626010527,-0.3509404811491912,0.06430827511091408
12.759999999999962,0.35122874612882077,-0.39974911630391574,-0.33457973508209093,0.06516938122182481
12.779999999999962,0.3350307510952285,-0.3842494763477333,-0.3182189890149907,0.06603048733274264
12.799999999999962,0.3188327560616359,-0.3687498363915438,-0.30185824294789043,0.06689159344365336
12.819999999999961,0.306602029807876,-0.3572698018521905,-0.28947131564407513,0.06779848620811535
12.83999999999996,0.29437130355412955,-0.3457897673128443,-0.27708438834027405,0.06870537897257023
12.85999999999996,0.2821478349798259,-0.33430973277349807,-0.2646974610364694,0.06961227173702866
12.87999999999996,0.26993162408495835,-0.32282969823414476,-0.2523105337326612,0.07051916450148354
12.89999999999996,0.25771541319009766,-0.31134966369479855,-0.23992360642886013,0.07142605726593843
12.919999999999959,0.24803038532024738,-0.3024577300534048,-0.23005245387578555,0.07240527617761927
12.939999999999959,0.23834535745040444,-0.2935657964120182,-0.22018130132271807,0.07338449508930012
12.959999999999958,0.2286679535826933,-0.28467386277063156,-0.2103101487696506,0.07436371400098096
12.979999999999958,0.21899817371711572,-0.27578192912924493,-0.20043899621657957,0.07534293291266536
12.999999999999957,0.20932839385153745,-0.2668899954878583,-0.1905678436635121,0.07632215182434621
13.019999999999957,0.20138945467841932,-0.25979104799213815,-0.1824332717377537,0.07735777625438445
13.039999999999957,0.19345051550530795,-0.252692100496418,-0.17429869981199886,0.07839340068441913
13.059999999999956,0.18551960099607467,-0.24559315300070494,-0.16616412788624757,0.07942902511445737
13.079999999999956,0.1775967111507133,-0.23849420550497769,-0.15802955596048918,0.08046464954448851
13.099999999999955,0.16967382130535888,-0.23139525800925753,-0.14989498403473434,0.0815002739745232
13.119999999999955,0.16299425267501202,-0.2256078167764528,-0.1429866310665382,0.08262118570991461
13.139999999999954,0.15631468404467191,-0.2198203755436552,-0.1360782780983456,0.08374209744530958
13.159999999999954,0.1496435807660416,-0.21403293431085046,-0.12916992513015657,0.0848630091806939
13.179999999999954,0.14298094283912122,-0.20824549307805285,-0.12226157216196754,0.08598392091608531
13.199999999999953,0.13631830491220073,-0.20245805184524812,-0.11535321919377495,0.08710483265147317
13.219999999999953,0.13058211292564428,-0.1976721696466015,-0.10937594257335803,0.08829622707324347
13.239999999999952,0.12484592093908735,-0.19288628744794778,-0.10339866595293756,0.08948762149501022
13.259999999999952,0.1191186808487901,-0.18810040524929406,-0.09742138933252065,0.09067901591677341
13.279999999999951,0.113400392654746,-0.18331452305063323,-0.09144411271209307,0.09187041033854015
13.299999999999951,0.10768210446070853,-0.1785286408519795,-0.0854668360916726,0.0930618047603069
13.31999999999995,0.1026742572470137,-0.17453647553389118,-0.08018083191291936,0.09435564362097182
13.33999999999995,0.0976664100333189,-0.17054431021579575,-0.07489482773416256,0.09564948248163319
13.35999999999995,0.09266805544645274,-0.1665521448976932,-0.06960882355540221,0.096943321342291
13.37999999999995,0.0876791934864301,-0.16255997957959778,-0.06432281937664541,0.09823716020295237
13.399999999999949,0.08269033152640771,-0.15856781426150235,-0.059036815197888615,0.09953099906361373
