pattern,supercell_repeats,device_length_mm,pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite,minimum_in_band_gain_db,maximum_in_band_gain_db,strict_pass
15-4-15,900,61.2,11.999999999999996,0.00045,0.00021999999999999998,"[4.0, 8.0]",26.429417235781024,7.5,25.331893364864815,25.80089553903786,3.356682880989542,1.1227494901557824,1.0,1.0,1.0,"[(4.5, 8.0)]",4.0,True,23.072734354791482,26.429417235781024,False
15-4-15,900,61.2,11.999999999999996,0.00045,0.00015,"[4.0, 8.0]",25.617740949766663,6.5,24.698960345472685,25.32315822854973,3.3893416482555665,1.0742167048916706,1.0,1.0,1.0,"[(4.5, 8.0)]",4.0,True,22.228399301511097,25.617740949766663,False
15-4-15,900,61.2,11.999999999999996,0.00045,0.00029,"[4.0, 8.0]",26.757313770486405,7.5,25.491544500989086,25.912646678204936,3.4903927514921307,1.2206640111012328,1.0,1.0,1.0,"[(4.5, 5.5), (6.5, 8.0)]",3.5,True,23.266921018994275,26.757313770486405,False
15-4-15,900,61.2,11.999999999999996,0.00035,0.00029,"[4.0, 8.0]",27.16435820767984,6.5,26.12805915553195,26.551149461338657,3.594386547506584,1.095133417236916,1.0,1.0,1.0,"[(4.5, 8.0)]",4.0,True,23.569971660173255,27.16435820767984,False
15-4-15,900,61.2,11.999999999999996,0.00035,0.00021999999999999998,"[4.0, 8.0]",26.75725211319952,6.5,25.593816650503193,25.878424042918414,3.8974522377673395,1.209124810124206,1.0,1.0,1.0,"[(4.5, 8.0)]",4.0,True,22.85979987543218,26.75725211319952,False
15-4-15,2200,149.6,11.999999999999996,0.00025,0.00029,"[4.0, 8.0]",22.134682205303196,6.5,19.511567423378477,19.234900697179917,4.235649973021697,1.3607849693278906,1.0,1.0,0.2222222222222222,"[(4.5, 4.5), (5.5, 6.5), (7.5, 7.5)]",2.5,True,17.8990322322815,22.134682205303196,False
15-4-15,900,61.2,11.999999999999996,0.00035,0.00015,"[4.0, 8.0]",25.44432672317606,6.5,23.999361216465076,24.682771961735614,4.581827047908252,1.5078251839506203,1.0,1.0,1.0,"[(4.5, 7.5)]",3.5,True,20.86249967526781,25.44432672317606,False
15-4-15,1200,81.6,13.399999999999991,0.00045,0.00021999999999999998,"[4.0, 8.0]",38.2845687583839,5.5,36.201205880019174,36.555093260478856,4.682458184353969,1.5309737876961742,1.0,1.0,1.0,"[(4.5, 5.5), (7.0, 8.0)]",3.0,True,33.60211057402993,38.2845687583839,False
15-4-15,1600,108.8,13.199999999999992,0.00045,0.00021999999999999998,"[4.0, 8.0]",39.93286364275371,7.5,37.009875690885366,36.537873130838314,5.383342153566254,1.7716931023138023,1.0,1.0,1.0,"[(5.5, 5.5), (6.5, 7.5)]",2.0,True,34.549521489187455,39.93286364275371,False
15-4-15,900,61.2,11.999999999999996,0.00025,0.00029,"[4.0, 8.0]",25.520300033226057,6.0,23.56680430325474,24.349710502926726,5.520005097153771,1.8626704689099143,1.0,1.0,1.0,"[(4.5, 7.5)]",3.5,True,20.000294936072287,25.520300033226057,False
