signal_GHz,candidate_1_gain_dB,candidate_2_gain_dB,candidate_3_gain_dB,candidate_4_gain_dB,candidate_5_gain_dB,candidate_6_gain_dB,candidate_7_gain_dB,candidate_8_gain_dB,candidate_9_gain_dB,candidate_10_gain_dB,candidate_11_gain_dB,candidate_12_gain_dB,candidate_13_gain_dB,candidate_14_gain_dB,candidate_15_gain_dB,candidate_16_gain_dB
4.0,23.072734354791482,22.228399301511097,23.569971660173255,22.85979987543218,23.266921018994275,20.86249967526781,20.000294936072287,18.95469971321989,21.195960257284337,21.89349100469866,21.731117229515633,18.552656583204424,36.80627411979322,35.2076943773336,33.94197280547948,28.282247745849254
4.05,23.82708898997029,23.014550135169465,24.364259183767697,23.671929344533655,24.007336219715853,21.710822091759518,20.88378842332366,19.85713704357853,21.566078588193186,22.399380855383633,22.02088583547882,19.15619124746562,36.5655503309079,33.910462374109514,33.75920094273361,27.786469452198293
4.1,24.425907149027417,23.646173599621175,25.002346160067713,24.328776360366447,24.59172500747695,22.405077135612462,21.609869169761943,20.604021349848715,21.917785628440463,22.875711739776058,22.295263551090166,19.350900632288507,36.92493504313187,35.820870701817896,32.113204618692855,29.038494397897246
4.1499999999999995,24.04701108085702,23.308534260735627,24.67713073817417,24.025015457650234,24.193645314245668,22.143723489069874,21.382509066079916,20.398191898304773,22.239114431351222,23.316397584743818,22.5395861830468,19.023491995504155,39.028396769353385,34.626932445001835,29.762030082216647,32.46448077442041
4.199999999999999,23.799484798267216,23.100610107800957,24.480837766108085,23.849905794568823,23.928660669611276,22.011499691247014,21.28013649149255,20.31839170080214,22.542203811662944,23.726407563587706,22.766964003010614,18.76962542907596,36.97234817593212,35.852288149595715,25.977628507045083,29.750283710210716
4.249999999999999,24.408267532699007,23.734039038088717,25.117288146648203,24.502254716988357,24.529055308932048,22.697413056459183,21.983112918407134,21.042354076827575,22.81577116665455,24.102803825360297,22.967866949558193,19.007509659281258,38.41887082866365,35.118689608204676,33.060741085330065,26.95174076169237
4.299999999999999,25.07654542399321,24.421609705488,25.805912118652987,25.204955919696253,25.193011401154862,23.431567653573747,22.7290809994551,21.809273414942822,23.071587832646042,24.454018007293282,23.156673756260982,19.583023134738884,36.31993904516976,32.024576696133565,35.98655721230022,27.20208041205895
4.349999999999999,24.780270359602273,24.149441817497888,25.541754044148533,24.955880291847272,24.890359893100424,23.21696193349062,22.53037938844518,21.630491011705686,23.30370036246279,24.77583829083898,23.331981844389432,19.91020544760229,37.7466158436878,31.824498775968575,34.39838804594922,24.577187353777802
4.399999999999999,24.405344184894755,23.797346936059228,25.199392517129656,24.627800275350303,24.51011871473064,22.922811076542807,22.254270715622567,21.372797696910638,23.52522167616219,25.081921085368982,23.505834132812133,19.641853318114777,39.84840030121066,32.90025511577643,34.76221835437493,27.022771030070132
4.449999999999998,24.864452550567492,24.2657841300328,25.66931452423523,25.106691256280573,24.97050203849024,23.4248107974731,22.768429128122982,21.900742171007135,23.733487963418685,25.368270370771903,23.67727667177355,19.284562346351755,35.63336048620046,33.92960751774191,29.974393945091737,30.381219805052787
4.499999999999998,25.59763945655075,25.00263558885045,26.40366974223177,25.847760220742742,25.706955292326114,24.183883632054687,23.539671685550047,22.68267871888566,23.939983202667456,25.64760893845913,23.853897046883947,19.36211058828077,35.5979137190324,34.54952148917113,37.361154107014166,27.694219333647617
4.549999999999998,25.441498697342627,24.856282890832176,26.260765686107636,25.71305605633526,25.549245164735712,24.069134993705962,23.446165070810686,22.597263684158754,24.14094378230134,25.91333911510961,24.030656677856523,19.859228828252366,29.520157991516346,34.30645969475025,33.24910469794205,16.5776506334435
