pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite,minimum_in_band_gain_db,maximum_in_band_gain_db,strict_qualified
12.96,0.00027499999999999996,0.00028,"[4.0, 8.0]",13.121484495302338,4.0,10.718453938045005,12.281224192124583,11.119825438097552,3.1838336795828477,0.0,0.0,0.0,"[(4.0, 4.0), (5.200000000000001, 7.800000000000003)]",3.0000000000000027,True,2.001659057204787,13.121484495302338,False
12.98,0.00027499999999999996,0.00028,"[4.0, 8.0]",11.565319638715872,4.0,3.0816671401961937,1.093633244701203,11.540996687240199,3.76376427334954,0.0,0.0,0.0,"[(4.0, 4.4)]",0.6000000000000005,True,0.024322951475673347,11.565319638715872,False
13.0,0.00027499999999999996,0.00028,"[4.0, 8.0]",8.43470213164718,7.400000000000003,7.593385376840398,8.297274673874302,6.316872184223281,1.6168870101242534,0.0,0.0,0.0,"[(4.4, 8.000000000000004)]",3.8000000000000034,True,2.117829947423899,8.43470213164718,False
13.02,0.00027499999999999996,0.00028,"[4.0, 8.0]",7.302191281479753,4.0,1.828287304020403,0.5528343849118497,7.301071243279173,2.4005230957237815,0.0,0.0,0.0,"[(4.0, 4.6000000000000005)]",0.8000000000000007,True,0.0011200382005800134,7.302191281479753,False
13.04,0.00027499999999999996,0.00028,"[4.0, 8.0]",6.140103063832213,6.600000000000002,5.025358070773226,5.832417420438968,5.756839141138719,1.6560005173210062,0.0,0.0,0.0,"[(4.6000000000000005, 8.000000000000004)]",3.600000000000003,True,0.3832639226934945,6.140103063832213,False
13.059999999999999,0.00027499999999999996,0.00028,"[4.0, 8.0]",5.616319194097079,4.0,2.8189699968091864,2.3607859273079077,4.4539496806443175,1.5103914105494685,0.0,0.0,0.0,"[(4.0, 5.400000000000001), (7.800000000000003, 8.000000000000004)]",2.0000000000000018,True,1.162369513452761,5.616319194097079,False
13.079999999999998,0.00027499999999999996,0.00028,"[4.0, 8.0]",3.76463426540099,6.600000000000002,2.460750832333072,2.9647517341418688,3.701714809481284,1.294339721176359,0.0,0.0,0.0,"[(4.800000000000001, 8.000000000000004)]",3.400000000000003,True,0.06291945591970574,3.76463426540099,False
13.099999999999998,0.00027499999999999996,0.00028,"[4.0, 8.0]",4.300478342720345,4.4,3.2894734050943946,3.203614879472923,1.8493754843976489,0.6423416479049125,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,2.4511028583226957,4.300478342720345,False
13.119999999999997,0.00027499999999999996,0.00028,"[4.0, 8.0]",1.816740358372052,4.0,0.8966674521586964,0.9784041880149621,1.8125411014983026,0.5224260098624878,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,0.004199256873749473,1.816740358372052,False
13.139999999999997,0.00027499999999999996,0.00028,"[4.0, 8.0]",3.410193287550289,5.000000000000001,3.05095359744559,3.0688229885245257,1.219303412062089,0.28428877759776117,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,2.1908898754882,3.410193287550289,False
13.159999999999997,0.00027499999999999996,0.00028,"[4.0, 8.0]",1.5067182455084058,4.0,0.622780934550245,0.6260384472574152,1.489324064934872,0.3900207853913662,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,0.01739418057353371,1.5067182455084058,False
13.179999999999996,0.00027499999999999996,0.00028,"[4.0, 8.0]",2.6736096137692473,4.800000000000001,2.323802541477362,2.330013095494964,0.9337600058973137,0.23777111028710096,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,1.7398496078719337,2.6736096137692473,False
13.199999999999996,0.00027499999999999996,0.00028,"[4.0, 8.0]",1.1659054664849462,6.600000000000002,0.679423941014479,0.7655328744787013,1.1514475172928995,0.38334244488878205,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,0.014457949192046637,1.1659054664849462,False
13.219999999999995,0.00027499999999999996,0.00028,"[4.0, 8.0]",2.061246290167631,4.4,1.2545116782543815,1.1090036876538183,1.3677630025069396,0.48562203903524476,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,0.6934832876606912,2.061246290167631,False
13.239999999999995,0.00027499999999999996,0.00028,"[4.0, 8.0]",1.8740826842495084,6.400000000000002,1.5344592524579315,1.8190210192982441,1.7264723665400736,0.5239684361973529,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,0.14761031770943472,1.8740826842495084,False
13.259999999999994,0.00027499999999999996,0.00028,"[4.0, 8.0]",0.8232098236254458,6.600000000000002,0.4810032420018408,0.544611215695751,0.8149652520377191,0.2725029953358512,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,0.008244571587726708,0.8232098236254458,False
13.279999999999994,0.00027499999999999996,0.00028,"[4.0, 8.0]",1.2350831805710867,4.0,0.24474592365578723,0.024716416597810247,1.2350406966777816,0.3858142822803236,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,4.248389330507743e-05,1.2350831805710867,False
13.299999999999994,0.00027499999999999996,0.00028,"[4.0, 8.0]",1.1054433651873075,4.0,0.25036454375182365,0.042142480301531234,1.1054432280251423,0.3627184320020926,0.0,0.0,0.0,"[(4.0, 8.000000000000004)]",4.200000000000004,True,1.3716216519183826e-07,1.1054433651873075,False
12.96,0.00027499999999999996,0.0003,"[4.0, 8.0]",9.060538002564657,8.000000000000004,5.691572076914369,5.956148655727339,6.871093765619678,2.254159353449608,0.0,0.0,0.0,"[(6.000000000000002, 8.000000000000004)]",2.200000000000002,True,2.0323764392228667,9.060538002564657,False
12.98,0.00027499999999999996,0.0003,"[4.0, 8.0]",16.49660190675364,8.000000000000004,13.618361779950217,14.141472792097147,7.101176236623337,2.292868790673727,0.4,0.0,0.0,"[(5.800000000000002, 8.000000000000004)]",2.400000000000002,True,9.345797941071096,16.49660190675364,False
13.0,0.00027499999999999996,0.0003,"[4.0, 8.0]",23.506006209095155,8.000000000000004,20.798715702115118,21.322554589300445,6.9309322008582726,2.180926883124773,1.0,0.95,0.65,"[(5.600000000000001, 8.000000000000004)]",2.6000000000000023,True,16.527148824316008,23.506006209095155,False
13.02,0.00027499999999999996,0.0003,"[4.0, 8.0]",21.442349387374165,8.000000000000004,16.59420239436046,16.621877929620837,8.685812578373708,2.9716111784962824,0.65,0.5,0.15,"[(4.0, 5.000000000000001), (7.800000000000003, 8.000000000000004)]",1.6000000000000014,True,12.286112788520098,21.442349387374165,False
13.04,0.00027499999999999996,0.0003,"[4.0, 8.0]",12.862415269547864,4.4,10.302265288587659,10.172315837712983,4.847411197341801,1.6778946374206056,0.0,0.0,0.0,"[(4.0, 5.600000000000001), (7.400000000000003, 8.000000000000004)]",2.6000000000000023,True,8.015004072206063,12.862415269547864,False
13.059999999999999,0.00027499999999999996,0.0003,"[4.0, 8.0]",9.0607014973221,6.200000000000002,8.139690034804985,8.955919954315936,6.071504226084095,1.6412813499061456,0.0,0.0,0.0,"[(4.4, 8.000000000000004)]",3.8000000000000034,True,2.989197271238005,9.0607014973221,False
13.079999999999998,0.00027499999999999996,0.0003,"[4.0, 8.0]",5.772342065796531,4.0,1.313351995362696,0.814770537973232,5.755438682231216,1.6002355446972731,0.0,0.0,0.0,"[(4.0, 4.4)]",0.6000000000000005,True,0.01690338356531504,5.772342065796531,False
