pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite,minimum_in_band_gain_db,maximum_in_band_gain_db
12.6,0.0003,0.00022999999999999998,"[4.0, 8.0]",38.86851675470864,5.5,17.478314390651164,8.547389162902451,39.86315248887872,17.122499459101167,0.4444444444444444,0.4444444444444444,0.4444444444444444,"[(5.5, 5.5), (6.5, 6.5)]",1.0,True,-0.9946357341700791,38.86851675470864
13.099999999999998,0.00039999999999999996,0.00028,"[4.0, 8.0]",40.348880551965884,7.5,16.00101670577795,13.54303693565564,42.250471178352676,15.903932117572998,0.4444444444444444,0.4444444444444444,0.4444444444444444,"[(7.5, 7.5)]",0.5,True,-1.901590626386792,40.348880551965884
12.899999999999999,0.00025,0.00033,"[4.0, 8.0]",35.921584562941945,4.5,14.03155205498567,6.769960294037444,37.9595789368095,14.27795957093821,0.4444444444444444,0.4444444444444444,0.4444444444444444,"[(4.5, 4.5)]",0.5,True,-2.037994373867553,35.921584562941945
12.6,0.00025,0.00033,"[4.0, 8.0]",33.929422470288394,4.0,9.228335265216016,2.98441271871499,50.067282566743984,16.728008762220625,0.4444444444444444,0.4444444444444444,0.3333333333333333,"[(4.0, 4.0)]",0.5,True,-16.137860096455587,33.929422470288394
13.099999999999998,0.00035,0.00033,"[4.0, 8.0]",38.91521412751075,6.0,15.945377786411399,14.703327556200305,39.76442852632461,15.434813188640153,0.4444444444444444,0.3333333333333333,0.3333333333333333,"[(6.0, 6.0)]",0.5,True,-0.8492143988138563,38.91521412751075
12.899999999999999,0.00039999999999999996,0.00017999999999999998,"[4.0, 8.0]",36.20437675005259,6.0,13.05009480876384,1.948490477815401,37.763069499313424,15.536766274024263,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[(6.0, 6.0), (7.0, 7.0)]",1.0,True,-1.5586927492608338,36.20437675005259
12.7,0.00035,0.00028,"[4.0, 8.0]",35.603327463441666,4.0,11.676610980370109,8.514109592621017,42.993617941248836,14.445081083221039,0.4444444444444444,0.3333333333333333,0.3333333333333333,"[(4.0, 4.0)]",0.5,True,-7.39029047780717,35.603327463441666
12.999999999999998,0.0003,0.00033,"[4.0, 8.0]",31.15959094832018,6.5,8.297460688828656,0.30140287701609747,39.94874985123363,14.54763254386851,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[(6.5, 6.5)]",0.5,True,-8.78915890291345,31.15959094832018
12.6,0.00039999999999999996,0.00022999999999999998,"[4.0, 8.0]",26.620659417724234,8.0,7.6316779950281965,2.7426358727862925,35.587920299327884,11.154939300647039,0.3333333333333333,0.3333333333333333,0.1111111111111111,"[(8.0, 8.0)]",0.5,True,-8.96726088160365,26.620659417724234
12.7,0.00025,0.00033,"[4.0, 8.0]",40.35625294838596,6.5,10.668132820756671,2.146799258330738,54.40364879049275,17.97308364347355,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[(6.5, 6.5)]",0.5,True,-14.047395842106798,40.35625294838596
12.999999999999998,0.0003,0.00017999999999999998,"[4.0, 8.0]",25.925459510998124,4.5,8.49114230828438,3.4988259638182946,25.30309774821628,8.517652773242038,0.2222222222222222,0.2222222222222222,0.1111111111111111,"[(4.5, 4.5)]",0.5,True,0.622361762781843,25.925459510998124
12.6,0.0003,0.00028,"[4.0, 8.0]",22.24788704452534,4.5,4.399344026118737,0.6295284259386742,26.402889067624635,8.681190634729345,0.2222222222222222,0.2222222222222222,0.1111111111111111,"[(4.5, 4.5)]",0.5,True,-4.155002023099298,22.24788704452534
12.799999999999999,0.00025,0.00033,"[4.0, 8.0]",41.25399942189948,6.5,9.39869322253085,2.768642846823484,47.643299853766216,14.893668578258357,0.2222222222222222,0.2222222222222222,0.2222222222222222,"[(6.5, 6.5)]",0.5,True,-6.389300431866738,41.25399942189948
12.6,0.00039999999999999996,0.00017999999999999998,"[4.0, 8.0]",31.26578782432658,6.5,3.945885089125161,-0.8124142493861595,47.42630911652714,14.827369615126882,0.2222222222222222,0.2222222222222222,0.2222222222222222,"[(6.0, 6.5)]",1.0,True,-16.160521292200563,31.26578782432658
13.099999999999998,0.00035,0.00017999999999999998,"[4.0, 8.0]",22.19472731570487,4.5,4.933336382703291,2.6726359541129345,23.780828709058593,7.073601835015775,0.1111111111111111,0.1111111111111111,0.1111111111111111,"[(4.5, 4.5)]",0.5,True,-1.5861013933537227,22.19472731570487
12.999999999999998,0.00025,0.00017999999999999998,"[4.0, 8.0]",25.985461096591056,4.0,3.183210675708139,-0.10646459349040022,28.29685056298552,8.255801870323875,0.1111111111111111,0.1111111111111111,0.1111111111111111,"[(4.0, 4.0)]",0.5,True,-2.3113894663944627,25.985461096591056
13.099999999999998,0.00025,0.00022999999999999998,"[4.0, 8.0]",25.80899505313887,4.0,6.143948360140416,4.607527719436058,29.43176097937993,8.6189296728986,0.1111111111111111,0.1111111111111111,0.1111111111111111,"[(4.0, 4.0)]",0.5,True,-3.622765926241061,25.80899505313887
12.999999999999998,0.00035,0.00033,"[4.0, 8.0]",28.925616703537646,4.0,4.7314411979079125,1.5166437251042388,32.93848823809284,9.168815177190355,0.1111111111111111,0.1111111111111111,0.1111111111111111,"[(4.0, 4.0)]",0.5,True,-4.01287153455519,28.925616703537646
13.099999999999998,0.0003,0.00017999999999999998,"[4.0, 8.0]",22.585596778997335,4.0,3.1031397060251504,1.3259869098721433,26.880583549322914,7.163598002354551,0.1111111111111111,0.1111111111111111,0.1111111111111111,"[(4.0, 4.0)]",0.5,True,-4.294986770325578,22.585596778997335
12.999999999999998,0.00035,0.00028,"[4.0, 8.0]",20.10602677787189,6.5,3.857580933187815,-0.5891823716170507,27.166190906560164,8.23726745120854,0.1111111111111111,0.1111111111111111,0.1111111111111111,"[(6.5, 6.5)]",0.5,True,-7.0601641286882755,20.10602677787189
12.899999999999999,0.0003,0.00028,"[4.0, 8.0]",24.688528268762653,4.0,1.771163448563016,0.654824222470532,33.77281340178037,8.791989018941408,0.1111111111111111,0.1111111111111111,0.1111111111111111,"[(4.0, 4.0)]",0.5,True,-9.084285133017712,24.688528268762653
13.299999999999997,0.00025,0.00033,"[4.0, 8.0]",9.676178047472751,4.5,7.710517195470298,8.267059392828191,4.360781902803554,1.370225821984135,0.0,0.0,0.0,"[(4.0, 6.5), (7.5, 7.5)]",3.5,True,5.315396144669197,9.676178047472751
13.299999999999997,0.0003,0.00033,"[4.0, 8.0]",7.501896829230122,4.5,5.941442185297422,6.19775738062604,3.957990332563589,1.2932562612771552,0.0,0.0,0.0,"[(4.0, 6.5), (7.5, 7.5)]",3.5,True,3.5439064966665335,7.501896829230122
13.199999999999998,0.00035,0.00033,"[4.0, 8.0]",6.772384786030758,4.5,5.434528312002438,5.630352516293544,3.418674297218584,1.0355075036136827,0.0,0.0,0.0,"[(4.0, 7.5)]",4.0,True,3.3537104888121743,6.772384786030758
13.199999999999998,0.00039999999999999996,0.00033,"[4.0, 8.0]",6.183289641696477,6.5,4.797628506303175,4.824225768918612,2.9271550584943915,0.8479538550302878,0.0,0.0,0.0,"[(4.0, 8.0)]",4.5,True,3.256134583202085,6.183289641696477
13.299999999999997,0.00025,0.00028,"[4.0, 8.0]",6.789209135839169,4.5,4.72565474661066,5.007633497107929,4.476720644217714,1.3775173274471806,0.0,0.0,0.0,"[(4.0, 6.5), (7.5, 7.5)]",3.5,True,2.3124884916214548,6.789209135839169
13.199999999999998,0.0003,0.00033,"[4.0, 8.0]",7.841662044138773,4.0,5.323642901692711,5.342959370987018,5.666153663931451,1.5991351664793056,0.0,0.0,0.0,"[(4.0, 6.5), (7.5, 7.5)]",3.5,True,2.1755083802073223,7.841662044138773
13.299999999999997,0.0003,0.00028,"[4.0, 8.0]",6.336141262770662,4.5,4.442305022348708,4.7594087426129565,4.192134363493185,1.2790280175082973,0.0,0.0,0.0,"[(4.0, 6.5), (7.5, 7.5)]",3.5,True,2.1440068992774766,6.336141262770662
13.199999999999998,0.00039999999999999996,0.00028,"[4.0, 8.0]",5.546500517325061,4.5,3.9154377748776037,4.117367381368458,3.471939298498488,1.1445998415793113,0.0,0.0,0.0,"[(4.0, 6.5), (7.5, 7.5)]",3.5,True,2.074561218826573,5.546500517325061
13.299999999999997,0.00035,0.00028,"[4.0, 8.0]",5.7821194050847,4.5,4.1432131848644875,4.471445470636483,3.822361405385463,1.1774475583806205,0.0,0.0,0.0,"[(4.0, 6.5), (7.5, 7.5)]",3.5,True,1.959757999699237,5.7821194050847
