pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite,minimum_in_band_gain_db,maximum_in_band_gain_db
12.799999999999999,0.00039999999999999996,0.00028,"[4.0, 8.0]",41.854211016049916,7.899999999999986,32.71367862816486,32.501830721252084,17.856165154175397,4.40346154010529,1.0,1.0,1.0,"[(5.799999999999994, 5.799999999999994), (7.399999999999988, 7.399999999999988), (7.899999999999986, 7.899999999999986)]",0.29999999999999893,True,23.99804586187452,41.854211016049916
12.6,0.00039999999999999996,0.00033,"[4.0, 8.0]",42.49137276162071,5.899999999999993,35.20388684050815,36.41445310333678,20.272115019022355,5.233727070974591,1.0,1.0,1.0,"[(4.499999999999998, 4.499999999999998), (5.399999999999995, 5.399999999999995), (5.899999999999993, 5.899999999999993), (6.599999999999991, 6.599999999999991), (7.599999999999987, 7.899999999999986)]",0.7999999999999972,True,22.219257742598355,42.49137276162071
12.999999999999998,0.0003,0.00022999999999999998,"[4.0, 8.0]",38.57902809055352,7.499999999999988,32.39723489358149,32.943060029296106,20.86019076007979,4.68226285417687,1.0,1.0,0.9512195121951219,"[(4.6999999999999975, 4.799999999999997), (7.199999999999989, 7.7999999999999865)]",0.8999999999999968,True,17.718837330473733,38.57902809055352
13.099999999999998,0.0003,0.00022999999999999998,"[4.0, 8.0]",34.4117011231356,4.299999999999999,27.640977219737497,27.85748051083757,18.76183708241114,4.279086663722552,1.0,0.975609756097561,0.9512195121951219,"[(4.199999999999999, 4.399999999999999), (4.599999999999998, 4.799999999999997), (6.199999999999992, 6.299999999999992)]",0.7999999999999972,True,15.64986404072446,34.4117011231356
12.7,0.00035,0.00033,"[4.0, 8.0]",42.74910458870372,7.299999999999988,35.30186244716542,37.49561018585772,29.01710279545543,6.216260997935959,0.975609756097561,0.975609756097561,0.9512195121951219,"[(5.599999999999994, 5.599999999999994), (6.499999999999991, 6.499999999999991), (7.299999999999988, 7.299999999999988), (7.499999999999988, 7.599999999999987), (7.999999999999986, 7.999999999999986)]",0.5999999999999979,True,13.732001793248296,42.74910458870372
