signal_GHz,basic,basic_plus_s2,basic_plus_i2,all_except_s2_i2,all_except_i2,all_except_s2,all_8_modes
4.0,0.11740642649670245,0.07894503993761603,0.11796129931114249,30.496904005038378,30.671740757595103,31.876753100763263,31.838822697615544
4.05,0.479742875573704,0.43561933852929663,0.480236171425231,30.815989578790592,31.04476482426535,32.172643620199885,32.184787274565586
4.1,0.7827874770267147,0.7329675020394968,0.7832174947383669,31.14585582121755,31.413640195918,32.46990031069894,32.515922531378095
4.1499999999999995,0.1911738100925041,0.1355218708598207,0.19154943444992092,30.52032228817695,30.831832900738867,31.814903243523858,31.901029115246654
4.199999999999999,-0.30902570461286033,-0.3706616764369869,-0.30869614228005027,29.92455129745458,30.2818114570166,31.189995953167205,31.320629373512695
4.249999999999999,0.0012767825412119639,-0.0661339435787178,0.0015566074063711795,30.160582281565198,30.555534677093966,31.391190464054688,31.557815344062135
4.299999999999999,0.4095033184893735,0.33683896456577295,0.4097369163458792,30.53105469859196,30.957784851147913,31.723420739020256,31.919303189721134
4.349999999999999,-0.06902145948640229,-0.14636216397966484,-0.06882606909852775,30.01423100931696,30.474568795046515,31.168638024667175,31.39622179396514
4.399999999999999,-0.662105988240243,-0.7426890170717991,-0.6619486920877539,29.355943434625992,29.85015640664797,30.473054813867087,30.733415327048768
4.449999999999998,-0.4504618116389996,-0.5319039577168019,-0.4503420366224184,29.497846115462735,30.01866138393684,30.573093964143666,30.859946030805553
4.499999999999998,0.09470263962384226,0.014245993529250734,0.09478984961352774,29.97797164565832,30.5255724588044,31.0087687785244,31.322699286162717
4.549999999999998,-0.16775727881117852,-0.24598342346156585,-0.1676978066505871,29.626046816135215,30.21356332467621,30.618002233383944,30.971618314642416
4.599999999999998,-0.8246955117409992,-0.8981560069059092,-0.8246581199051339,28.861335462790056,29.489862886993144,29.81590041549905,30.21072041830294
4.649999999999998,-0.7657927188975651,-0.8306107427800964,-0.7657745260517033,28.85392456284951,29.50141807937809,29.75958554961845,30.17485591108651
4.6999999999999975,-0.13693212958104578,-0.19009690757491687,-0.13693462959142463,29.440845981579,30.09555359918188,30.28982921422604,30.715144569035147
4.749999999999997,-0.10457645296723103,-0.1452329304814578,-0.10459589707790858,29.383235334318556,30.06221171630429,30.182515044684813,30.634878845721524
4.799999999999997,-0.7376528686332207,-0.7659251978784148,-0.7376842727954248,28.628957480149083,29.348620006792387,29.37966630417703,29.877050165459703
4.849999999999997,-0.8764262316958177,-0.8928693844505114,-0.8764665384661796,28.397554179532428,29.146327037014146,29.09686961958443,29.627726597973812
4.899999999999997,-0.2722080101010125,-0.2789869842354189,-0.27225407296720044,28.940381420403682,29.692672408771926,29.57751655299798,30.119051224430887
4.949999999999997,0.07669062961055496,0.07560992957759247,0.07664015466238408,29.216130773043872,29.966875040964794,29.78144703452101,30.332983577954774
4.9999999999999964,-0.41532346950668086,-0.4151791270681303,-0.41537408038048906,28.623904888247182,29.390720936386117,29.095769969384072,29.684737488731777
5.049999999999996,-0.7421907900664487,-0.7443312679762542,-0.7422013253975335,28.196441808469398,28.978257997192223,28.582537542045472,29.19946073889698
5.099999999999996,-0.27744734064770105,-0.2827926961887713,-0.2773701237852585,28.59736996686359,29.354064435053452,29.013913773402074,29.559925847762774
5.149999999999996,0.2915085828267063,0.28528654064429315,0.2916645447275148,29.118789040697244,29.806181441333717,29.56261561742309,29.968643525207646
5.199999999999996,0.022332185874772918,0.01880442550665474,0.022592351037818932,28.779970449586525,29.361301805065008,29.241926531361333,29.431241984436426
