pattern,supercell_repeats,device_length_mm,pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite,minimum_in_band_gain_db,maximum_in_band_gain_db,strict_pass
15-4-15,900,61.2,11.2,0.00035,0.00029,"[4.0, 8.0]",33.22314381413049,7.399999999999988,30.19711840993301,30.971618314635883,13.508799771899298,2.742451083254595,1.0,1.0,0.9876543209876543,"[(4.0, 4.549999999999998), (4.6999999999999975, 4.749999999999997), (4.949999999999997, 4.949999999999997), (5.949999999999993, 7.699999999999987)]",2.549999999999991,True,19.71434404223119,33.22314381413049,False
15-4-15,1200,81.6,11.0,0.00025,0.00029,"[4.0, 8.0]",38.29566190804131,7.999999999999986,30.060557340718006,31.21957498222234,20.86094164554982,4.703245943020308,1.0,1.0,0.9753086419753086,"[(5.199999999999996, 5.199999999999996), (5.799999999999994, 5.949999999999993), (7.7999999999999865, 7.999999999999986)]",0.4999999999999982,True,17.434720262491492,38.29566190804131,False
15-4-15,1600,108.8,11.0,0.00025,0.00029,"[4.0, 8.0]",42.96827503965315,6.449999999999991,36.35934206801899,37.53940580498216,21.552313839011816,4.276088765687785,1.0,1.0,1.0,"[(5.049999999999996, 5.099999999999996), (6.249999999999992, 6.249999999999992), (6.349999999999992, 6.449999999999991), (6.79999999999999, 6.84999999999999), (7.149999999999989, 7.149999999999989), (7.299999999999988, 7.299999999999988), (7.449999999999988, 7.499999999999988), (7.699999999999987, 7.699999999999987), (7.7999999999999865, 7.849999999999986), (7.949999999999986, 7.949999999999986)]",0.7999999999999972,True,21.415961200641334,42.96827503965315,False
15-4-15,900,61.2,11.0,0.00045,0.00029,"[4.0, 8.0]",42.842630997008456,7.699999999999987,33.81094477658051,34.30736561717589,21.85296633227975,5.13838035929296,1.0,1.0,1.0,"[(5.049999999999996, 5.049999999999996), (5.199999999999996, 5.199999999999996), (5.349999999999995, 5.349999999999995), (6.299999999999992, 6.299999999999992), (7.049999999999989, 7.049999999999989), (7.199999999999989, 7.199999999999989), (7.499999999999988, 7.499999999999988), (7.649999999999987, 7.699999999999987), (7.899999999999986, 7.899999999999986)]",0.4999999999999982,True,20.989664664728707,42.842630997008456,False
15-4-15,2200,149.6,11.0,0.00025,0.00029,"[4.0, 8.0]",44.40038604979797,7.749999999999987,37.2312617990371,38.56202811893892,25.09967731485393,5.130749364686801,1.0,1.0,0.9876543209876543,"[(4.949999999999997, 4.949999999999997), (5.499999999999995, 5.499999999999995), (6.149999999999992, 6.149999999999992), (6.499999999999991, 6.499999999999991), (6.599999999999991, 6.649999999999991), (6.79999999999999, 6.79999999999999), (6.89999999999999, 6.9499999999999895), (7.2499999999999885, 7.2499999999999885), (7.599999999999987, 7.949999999999986)]",0.8999999999999968,True,19.300708734944042,44.40038604979797,False
15-4-15,2200,149.6,11.0,0.00045,0.00029,"[4.0, 8.0]",70.69455684377341,7.549999999999987,41.09782456058816,41.39439862443326,52.48770119110287,9.868663578138994,1.0,1.0,0.9753086419753086,"[(7.549999999999987, 7.549999999999987), (7.649999999999987, 7.649999999999987)]",0.09999999999999964,True,18.20685565267054,70.69455684377341,False
15-4-15,2200,149.6,11.0,0.00045,0.00021999999999999998,"[4.0, 8.0]",40.89083524674783,7.199999999999989,33.906454043163485,35.14990213560457,27.336267503204212,5.08212526781101,0.9876543209876543,0.9876543209876543,0.9876543209876543,"[(4.499999999999998, 4.499999999999998), (4.949999999999997, 4.949999999999997), (5.249999999999996, 5.249999999999996), (5.349999999999995, 5.349999999999995), (5.5499999999999945, 5.5499999999999945), (6.349999999999992, 6.549999999999991), (6.74999999999999, 6.74999999999999), (6.84999999999999, 6.84999999999999), (7.199999999999989, 7.199999999999989), (7.299999999999988, 7.299999999999988), (7.7999999999999865, 7.7999999999999865), (7.949999999999986, 7.949999999999986)]",0.7999999999999972,True,13.554567743543615,40.89083524674783,False
15-4-15,1600,108.8,11.0,0.00045,0.00029,"[4.0, 8.0]",46.68402530805877,6.9499999999999895,36.21950684844762,38.183622069312364,37.06927357883572,7.131809018530726,0.9876543209876543,0.9876543209876543,0.9506172839506173,"[(6.449999999999991, 6.449999999999991), (6.79999999999999, 6.79999999999999), (6.89999999999999, 6.9499999999999895), (7.699999999999987, 7.699999999999987), (7.899999999999986, 7.899999999999986), (7.999999999999986, 7.999999999999986)]",0.34999999999999876,True,9.614751729223048,46.68402530805877,False
15-4-15,2200,149.6,11.2,0.00035,0.00029,"[4.0, 8.0]",35.885542275722536,5.649999999999994,28.518717751979057,28.47056831799465,29.09119171277198,4.402213606797752,0.9876543209876543,0.9876543209876543,0.9753086419753086,"[(5.249999999999996, 5.249999999999996), (5.649999999999994, 5.699999999999994), (6.249999999999992, 6.249999999999992), (7.099999999999989, 7.149999999999989), (7.7999999999999865, 7.999999999999986)]",0.549999999999998,True,6.794350562950556,35.885542275722536,False
15-4-15,1600,108.8,11.0,0.00025,0.00021999999999999998,"[4.0, 8.0]",32.575375988567096,6.599999999999991,28.692549099336258,29.234524890945934,29.45073840147496,3.718264360437427,0.9876543209876543,0.9876543209876543,0.9876543209876543,"[(4.599999999999998, 4.599999999999998), (4.749999999999997, 4.799999999999997), (4.899999999999997, 5.199999999999996), (5.799999999999994, 7.149999999999989)]",1.8999999999999932,True,3.1246375870921343,32.575375988567096,False
