freq_GHz,S21_db_engineered,k_star_engineered_rad,bloch_evanescence_Np_per_cell
1.5140000000000011,-4.628771839455777e-12,-3.9907149140469556e-06,1.306144734853125e-17
1.5160000000000011,-4.628771839455777e-12,-3.9488134726192725e-06,1.306144734853125e-17
1.5180000000000011,-4.628771839455777e-12,-3.9069120311915895e-06,1.306144734853125e-17
1.5200000000000011,-4.628771839455777e-12,-3.8650105897639064e-06,1.306144734853125e-17
1.5220000000000011,-4.628771839455777e-12,-3.823109148332754e-06,1.306144734853125e-17
1.5240000000000011,-4.628771839455777e-12,-3.781207706905071e-06,1.306144734853125e-17
1.5260000000000011,-4.628771839455777e-12,-3.739306265477388e-06,1.306144734853125e-17
1.5280000000000011,-4.536196402666874e-12,-3.697383596635781e-06,1.2800218401561226e-17
1.5300000000000011,-4.2816139514968324e-12,-3.6554237798219757e-06,1.2081838797392081e-17
1.5320000000000011,-4.027031500326791e-12,-3.6134639630099052e-06,1.1363459193222936e-17
1.5340000000000011,-3.7724490491567495e-12,-3.5715041461961e-06,1.0645079589053792e-17
1.5360000000000011,-3.517866597986708e-12,-3.5295443293857642e-06,9.926699984884647e-18
1.5380000000000011,-3.263284146816667e-12,-3.487584512571959e-06,9.208320380715503e-18
1.5400000000000011,-3.0087016956466252e-12,-3.4456246957581538e-06,8.489940776546357e-18
1.5420000000000011,-2.7541192444765846e-12,-3.4036648789460833e-06,7.771561172377215e-18
1.5440000000000011,-2.4995367933065424e-12,-3.3617050621340128e-06,7.053181568208069e-18
1.5460000000000012,-2.244954342136462e-12,-3.3197318372677614e-06,6.334801964038814e-18
1.5480000000000012,-1.9903718909662777e-12,-3.27772285758747e-06,5.616422359869266e-18
1.5500000000000012,-1.7357894397960933e-12,-3.2357138779089134e-06,4.898042755699718e-18
1.5520000000000012,-1.481206988625909e-12,-3.1937048982303567e-06,4.17966315153017e-18
1.5540000000000012,-1.226624537455724e-12,-3.1516959185518e-06,3.4612835473606213e-18
1.5560000000000012,-9.720420862855399e-13,-3.109686938874978e-06,2.7429039431910735e-18
1.5580000000000012,-7.174596351153554e-13,-3.0676779591964215e-06,2.0245243390215253e-18
1.5600000000000012,-4.62877183945171e-13,-3.02566897951613e-06,1.3061447348519773e-18
1.5620000000000012,-2.0829473277498626e-13,-2.9836599998375735e-06,5.877651306824285e-19
1.5640000000000012,-1.388631551855167e-13,-2.941639257351275e-06,3.9184342046113917e-19
1.5660000000000012,-9.026105086956411e-13,-2.8995655822223326e-06,2.546982232968573e-18
1.5680000000000012,-1.6663578622057652e-12,-2.8574919070985944e-06,4.7021210454760065e-18
1.5700000000000012,-2.4301052157158893e-12,-2.815418231969652e-06,6.85725985798344e-18
1.5720000000000012,-3.193852569226014e-12,-2.773344556844179e-06,9.012398670490874e-18
1.5740000000000012,-3.957599922736138e-12,-2.731270881716971e-06,1.1167537482998307e-17
1.5760000000000012,-4.721347276246263e-12,-2.6891972065897635e-06,1.3322676295505742e-17
