gain_dB,dG_dB_gamma_-20dB,dG_dB_gamma_-13dB,dG_dB_gamma_-11dB,dG_dB_gamma_-10dB
0.01,0.04352992783421084,0.21821050987903354,0.34595042947050686,0.4356606049441258
0.06010025062656641,0.04403500571987937,0.22074344801228993,0.3499687456797013,0.4407241208185493
0.11020050125313281,0.044545944228968244,0.22330581352756002,0.3540338379796123,0.4458466922384733
0.16030075187969922,0.045062811371819736,0.22589794921117456,0.35814625448090276,0.4510290151764343
0.21040100250626564,0.04558567594826332,0.22852020187421912,0.36230654984390087,0.4562717940614463
0.26050125313283207,0.04611460755679006,0.23117292240091325,0.3665152853613402,0.4615757418906921
0.31060150375939843,0.04664967660383015,0.2338564657976014,0.37077302904227755,0.46694158034297295
0.36070175438596486,0.04719095431314223,0.23657119124237758,0.3750803556972515,0.47237003989399573
0.4108020050125313,0.04773851273531475,0.23931746213535354,0.3794378470246743,0.47786185993350927
0.4609022556390977,0.04829242475736771,0.24209564614956655,0.38384609169850137,0.4834177888843415
0.5110025062656641,0.048852764112480844,0.24490611528255724,0.3883056854571848,0.4890385843233794
0.5611027568922305,0.04941960538982326,0.2477492459086058,0.3928172311939499,0.49472501310453265
0.6112030075187969,0.04999302404450185,0.2506254188316558,0.3973813390484202,0.5004778514837289
0.6613032581453633,0.05057309640763118,0.2535350193389182,0.4019986264995985,0.5062978852459691
0.7114035087719297,0.051159899696508644,0.256478437255188,0.4066697184602601,0.5121859098345214
0.7615037593984961,0.05175351202492066,0.2594560669978639,0.41139524737276023,0.5181427304822669
0.8116040100250625,0.052354012413559484,0.26246830763268936,0.4161758533062995,0.5241691623452772
0.861704260651629,0.05296148080057184,0.2655155629302354,0.4210121840556659,0.5302660306386484
0.9118045112781954,0.05357599805221997,0.268598241423115,0.425904895241494,0.5364341707746618
0.9619047619047618,0.05419764597367291,0.27171675646397486,0.43085465041206833,0.542674428503327
1.0120050125313282,0.05482650731991953,0.2748715262842366,0.43586212114668943,0.5489876600553415
1.0621052631578947,0.05546266580682375,0.2780629740536273,0.4409279871606584,0.5553747322875506
1.112205513784461,0.056106206122281815,0.2812915279405134,0.44605293641190047,0.5618365228309543
1.1623057644110275,0.05675721393753371,0.2845576211730239,0.4512376652092542,0.568373920241315
1.2124060150375937,0.05741577591859977,0.2878616921010101,0.4564828783224773,0.5749878241524496
1.2625062656641601,0.05808197973784501,0.29120418425883093,0.4617892890939975,0.5816791454322461
1.3126065162907266,0.058755914085682245,0.2945855464289848,0.46715761955244306,0.5884488063414982
1.362706766917293,0.059437668682419245,0.2980062327066114,0.47258860052799734,0.5952977406955957
1.4128070175438594,0.06012733429023039,0.301466702564857,0.47808297176961345,0.6022268940291807
1.4629072681704258,0.06082500272528016,0.30496742092114804,0.483641482064128,0.6092372237637986
1.5130075187969922,0.06153076686998135,0.30850885820435114,0.48926488935731993,0.6163296993786608
1.5631077694235587,0.06224472068539939,0.3120914904228656,0.4949539608769532,0.6235053025845751
1.613208020050125,0.0629669592238036,0.31571579923365517,0.5007094732578538,0.6307650275011213
1.6633082706766915,0.06369757864136215,0.3193822720122259,0.5065322126690507,0.6381098808371715
1.713408521303258,0.06443667621098387,0.3230914019235759,0.5124229749430533,0.6455408820748325
1.7635087719298244,0.06518435033531557,0.32684368799413444,0.5183825657072916,0.6530590636568966
1.8136090225563908,0.06594070055988942,0.33063963518470024,0.5244118005177715,0.6606654711778986
1.8637092731829572,0.06670582758642166,0.3344797544644055,0.5305115049950117,0.6683611635788638
1.9138095238095236,0.06747983328626997,0.33836456288571726,0.5366825149622956,0.6761472133458685
1.96390977443609,0.06826282071404915,0.3422945836604975,0.5429256765863062,0.6840247067124766
2.0140100250626563,0.06905489412139983,0.3462703462371409,0.549241846520188,0.691994743866204
2.0641102756892225,0.06985615897093062,0.3502923863788049,0.5556318920491097,0.7000584391590664
2.114210526315789,0.07066672195030863,0.35436124624276644,0.562096691238368,0.7082169213223724
2.1643107769423553,0.07148669098652873,0.35847747446090295,0.5686371330841066,0.7164713336858421
2.214411027568922,0.07231617526034059,0.36264162622134083,0.5752541176667149,0.7248228344011911
2.264511278195488,0.07315528522085399,0.36685426335128196,0.5819485563069557,0.7332725966702862
2.314611528822055,0.07400413260030039,0.3711159544010212,0.5887213717249111,0.7418218089780222
2.364711779448621,0.07486283042898761,0.37542727472920634,0.5955734982017953,0.7504716753300321
2.414812030075187,0.07573149305041371,0.3797888065893277,0.6025058817447205,0.759223415495382
2.464912280701754,0.0766102361365684,0.3842011392174912,0.609519480254481,0.7680782652543815
2.51501253132832,0.0774991767034042,0.3886648689214745,0.6166152636964344,0.777037476651663
2.5651127819548867,0.07839843312650073,0.3931805991711155,0.6237942142745609,0.7861023182546809
2.615213032581453,0.0793081251569052,0.39774894069003663,0.6310573266087747,0.7952740754177868
2.6653132832080195,0.08022837393716188,0.40237051154874975,0.6384056079155752,0.8045540505520433
2.7154135338345857,0.08115930201753055,0.40704593725914945,0.6458400781921337,0.8139435634009435
2.7655137844611524,0.08210103337239347,0.41177585087044466,0.6533617704038809,0.8234439513222125
2.8156140350877186,0.08305369341685528,0.41656089306653493,0.6609717306757092,0.8330565695758764
2.865714285714285,0.08401740902354099,0.4214017122648797,0.6686710184868798,0.8427827916187711
2.9158145363408514,0.08499230853959266,0.42629896471687473,0.6764607068697276,0.8526240094057068
2.965914786967418,0.08597852180385818,0.4312533146097764,0.6843418826122638,0.862581633697471
3.0160150375939843,0.08697618016429169,0.4362654341702072,0.6923156464647899,0.872657094375881
3.066115288220551,0.08798541649555716,0.44133600376926174,0.7003831133506313,0.8828518407661179
3.116215538847117,0.08900636521683337,0.4464657120292615,0.7085454125810836,0.8931673419665414
3.1663157894736838,0.09003916230983444,0.45165525593218314,0.7168036880747226,0.9036050871862438
3.21641604010025,0.09108394533704536,0.456905340929806,0.7251590985811516,0.9141665860905543
3.266516290726816,0.09214085346016307,0.4622166810555953,0.7336128179093638,0.9248533691547818
3.316616541353383,0.09321002745876655,0.4675899990383868,0.7421660351607924,0.9356669880264147
3.366716791979949,0.0942916097491979,0.4730260264178795,0.7508199549672299,0.946609015896077
3.4168170426065156,0.09538574440367317,0.47852550366200997,0.7595757977337174,0.9576810478775116
3.466917293233082,0.09649257716961496,0.484089180286213,0.7684347998865635,0.9688847013968684
3.5170175438596485,0.09761225548921663,0.4897178149746416,0.7773982141266432,0.9802216165916193
3.5671177944862147,0.09874492851923544,0.49541217570336826,0.7864673096881131,0.9916934567193967
3.6172180451127813,0.09989074715102049,0.5011730398656282,0.7956433726027128,1.003301908577091
3.6673182957393475,0.10104986403077944,0.5070011943991272,0.8049277059698124,1.0150486829305274
3.717418546365914,0.1022224335800821,0.5128974359154933,0.8143216302323709,1.0269355149551016
3.7675187969924804,0.10340861201661172,0.5188625708318881,0.8238264834589899,1.0389641646877055
3.817619047619047,0.10460855737515704,0.5248974155048461,0.833443621632229,1.0511364174903433
3.8677192982456132,0.10582242952885941,0.5310027963663958,0.8431744189433854,1.06345408452583
3.91781954887218,0.10705039021070022,0.5371795500624963,0.8530202680939225,1.0759190032459705
3.967919799498746,0.10829260303526597,0.5434285235938653,0.8629825806037488,1.0885330378926448
4.018020050125313,0.10954923352074063,0.5497505744592447,0.8730627871265662,1.1012980800122645
4.068120300751879,0.11082044911119333,0.5561465708011566,0.8832623377724913,1.1142160489840278
4.118220551378445,0.11210641919910098,0.5626173915542189,0.8935827024381822,1.1272888925624704
4.168320802005011,0.1134073151481601,0.5691639265960774,0.9040253711446945,1.1405185874348205
4.218421052631578,0.11472331031635885,0.5757870769010125,0.9145918543833277,1.1539071397936436
4.268521303258145,0.11605458007933186,0.5824877546963033,0.9252836834696829,1.1674565859253518
4.318621553884711,0.11740130185398168,0.5892668836213852,0.9361024109062193,1.1811689928151201
4.368721804511277,0.11876365512239706,0.5961253988899098,0.9470496107535682,1.1950464587688054
4.418822055137844,0.12014182145604733,0.6030642474547406,0.9581268790108699,1.2090911140524574
4.46892230576441,0.12153598454026257,0.6100843881759889,0.9693358340054558,1.2233051215500903
4.5190225563909765,0.1229463301990194,0.6171867919921404,0.9806781167921468,1.2376906774403538
4.569122807017543,0.12437304642000849,0.624372442094375,0.9921553915624958,1.2522500118927864
4.61922305764411,0.12581632338001503,0.6316423341041404,1.003769346064305,1.2669853897844066
4.669323308270676,0.12727635347059094,0.6389974762540808,1.015521692031732,1.2818991114373466
4.719423558897242,0.12875333132404237,0.6464388895723907,1.0274141656263722,1.2969935133783475
4.769523809523808,0.13024745383973188,0.6539676080706975,1.039448527889644,1.3122709691209133
4.819624060150375,0.13175892021068672,0.6615846789355527,1.051626565206882,1.3277338899709814
4.869724310776942,0.13328793195053348,0.6692911627236388,1.0639500897835243,1.3433847258570006
4.919824561403508,0.13483469292075678,0.6770881335607832,1.0764209401338,1.3592259661853336
4.969924812030074,0.13639940935828093,0.6849766793448782,1.0890409815823456,1.375260140721978
5.02002506265664,0.13798228990338532,0.6929579019528211,1.1018121067792006,1.3914898205015869
5.070125313283207,0.1395835456279654,0.7010329174515793,1.1147362362286237,1.4079176187648734
5.120225563909774,0.1412033900641222,0.7092028563134856,1.127815318832234,1.424546191925482
5.17032581453634,0.14284203923309538,0.7174688636358896,1.1410513324469558,1.441378240567508
5.220426065162906,0.14449971167456505,0.7258320993652835,1.1544462844582994,1.4584165104748423
5.270526315789473,0.14617662847628443,0.7342937385260206,1.1680022123695126,1.4756637936936317
5.320626566416039,0.14787301330408814,0.742854971453762,1.1817211844071633,1.4931229296291593
5.3707268170426055,0.14958909243225307,0.7515170040337813,1.195605300143748,1.510796806178531
5.420827067669172,0.1513250947742369,0.7602810579442605,1.20965669113793,1.5286883609006199
5.470927318295739,0.15308125191378266,0.7691483709047304,1.223877521593051,1.5468005822247757
5.521027568922305,0.15485779813640105,0.7781201969297915,1.2382699890345656,1.5651365106998891
5.571127819548871,0.156654970461245,0.7871978065882729,1.2528363250071053,1.5836992402854748
5.621228070175437,0.15847300867336178,0.7963824872679888,1.2675787957918891,1.6024919196865084
5.6713283208020036,0.16031215535634233,0.8056755434462495,1.2824997031452217,1.6215177537338392
5.721428571428571,0.16217265592537083,0.8150782969663074,1.2976013850588763,1.6407800048121026
5.771528822055137,0.16405475866067346,0.8245920873198962,1.312886216543173,1.6602819943371205
5.821629072681703,0.16595871474138413,0.8342182719360642,1.3283566104336137,1.6800271042849182
5.871729323308269,0.1678847782798165,0.8439582264764746,1.344015018221948,1.7000187787745311
5.921829573934836,0.16983320635616125,0.8538133451373779,1.3598639309126175,1.7202605257069483
5.9719298245614025,0.17180425905360952,0.8637850409584468,1.3759058799055461,1.7407559184626136
6.022030075187969,0.1737981994939006,0.8738747461387002,1.3921434379062712,1.7615085976600318
6.072130325814535,0.17581529387332376,0.8840839123597134,1.4085792198645162,1.782522272978182
6.122230576441102,0.17785581149914226,0.8944140111163584,1.4252158839422568,1.8038007250455348
6.172330827067668,0.1799200248264825,0.9048665340552902,1.4420561325124965,1.825347807398675
6.222431077694234,0.1820082094956777,0.9154429933214379,1.459102713189908,1.8471674485136074
6.272531328320801,0.18412064437006267,0.9261449219127378,1.4763584198946467,1.8692636539130585
6.322631578947368,0.1862576115742524,0.9369738740433791,1.4938260939506378,1.8916405083532226
6.372731829573934,0.18841939653288328,0.9479314255158243,1.5115086252197245,1.9143021780935663
6.4228320802005,0.1906062880098389,0.959019174101891,1.529408953273135,1.9372529132535652
6.472932330827066,0.19281857814797213,0.9702387399331884,1.5475300686017763,1.9604970502603627
6.5230325814536325,0.1950565625093088,0.9815917659012013,1.5658750138669462,1.984039014391635
6.5731328320802,0.1973205401157642,0.9930799180673429,1.5844468851931364,2.007883322418131
6.623233082706766,0.19961081349036247,1.0047048860833017,1.6032488335046515,2.032034585350624
6.673333333333332,0.20192768869898012,1.016468383622027,1.622284065907894,2.0564975112962802
6.723433583959898,0.2042714753926003,1.0283721488196822,1.6415558471212077,2.0812769084296763
6.773533834586465,0.20664248685011244,1.0404179447289714,1.6610675009543174,2.1063776880840845
6.8236340852130315,0.20904104002164012,1.0526075597841764,1.6808224118394386,2.1318048679688544
6.873734335839598,0.2114674555724197,1.0649428082783303,1.7008240264162977,2.1575635755191493
6.923834586466164,0.2139220579272387,1.0774255308529248,1.7210758551733658,2.1836590513845833
6.973934837092731,0.2164051753154189,1.0900575950005833,1.7415814741477567,2.2100966530637196
7.024035087719297,0.21891713981639746,1.102840895581139,1.7623445266863347,2.2368818586918047
7.074135338345863,0.22145828740585743,1.1157773553515884,1.7833687252707393,2.2640202709895045
7.12423558897243,0.2240289580024707,1.1288689255103903,1.8046578534091267,2.2915176213809234
7.174335839598997,0.22662949551522069,1.1421175862566268,1.8262157675976431,2.319379774289646
7.224436090225563,0.22926024789133825,1.1555253473645257,1.8480463993547076,2.3476127316220765
7.274536340852129,0.2319215671648449,1.1690942487739127,1.870153757331422,2.3762226374479365
7.324636591478695,0.23461380950573157,1.1828263611971321,1.8925419295015755,2.405215782888341
7.3747368421052615,0.2373373352697497,1.1967237867430456,1.9152150854348533,2.43459861122259
7.424837092731829,0.24009250904886953,1.210788659558706,1.938177478657125,2.46437772322542
7.474937343358395,0.24287969972236617,1.2250231464893597,1.961433449101837,2.49455988274729
7.525037593984961,0.24569928050858303,1.2394294477574288,1.9849874256567803,2.5251520225510093
7.575137844611527,0.24855162901736033,1.254009797661174,2.00884392881071,2.5561612504189006
7.625238095238094,0.25143712730314927,1.2687664652937687,2.0330075734045865,2.5875948555456167
7.6753383458646605,0.25435616191881416,1.2837017552835124,2.0574830714924173,2.619460315232691
7.725438596491227,0.25730912397014405,1.2988180085560082,2.0822752353169935,2.6517653019019995
7.775538847117793,0.26029640917107244,1.314117603119087,2.1073889804060935,2.6845176904464116
7.82563909774436,0.2633184178996274,1.3296029548713721,2.132829328795047,2.717725565937203
7.875739348370926,0.2663755552546153,1.3452765184353335,2.1586014123818975,2.751397231709054
7.925839598997492,0.26946823111305673,1.3611407880158128,2.1847104764217433,2.785541217844962
7.9759398496240586,0.27259686018837764,1.3771982982849544,2.2111618831672257,2.8201662900848765
8.026040100250626,0.27576186208938486,1.3934516252945857,2.2379611156625474,2.855281459183599
8.076140350877191,0.27896366138000606,1.4099033874170952,2.265113781698828,2.8908959907452276
8.126240601503758,0.28220268763984924,1.4265562463159296,2.2926256179390703,2.9270194155634286
8.176340852130325,0.2854793755255627,1.443412907946854,2.3205024942215227,2.963661540498908
8.22644110275689,0.2887941648330173,1.4604761235912216,2.348750418050713,3.000832459927729
8.276541353383458,0.2921475005603338,1.4777486909224835,2.3773755392860427,3.0385425677966458
8.326641604010023,0.29553983297175423,1.4952334551073019,2.4063841550384075,3.076802570324246
8.37674185463659,0.2989716176623825,1.512933309942623,2.4357827147859745,3.1156234993896974
8.426842105263157,0.3024433156238083,1.530851199030205,2.4655778257209175,3.155016726654007
8.476942355889722,0.30595539331061705,1.5489901169900766,2.4957762583396983,3.1949939784621684
8.52704260651629,0.30950832270782264,1.5673531107145688,2.5263849522902433,3.235567351578398
8.577142857142857,0.31310258139921393,1.585943280664544,2.5574110224902413,3.276749329810644
8.627243107769422,0.31673865263664924,1.6047637822096148,2.588861765531723,3.31855280158514
8.677343358395989,0.3204170254103066,1.6238178270141579,2.6207446663880334,3.3609910785366264
8.727443609022554,0.32413819451990966,1.6431086844710538,2.653067405440424,3.4040779151851135
8.777543859649121,0.3279026606469435,1.6626396831851828,2.685837865842615,3.4478275297760947
8.827644110275688,0.33171093042788063,1.6824142125087644,2.719064141242886,3.4922546263672984
8.877744360902254,0.3355635165284313,1.7024357241307897,2.7527545438846595,3.537374418252259
8.92784461152882,0.33946093771884067,1.722707733722872,2.7869176131078928,3.5832026528185867
8.977944862155386,0.3434037189502493,1.743233822643924,2.82156212427519,3.6297556379472984
9.028045112781953,0.34739239143213196,1.7640176397063057,2.856697098148244,3.6770502700689334
9.07814536340852,0.35142749271084905,1.7850629030060654,2.8923318107419416,3.7251040640023354
9.128245614035086,0.3555095667493042,1.8063734018201594,2.9284758036855156,3.7739351847133493
9.178345864661653,0.35963916400776164,1.8279529985736378,2.9651388951222097,3.8235624811431808
9.22844611528822,0.363816841525817,1.8498056308798865,3.002331191181166,3.8740055222698433
9.278546365914785,0.36804316300555334,1.8719353136572903,3.0400630980578356,3.9252846355815123
9.328646616541352,0.37231869889591074,1.8943461413257532,3.078345334741842,3.977420948157465
9.378746867167918,0.3766440264782827,1.9170422900867357,3.1171889464341227,4.030436430570986
9.428847117794485,0.38101972995336353,1.9400280202906826,3.156605318698513,4.084353943849591
9.478947368421052,0.3854464005292826,1.9633076788958916,3.196606192396194,4.139197289751021
9.529047619047617,0.3899246365110264,1.9868857020230977,3.2372036794554067,4.19499126463939
9.579147869674184,0.3944550433912012,2.0107666176102983,3.278410279532795,4.251761717274656
9.62924812030075,0.3990382339421401,2.034955048172572,3.3202388976273047,4.309535610860854
9.679348370927316,0.4036748283093963,2.0594557136719214,3.362702862712475,4.3683410897347015
9.729448621553884,0.4083654541066317,2.084273434502441,3.4058159474582794,4.428207551116518
9.779548872180449,0.4131107465119566,2.1094131345964118,3.4495923891195464,4.489165722391015
9.829649122807016,0.41791134836571936,2.1348798446572532,3.494046911674462,4.55124774443656
9.879749373433583,0.42276791026978755,2.1606787055255663,3.539194749303598,4.614487261579184
9.929849624060148,0.42768109068836846,2.1868149716849157,3.5850516713077596,4.6789195188127195
9.979949874686715,0.4326515560503619,2.21329401491433,3.631634008571343,4.744581467000054
10.03005012531328,0.43767998085331405,2.2401213280949412,3.6789586816872917,4.811511876853879
10.080150375939848,0.44276704776898274,2.2673025291786004,3.7270432308700014,4.879751462590215
10.130250626566415,0.4479134477505581,2.294843365326801,3.77590584779389,4.949343016255677
10.18035087719298,0.45311988014156895,2.322749717228698,3.8255654095078677,5.020331553852503
10.230451127819547,0.4583870527865086,2.3510276036075988,3.876041514589787,5.092764474525994
10.280551378446114,0.4637156821432259,2.37968318592581,3.9273545217202788,5.166691734239865
10.33065162907268,0.4691064933971063,2.408722773298374,3.979525590872346,5.242166035550021
10.380751879699247,0.47456022057709,2.4381528276268942,4.03257672733199,5.3192430353001
10.430852130325812,0.48007760667357335,2.46797996896529,4.086530828785985,5.397981572307499
10.48095238095238,0.48565940375820593,2.4982109811301347,4.141411735736321,5.478443917392922
10.531052631578946,0.4913063731056739,2.528852817568996,4.197244285526721,5.560696048435907
10.581152882205512,0.49701928531745576,2.5599126075010843,4.254054370295701,5.644807953522326
10.631253132832079,0.5027989204476488,2.591397662345422,4.311868999202933,5.730853965697121
10.681353383458644,0.5086460681308668,2.6233154824527465,4.370716365312027,5.818913133359106
10.731453634085211,0.5145615277122948,2.6556737641584736,4.43062591755348,5.909069630949471
10.781553884711778,0.5205461083799187,2.6884804071751294,4.491628438237199,6.00141321530942
10.831654135338344,0.5266006292989996,2.7217435223439477,4.5537561266353785,6.096039733938251
10.88175438596491,0.5327259197488353,2.7554714397666973,4.6170426892145695,6.193051692398316
10.931854636591478,0.5389228192618656,2.7896727173401588,4.68152343716093,6.292558889321629
10.981954887218043,0.5451921777651743,2.8243561497173237,4.747235391916899,6.394679128917645
11.03205513784461,0.5515348557244455,2.8595307777210275,4.814217399531252,6.499539022615347
11.082155388471175,0.5579517242904333,2.8952058982375375,4.882510254719765,6.607274893562297
11.132255639097743,0.5644436654480043,2.9313910746196266,4.952156835642176,6.7180338002332896
11.18235588972431,0.5710115721678102,2.968096147630737,5.023202250524669,6.83197469847856
11.232456140350875,0.5776563485606616,3.005331246964244,5.095693997398589,6.949269765103422
11.282556390977442,0.5843789100346701,3.0431068033741933,5.169682138387804,7.070105910693601
11.332656641604007,0.591180183455206,3.0814335614567394,5.245219490163155,7.194686515111979
11.382756892230574,0.5980611073077795,3.120322593124414,5.322361832396535,7.323233426189716
11.432857142857141,0.6050226318638751,3.159785311818481,5.40116813629384,7.455989271008106
11.482957393483707,0.6120657193498501,3.199833487508302,5.481700815572178,7.593220140334004
11.533057644110274,0.6191913441189466,3.2404792625302687,5.564026002578024,7.735218720918899
11.583157894736841,0.6264004928265122,3.2817351683230696,5.6482138526287855,7.882307968426766
11.633258145363406,0.6336941646085075,3.3236141431206305,5.734338880110645,8.034845436977031
11.683358395989973,0.6410733712633843,3.36612955066892,5.822480330392173,8.193228411399476
11.733458646616539,0.6485391374374188,3.4092952000382173,5.912722592231927,8.35790002768777
11.783558897243106,0.656092500813596,3.4531253666084605,6.005155656087313,8.529356619153713
11.833659147869673,0.6637345123041332,3.4976348143115987,6.09987562459316,8.708156595166743
11.883759398496238,0.6714662362467393,3.5428388192220557,6.196985282500853,8.894931252924682
11.933859649122805,0.6792887506047184,3.588753194594247,6.296594734585898,9.090398050351652
11.983959899749372,0.6872031471710017,3.635394317454516,6.398822121486742,9.295377044601391
12.034060150375938,0.6952105317762327,3.6827791568644024,6.5037944251842745,9.510811447741512
12.084160401002505,0.7033120245010016,3.730925303982457,6.6116483779369295,9.737793602592191
12.13426065162907,0.7115087598923587,3.779851004063257,6.7225314910357525,9.977598189691474
12.184360902255637,0.7198018871847001,3.8295751905449285,6.836603222845835,10.231725224129134
12.234461152882204,0.7281925705251674,3.8801175213904244,6.954036309393015,10.501956523872293
12.28456140350877,0.736681989203679,3.931498417863262,7.075018285416197,10.790431055138157
12.334661654135337,0.7452713378877258,3.983739105935528,7.199753229566025,11.099747273413016
12.384761904761902,0.7539618268620564,4.036861660544991,7.328463774590858,11.433104968981109
12.434862155388469,0.7627546822734043,4.090889052939293,7.461393432305555,11.794506458202934
12.484962406015036,0.7716511463803877,4.145845201368606,7.598809294409161,12.189049658812888
12.535062656641601,0.7806524778087391,4.201755025414464,7.741005184502139,12.623368513300042
12.585162907268169,0.7897599518120213,4.258644504271617,7.888305354888695,13.106319697909585
12.635263157894736,0.7989748605379727,4.316540739332499,8.041068845209518,13.650101938255004
12.685363408521301,0.808298513300666,4.3754720214604435,8.199694650381355,14.27218274619757
12.735463659147868,0.8177322368586437,4.4354679033788935,8.364627885143106,14.998851220040084
12.785563909774433,0.8272773756992029,4.496559277649903,8.536367185115658,15.872384670541368
12.835664160401,0.8369352923290196,4.558778460767102,8.715473654486107,16.967395523272927
12.885764411027568,0.8467073675712968,4.622159283946837,8.902581765136466,18.43550736909726
12.935864661654133,0.856595000869643,4.686737191267217,9.09841274131752,20.670460244172887
12.9859649122807,0.8665996105988663,4.7525493458794745,9.30379114269773,25.525833010439097
13.036065162907265,0.8767226343829199,4.819634745100871,9.519665609147154,nan
13.086165413533832,0.8869655294202029,4.888034345294565,9.7471350871194,nan
13.1362656641604,0.8973297728164369,4.957791197551299,9.98748237322938,nan
13.186365914786965,0.907816861925377,5.0289505953129865,10.242217570359571,nan
13.236466165413532,0.9184283146975901,5.101560235220831,10.513135193435513,nan
13.286566416040099,0.9291656700375328,5.175670392634445,10.802390416646555,nan
13.336666666666664,0.9400304881692381,5.2513341134565215,11.11260271815677,nan
