freq_GHz,S21_db_engineered,k_star_engineered_rad
13.514,-9.95185945483e-12,0.000545089702195
13.516,-9.72042086286e-12,0.000546422016121
13.518,-9.48898227088e-12,0.000547754330048
13.52,-9.25754367891e-12,0.000549086643975
13.522,-9.02610508694e-12,0.000550418957902
13.524,-8.79466649496e-12,0.000551751271829
13.526,-8.56322790299e-12,0.000553083585755
13.528,-8.33178931102e-12,0.000554415899682
13.53,-8.10035071905e-12,0.000555748213609
13.532,-7.86891212707e-12,0.000557080527536
13.534,-7.6374735351e-12,0.000558412841463
13.536,-7.40603494313e-12,0.000559745155389
13.538,-7.17459635116e-12,0.000561077469316
13.54,-6.94315775918e-12,0.000562409783243
13.542,-6.71171916721e-12,0.00056374209717
13.544,-6.48028057524e-12,0.000565074411097
13.546,-6.24884198326e-12,0.000566406725023
13.548,-6.01740339129e-12,0.00056773903895
13.55,-5.78596479932e-12,0.000569071352877
13.552,-5.55452620735e-12,0.000570403666804
13.554,-5.32308761537e-12,0.000571735980731
13.556,-5.0916490234e-12,0.000573068294658
13.558,-4.86021043143e-12,0.000574400608584
13.56,-4.62877183945e-12,0.000575732922511
13.562,-4.39733324748e-12,0.000577065236438
13.564,-4.16589465551e-12,0.000578397550365
13.566,-3.93445606354e-12,0.000579729864292
13.568,-3.70301747156e-12,0.000581062178218
13.57,-3.47157887959e-12,0.000582394492145
13.572,-3.24014028762e-12,0.000583726806072
13.574,-3.00870169564e-12,0.000585059119999
13.576,-2.77726310367e-12,0.000586391433926
13.578,-2.5458245117e-12,0.000587723747852
13.58,-2.31438591973e-12,0.000589056061779
13.582,-2.08294732775e-12,0.000590388375706
13.584,-1.85150873578e-12,0.000591720689633
13.586,-1.62007014381e-12,0.00059305300356
13.588,-1.38863155184e-12,0.000594385317486
13.59,-1.15719295986e-12,0.000595717631413
13.592,-9.2575436789e-13,0.00059704994534
13.594,-6.94315775917e-13,0.000598382259267
13.596,-4.62877183944e-13,0.000599714573194
13.598,-2.31438591971e-13,0.00060104688712
13.6,-0,0.000602379201047
13.602,-0,0.00060358982747
13.604,-0,0.000604800453893
13.606,-0,0.000606011080316
13.608,-0,0.000607221706739
13.61,-0,0.000608432333162
13.612,-0,0.000609642959585
13.614,-0,0.000610853586008
13.616,-0,0.000612064212431
13.618,-0,0.000613274838854
13.62,-0,0.000614485465277
13.622,-0,0.0006156960917
13.624,-0,0.000616906718123
13.626,-0,0.000618117344546
13.628,-0,0.000619327970969
13.63,-0,0.000620538597392
13.632,-0,0.000621749223815
13.634,-0,0.000622959850238
13.636,-0,0.000624170476661
13.638,-0,0.000625381103084
13.64,-0,0.000626591729507
13.642,-0,0.00062780235593
13.644,-0,0.000629012982353
13.646,-0,0.000630223608776
13.648,-0,0.000631434235199
13.65,-0,0.000632644861622
13.652,-0,0.000633855488045
13.654,-0,0.000635066114468
13.656,-0,0.000636276740891
13.658,-0,0.000637487367314
13.66,-0,0.000638697993737
13.662,-0,0.00063990862016
13.664,-0,0.000641119246583
13.666,-0,0.000642329873006
13.668,-0,0.000643540499429
13.67,-0,0.000644751125852
13.672,-0,0.000645961752275
13.674,-0,0.000647172378698
13.676,-0,0.000648383005121
13.678,-0,0.000649593631544
13.68,-0,0.000650804257967
13.682,-0,0.00065201488439
13.684,-0,0.000653225510813
13.686,-0,0.000654436137236
13.688,-0,0.000655646763659
13.69,-0,0.000656857390082
13.692,-0,0.000658068016505
13.694,-0,0.000659278642928
13.696,-0,0.000660489269351
13.698,-0,0.000661699895774
13.7,-0,0.000662910522197
13.702,-0,0.000664025221418
13.704,-0,0.000665139920639
13.706,-0,0.00066625461986
13.708,-0,0.000667369319081
13.71,-0,0.000668484018302
13.712,-0,0.000669598717524
13.714,-0,0.000670713416745
13.716,-0,0.000671828115966
13.718,-0,0.000672942815187
13.72,-0,0.000674057514408
13.722,-0,0.000675172213629
13.724,-0,0.00067628691285
13.726,-0,0.000677401612071
13.728,-0,0.000678516311292
13.73,-0,0.000679631010513
13.732,-0,0.000680745709734
13.734,-0,0.000681860408955
13.736,-0,0.000682975108176
13.738,-0,0.000684089807397
13.74,-0,0.000685204506618
13.742,-0,0.000686319205839
13.744,-0,0.00068743390506
13.746,-0,0.000688548604281
13.748,-0,0.000689663303502
13.75,-0,0.000690778002723
13.752,-0,0.000691892701944
13.754,-0,0.000693007401165
13.756,-0,0.000694122100386
13.758,-0,0.000695236799607
13.76,-0,0.000696351498828
13.762,-0,0.000697466198049
13.764,-0,0.000698580897271
13.766,-0,0.000699695596492
13.768,-0,0.000700810295713
13.77,-0,0.000701924994934
13.772,-0,0.000703039694155
13.774,-0,0.000704154393376
13.776,-0,0.000705269092597
13.778,-0,0.000706383791818
13.78,-0,0.000707498491039
13.782,-0,0.00070861319026
13.784,-0,0.000709727889481
13.786,-0,0.000710842588702
13.788,-0,0.000711957287923
13.79,-0,0.000713071987144
13.792,-0,0.000714186686365
13.794,-0,0.000715301385586
13.796,-0,0.000716416084807
13.798,-0,0.000717530784028
13.8,-2.46670515451e-25,0.000718645483249
13.802,-4.62877183948e-14,0.000719683455404
13.804,-9.25754367894e-14,0.000720721427558
13.806,-1.38863155184e-13,0.000721759399713
13.808,-1.85150873578e-13,0.000722797371867
13.81,-2.31438591973e-13,0.000723835344022
13.812,-2.77726310368e-13,0.000724873316177
13.814,-3.24014028762e-13,0.000725911288331
13.816,-3.70301747157e-13,0.000726949260486
13.818,-4.16589465551e-13,0.00072798723264
13.82,-4.62877183946e-13,0.000729025204795
13.822,-5.0916490234e-13,0.000730063176949
13.824,-5.55452620735e-13,0.000731101149104
13.826,-6.01740339129e-13,0.000732139121258
13.828,-6.48028057524e-13,0.000733177093413
13.83,-6.94315775919e-13,0.000734215065568
13.832,-7.40603494313e-13,0.000735253037722
13.834,-7.86891212708e-13,0.000736291009877
13.836,-8.33178931102e-13,0.000737328982031
13.838,-8.79466649497e-13,0.000738366954186
13.84,-9.25754367891e-13,0.00073940492634
13.842,-9.72042086286e-13,0.000740442898495
13.844,-1.01832980468e-12,0.00074148087065
13.846,-1.06461752308e-12,0.000742518842804
13.848,-1.11090524147e-12,0.000743556814959
13.85,-1.15719295986e-12,0.000744594787113
13.852,-1.20348067826e-12,0.000745632759268
13.854,-1.24976839665e-12,0.000746670731422
13.856,-1.29605611505e-12,0.000747708703577
13.858,-1.34234383344e-12,0.000748746675731
13.86,-1.38863155184e-12,0.000749784647886
13.862,-1.43491927023e-12,0.000750822620041
13.864,-1.48120698863e-12,0.000751860592195
13.866,-1.52749470702e-12,0.00075289856435
13.868,-1.57378242542e-12,0.000753936536504
13.87,-1.62007014381e-12,0.000754974508659
13.872,-1.6663578622e-12,0.000756012480813
13.874,-1.7126455806e-12,0.000757050452968
13.876,-1.75893329899e-12,0.000758088425123
13.878,-1.80522101739e-12,0.000759126397277
13.88,-1.85150873578e-12,0.000760164369432
13.882,-1.89779645418e-12,0.000761202341586
13.884,-1.94408417257e-12,0.000762240313741
13.886,-1.99037189097e-12,0.000763278285895
13.888,-2.03665960936e-12,0.00076431625805
13.89,-2.08294732776e-12,0.000765354230204
13.892,-2.12923504615e-12,0.000766392202359
13.894,-2.17552276454e-12,0.000767430174514
13.896,-2.22181048294e-12,0.000768468146668
13.898,-2.26809820133e-12,0.000769506118823
13.9,-2.31438591973e-12,0.000770544090977
13.902,-2.26809820133e-12,0.000771519951187
13.904,-2.22181048294e-12,0.000772495811397
13.906,-2.17552276454e-12,0.000773471671607
13.908,-2.12923504615e-12,0.000774447531817
13.91,-2.08294732775e-12,0.000775423392027
13.912,-2.03665960936e-12,0.000776399252237
13.914,-1.99037189097e-12,0.000777375112447
13.916,-1.94408417257e-12,0.000778350972657
13.918,-1.89779645418e-12,0.000779326832867
13.92,-1.85150873578e-12,0.000780302693077
13.922,-1.80522101739e-12,0.000781278553287
13.924,-1.75893329899e-12,0.000782254413497
13.926,-1.7126455806e-12,0.000783230273707
13.928,-1.6663578622e-12,0.000784206133917
13.93,-1.62007014381e-12,0.000785181994127
13.932,-1.57378242541e-12,0.000786157854337
13.934,-1.52749470702e-12,0.000787133714547
13.936,-1.48120698863e-12,0.000788109574757
13.938,-1.43491927023e-12,0.000789085434967
13.94,-1.38863155184e-12,0.000790061295177
13.942,-1.34234383344e-12,0.000791037155386
13.944,-1.29605611505e-12,0.000792013015596
13.946,-1.24976839665e-12,0.000792988875806
13.948,-1.20348067826e-12,0.000793964736016
13.95,-1.15719295986e-12,0.000794940596226
13.952,-1.11090524147e-12,0.000795916456436
13.954,-1.06461752307e-12,0.000796892316646
13.956,-1.01832980468e-12,0.000797868176856
13.958,-9.72042086285e-13,0.000798844037066
13.96,-9.25754367891e-13,0.000799819897276
13.962,-8.79466649496e-13,0.000800795757486
13.964,-8.33178931102e-13,0.000801771617696
13.966,-7.86891212707e-13,0.000802747477906
13.968,-7.40603494313e-13,0.000803723338116
13.97,-6.94315775918e-13,0.000804699198326
13.972,-6.48028057524e-13,0.000805675058536
13.974,-6.01740339129e-13,0.000806650918746
13.976,-5.55452620734e-13,0.000807626778956
13.978,-5.0916490234e-13,0.000808602639166
13.98,-4.62877183945e-13,0.000809578499376
13.982,-4.16589465551e-13,0.000810554359586
13.984,-3.70301747156e-13,0.000811530219796
13.986,-3.24014028762e-13,0.000812506080006
13.988,-2.77726310367e-13,0.000813481940216
13.99,-2.31438591973e-13,0.000814457800426
13.992,-1.85150873578e-13,0.000815433660636
13.994,-1.38863155183e-13,0.000816409520846
13.996,-9.25754367889e-14,0.000817385381055
13.998,-4.62877183943e-14,0.000818361241265
14,-0,0.000819337101475
14.002,-0,0.000820241295131
14.004,-0,0.000821145488787
14.006,-0,0.000822049682443
14.008,-0,0.000822953876099
14.01,-0,0.000823858069755
14.012,-0,0.00082476226341
14.014,-0,0.000825666457066
14.016,-0,0.000826570650722
14.018,-0,0.000827474844378
14.02,-0,0.000828379038034
14.022,-0,0.000829283231689
14.024,-0,0.000830187425345
14.026,-0,0.000831091619001
14.028,-0,0.000831995812657
14.03,-0,0.000832900006313
14.032,-0,0.000833804199969
14.034,-0,0.000834708393624
14.036,-0,0.00083561258728
14.038,-0,0.000836516780936
14.04,-0,0.000837420974592
14.042,-0,0.000838325168248
14.044,-0,0.000839229361903
14.046,-0,0.000840133555559
14.048,-0,0.000841037749215
14.05,-0,0.000841941942871
14.052,-0,0.000842846136527
14.054,-0,0.000843750330183
14.056,-0,0.000844654523838
14.058,-0,0.000845558717494
14.06,-0,0.00084646291115
14.062,-0,0.000847367104806
14.064,-0,0.000848271298462
14.066,-0,0.000849175492117
14.068,-0,0.000850079685773
14.07,-0,0.000850983879429
14.072,-0,0.000851888073085
14.074,-0,0.000852792266741
14.076,-0,0.000853696460397
14.078,-0,0.000854600654052
14.08,-0,0.000855504847708
14.082,-0,0.000856409041364
14.084,-0,0.00085731323502
14.086,-0,0.000858217428676
14.088,-0,0.000859121622332
14.09,-0,0.000860025815987
14.092,-0,0.000860930009643
14.094,-0,0.000861834203299
14.096,-0,0.000862738396955
14.098,-0,0.000863642590611
14.1,-0,0.000864546784266
14.102,-0,0.000865450977922
14.104,-0,0.000866355171578
14.106,-0,0.000867259365234
14.108,-0,0.00086816355889
14.11,-0,0.000869067752546
14.112,-0,0.000869971946201
14.114,-0,0.000870876139857
14.116,-0,0.000871780333513
14.118,-0,0.000872684527169
14.12,-0,0.000873588720825
14.122,-0,0.00087449291448
14.124,-0,0.000875397108136
14.126,-0,0.000876301301792
14.128,-0,0.000877205495448
14.13,-0,0.000878109689104
14.132,-0,0.00087901388276
14.134,-0,0.000879918076415
14.136,-0,0.000880822270071
14.138,-0,0.000881726463727
14.14,-0,0.000882630657383
14.142,-0,0.000883534851039
14.144,-0,0.000884439044694
14.146,-0,0.00088534323835
14.148,-0,0.000886247432006
14.15,-0,0.000887151625662
14.152,-0,0.000888055819318
14.154,-0,0.000888960012974
14.156,-0,0.000889864206629
14.158,-0,0.000890768400285
14.16,-0,0.000891672593941
14.162,-0,0.000892576787597
14.164,-0,0.000893480981253
14.166,-0,0.000894385174909
14.168,-0,0.000895289368564
14.17,-0,0.00089619356222
14.172,-0,0.000897097755876
14.174,-0,0.000898001949532
14.176,-0,0.000898906143188
14.178,-0,0.000899810336843
14.18,-0,0.000900714530499
14.182,-0,0.000901618724155
14.184,-0,0.000902522917811
14.186,-0,0.000903427111467
14.188,-0,0.000904331305123
14.19,-0,0.000905235498778
14.192,-0,0.000906139692434
14.194,-0,0.00090704388609
14.196,-0,0.000907948079746
14.198,-0,0.000908852273402
14.2,-0,0.000909756467057
14.202,-0,0.000910590737006
14.204,-0,0.000911425006954
14.206,-0,0.000912259276902
14.208,-0,0.00091309354685
14.21,-0,0.000913927816798
14.212,-0,0.000914762086746
14.214,-0,0.000915596356694
14.216,-0,0.000916430626642
14.218,-0,0.000917264896591
14.22,-0,0.000918099166539
14.222,-0,0.000918933436487
14.224,-0,0.000919767706435
14.226,-0,0.000920601976383
14.228,-0,0.000921436246331
14.23,-0,0.000922270516279
14.232,-0,0.000923104786227
14.234,-0,0.000923939056175
14.236,-0,0.000924773326124
14.238,-0,0.000925607596072
14.24,-0,0.00092644186602
14.242,-0,0.000927276135968
14.244,-0,0.000928110405916
14.246,-0,0.000928944675864
14.248,-0,0.000929778945812
14.25,-0,0.00093061321576
14.252,-0,0.000931447485709
14.254,-0,0.000932281755657
14.256,-0,0.000933116025605
14.258,-0,0.000933950295553
14.26,-0,0.000934784565501
14.262,-0,0.000935618835449
14.264,-0,0.000936453105397
14.266,-0,0.000937287375345
14.268,-0,0.000938121645293
14.27,-0,0.000938955915242
14.272,-0,0.00093979018519
14.274,-0,0.000940624455138
14.276,-0,0.000941458725086
14.278,-0,0.000942292995034
14.28,-0,0.000943127264982
14.282,-0,0.00094396153493
14.284,-0,0.000944795804878
14.286,-0,0.000945630074827
14.288,-0,0.000946464344775
14.29,-0,0.000947298614723
14.292,-0,0.000948132884671
14.294,-0,0.000948967154619
14.296,-0,0.000949801424567
14.298,-0,0.000950635694515
14.3,-0,0.000951469964463
14.302,-0,0.000952304234411
14.304,-0,0.00095313850436
14.306,-0,0.000953972774308
14.308,-0,0.000954807044256
14.31,-0,0.000955641314204
14.312,-0,0.000956475584152
14.314,-0,0.0009573098541
14.316,-0,0.000958144124048
14.318,-0,0.000958978393996
14.32,-0,0.000959812663945
14.322,-0,0.000960646933893
14.324,-0,0.000961481203841
14.326,-0,0.000962315473789
14.328,-0,0.000963149743737
14.33,-0,0.000963984013685
14.332,-0,0.000964818283633
14.334,-0,0.000965652553581
14.336,-0,0.000966486823529
14.338,-0,0.000967321093478
14.34,-0,0.000968155363426
14.342,-0,0.000968989633374
14.344,-0,0.000969823903322
14.346,-0,0.00097065817327
14.348,-0,0.000971492443218
14.35,-0,0.000972326713166
14.352,-0,0.000973160983114
14.354,-0,0.000973995253063
14.356,-0,0.000974829523011
14.358,-0,0.000975663792959
14.36,-0,0.000976498062907
14.362,-0,0.000977332332855
14.364,-0,0.000978166602803
14.366,-0,0.000979000872751
14.368,-0,0.000979835142699
14.37,-0,0.000980669412647
14.372,-0,0.000981503682596
14.374,-0,0.000982337952544
14.376,-0,0.000983172222492
14.378,-0,0.00098400649244
14.38,-0,0.000984840762388
14.382,-0,0.000985675032336
14.384,-0,0.000986509302284
14.386,-0,0.000987343572232
14.388,-0,0.00098817784218
14.39,-0,0.000989012112129
14.392,-0,0.000989846382077
14.394,-0,0.000990680652025
14.396,-0,0.000991514921973
14.398,-0,0.000992349191921
14.4,-1.43891134013e-25,0.000993183461869
14.402,-2.31438591974e-14,0.000993969293873
14.404,-4.62877183947e-14,0.000994755125877
14.406,-6.9431577592e-14,0.000995540957881
14.408,-9.25754367892e-14,0.000996326789885
14.41,-1.15719295987e-13,0.000997112621889
14.412,-1.38863155184e-13,0.000997898453893
14.414,-1.62007014381e-13,0.000998684285897
14.416,-1.85150873578e-13,0.000999470117901
14.418,-2.08294732776e-13,0.0010002559499
14.42,-2.31438591973e-13,0.00100104178191
14.422,-2.5458245117e-13,0.00100182761391
14.424,-2.77726310367e-13,0.00100261344592
14.426,-3.00870169565e-13,0.00100339927792
14.428,-3.24014028762e-13,0.00100418510992
14.43,-3.47157887959e-13,0.00100497094193
14.432,-3.70301747157e-13,0.00100575677393
14.434,-3.93445606354e-13,0.00100654260594
14.436,-4.16589465551e-13,0.00100732843794
14.438,-4.39733324748e-13,0.00100811426994
14.44,-4.62877183946e-13,0.00100890010195
14.442,-4.86021043143e-13,0.00100968593395
14.444,-5.0916490234e-13,0.00101047176596
14.446,-5.32308761538e-13,0.00101125759796
14.448,-5.55452620735e-13,0.00101204342996
14.45,-5.78596479932e-13,0.00101282926197
14.452,-6.01740339129e-13,0.00101361509397
14.454,-6.24884198327e-13,0.00101440092598
14.456,-6.48028057524e-13,0.00101518675798
14.458,-6.71171916721e-13,0.00101597258998
14.46,-6.94315775918e-13,0.00101675842199
14.462,-7.17459635116e-13,0.00101754425399
14.464,-7.40603494313e-13,0.001018330086
14.466,-7.6374735351e-13,0.001019115918
14.468,-7.86891212708e-13,0.00101990175
14.47,-8.10035071905e-13,0.00102068758201
14.472,-8.33178931102e-13,0.00102147341401
14.474,-8.56322790299e-13,0.00102225924602
14.476,-8.79466649497e-13,0.00102304507802
14.478,-9.02610508694e-13,0.00102383091002
14.48,-9.25754367891e-13,0.00102461674203
14.482,-9.48898227089e-13,0.00102540257403
14.484,-9.72042086286e-13,0.00102618840603
14.486,-9.95185945483e-13,0.00102697423804
14.488,-1.01832980468e-12,0.00102776007004
14.49,-1.04147366388e-12,0.00102854590205
14.492,-1.06461752307e-12,0.00102933173405
14.494,-1.08776138227e-12,0.00103011756605
14.496,-1.11090524147e-12,0.00103090339806
14.498,-1.13404910067e-12,0.00103168923006
14.5,-1.15719295986e-12,0.00103247506207
14.502,-1.18033681906e-12,0.00103326089407
14.504,-1.20348067826e-12,0.00103404672607
14.506,-1.22662453746e-12,0.00103483255808
14.508,-1.24976839665e-12,0.00103561839008
14.51,-1.27291225585e-12,0.00103640422209
14.512,-1.29605611505e-12,0.00103719005409
14.514,-1.31919997425e-12,0.00103797588609
14.516,-1.34234383344e-12,0.0010387617181
14.518,-1.36548769264e-12,0.0010395475501
14.52,-1.38863155184e-12,0.00104033338211
14.522,-1.41177541103e-12,0.00104111921411
14.524,-1.43491927023e-12,0.00104190504611
14.526,-1.45806312943e-12,0.00104269087812
14.528,-1.48120698863e-12,0.00104347671012
14.53,-1.50435084782e-12,0.00104426254213
14.532,-1.52749470702e-12,0.00104504837413
14.534,-1.55063856622e-12,0.00104583420613
14.536,-1.57378242542e-12,0.00104662003814
14.538,-1.59692628461e-12,0.00104740587014
14.54,-1.62007014381e-12,0.00104819170215
14.542,-1.64321400301e-12,0.00104897753415
14.544,-1.6663578622e-12,0.00104976336615
14.546,-1.6895017214e-12,0.00105054919816
14.548,-1.7126455806e-12,0.00105133503016
14.55,-1.7357894398e-12,0.00105212086217
14.552,-1.75893329899e-12,0.00105290669417
14.554,-1.78207715819e-12,0.00105369252617
14.556,-1.80522101739e-12,0.00105447835818
14.558,-1.82836487659e-12,0.00105526419018
14.56,-1.85150873578e-12,0.00105605002218
14.562,-1.87465259498e-12,0.00105683585419
14.564,-1.89779645418e-12,0.00105762168619
14.566,-1.92094031337e-12,0.0010584075182
14.568,-1.94408417257e-12,0.0010591933502
14.57,-1.96722803177e-12,0.0010599791822
14.572,-1.99037189097e-12,0.00106076501421
14.574,-2.01351575016e-12,0.00106155084621
14.576,-2.03665960936e-12,0.00106233667822
14.578,-2.05980346856e-12,0.00106312251022
14.58,-2.08294732776e-12,0.00106390834222
14.582,-2.10609118695e-12,0.00106469417423
14.584,-2.12923504615e-12,0.00106548000623
14.586,-2.15237890535e-12,0.00106626583824
14.588,-2.17552276454e-12,0.00106705167024
14.59,-2.19866662374e-12,0.00106783750224
14.592,-2.22181048294e-12,0.00106862333425
14.594,-2.24495434214e-12,0.00106940916625
14.596,-2.26809820133e-12,0.00107019499826
14.598,-2.29124206053e-12,0.00107098083026
14.6,-2.31438591973e-12,0.00107176666226
14.602,-2.33752977893e-12,0.00107251880906
14.604,-2.36067363812e-12,0.00107327095585
14.606,-2.38381749732e-12,0.00107402310265
14.608,-2.40696135652e-12,0.00107477524944
14.61,-2.43010521571e-12,0.00107552739624
14.612,-2.45324907491e-12,0.00107627954303
14.614,-2.47639293411e-12,0.00107703168982
14.616,-2.49953679331e-12,0.00107778383662
14.618,-2.5226806525e-12,0.00107853598341
14.62,-2.5458245117e-12,0.00107928813021
14.622,-2.5689683709e-12,0.001080040277
14.624,-2.5921122301e-12,0.0010807924238
14.626,-2.61525608929e-12,0.00108154457059
14.628,-2.63839994849e-12,0.00108229671739
14.63,-2.66154380769e-12,0.00108304886418
14.632,-2.68468766688e-12,0.00108380101097
14.634,-2.70783152608e-12,0.00108455315777
14.636,-2.73097538528e-12,0.00108530530456
14.638,-2.75411924448e-12,0.00108605745136
14.64,-2.77726310367e-12,0.00108680959815
14.642,-2.80040696287e-12,0.00108756174495
14.644,-2.82355082207e-12,0.00108831389174
14.646,-2.84669468127e-12,0.00108906603853
14.648,-2.86983854046e-12,0.00108981818533
14.65,-2.89298239966e-12,0.00109057033212
14.652,-2.91612625886e-12,0.00109132247892
14.654,-2.93927011805e-12,0.00109207462571
14.656,-2.96241397725e-12,0.00109282677251
14.658,-2.98555783645e-12,0.0010935789193
14.66,-3.00870169565e-12,0.0010943310661
14.662,-3.03184555484e-12,0.00109508321289
14.664,-3.05498941404e-12,0.00109583535968
14.666,-3.07813327324e-12,0.00109658750648
14.668,-3.10127713244e-12,0.00109733965327
14.67,-3.12442099163e-12,0.00109809180007
14.672,-3.14756485083e-12,0.00109884394686
14.674,-3.17070871003e-12,0.00109959609366
14.676,-3.19385256922e-12,0.00110034824045
14.678,-3.21699642842e-12,0.00110110038725
14.68,-3.24014028762e-12,0.00110185253404
14.682,-3.26328414682e-12,0.00110260468083
14.684,-3.28642800601e-12,0.00110335682763
14.686,-3.30957186521e-12,0.00110410897442
14.688,-3.33271572441e-12,0.00110486112122
14.69,-3.35585958361e-12,0.00110561326801
14.692,-3.3790034428e-12,0.00110636541481
14.694,-3.402147302e-12,0.0011071175616
14.696,-3.4252911612e-12,0.00110786970839
14.698,-3.44843502039e-12,0.00110862185519
14.7,-3.47157887959e-12,0.00110937400198
14.702,-3.49472273879e-12,0.00111012614878
14.704,-3.51786659799e-12,0.00111087829557
14.706,-3.54101045718e-12,0.00111163044237
14.708,-3.56415431638e-12,0.00111238258916
14.71,-3.58729817558e-12,0.00111313473596
14.712,-3.61044203478e-12,0.00111388688275
14.714,-3.63358589397e-12,0.00111463902954
14.716,-3.65672975317e-12,0.00111539117634
14.718,-3.67987361237e-12,0.00111614332313
14.72,-3.70301747156e-12,0.00111689546993
14.722,-3.72616133076e-12,0.00111764761672
14.724,-3.74930518996e-12,0.00111839976352
14.726,-3.77244904916e-12,0.00111915191031
14.728,-3.79559290835e-12,0.0011199040571
14.73,-3.81873676755e-12,0.0011206562039
14.732,-3.84188062675e-12,0.00112140835069
14.734,-3.86502448595e-12,0.00112216049749
14.736,-3.88816834514e-12,0.00112291264428
14.738,-3.91131220434e-12,0.00112366479108
14.74,-3.93445606354e-12,0.00112441693787
14.742,-3.95759992273e-12,0.00112516908467
14.744,-3.98074378193e-12,0.00112592123146
14.746,-4.00388764113e-12,0.00112667337825
14.748,-4.02703150033e-12,0.00112742552505
14.75,-4.05017535952e-12,0.00112817767184
14.752,-4.07331921872e-12,0.00112892981864
14.754,-4.09646307792e-12,0.00112968196543
14.756,-4.11960693712e-12,0.00113043411223
14.758,-4.14275079631e-12,0.00113118625902
14.76,-4.16589465551e-12,0.00113193840582
14.762,-4.18903851471e-12,0.00113269055261
14.764,-4.2121823739e-12,0.0011334426994
14.766,-4.2353262331e-12,0.0011341948462
14.768,-4.2584700923e-12,0.00113494699299
14.77,-4.2816139515e-12,0.00113569913979
14.772,-4.30475781069e-12,0.00113645128658
14.774,-4.32790166989e-12,0.00113720343338
14.776,-4.35104552909e-12,0.00113795558017
14.778,-4.37418938829e-12,0.00113870772696
14.78,-4.39733324748e-12,0.00113945987376
14.782,-4.42047710668e-12,0.00114021202055
14.784,-4.44362096588e-12,0.00114096416735
14.786,-4.46676482507e-12,0.00114171631414
14.788,-4.48990868427e-12,0.00114246846094
14.79,-4.51305254347e-12,0.00114322060773
14.792,-4.53619640267e-12,0.00114397275453
14.794,-4.55934026186e-12,0.00114472490132
14.796,-4.58248412106e-12,0.00114547704811
14.798,-4.60562798026e-12,0.00114622919491
14.8,-4.62877183946e-12,0.0011469813417
14.802,-4.60562798026e-12,0.00114771032667
14.804,-4.58248412106e-12,0.00114843931165
14.806,-4.55934026186e-12,0.00114916829662
14.808,-4.53619640267e-12,0.00114989728159
14.81,-4.51305254347e-12,0.00115062626656
14.812,-4.48990868427e-12,0.00115135525153
14.814,-4.46676482507e-12,0.00115208423651
14.816,-4.44362096588e-12,0.00115281322148
14.818,-4.42047710668e-12,0.00115354220645
14.82,-4.39733324748e-12,0.00115427119142
14.822,-4.37418938829e-12,0.00115500017639
14.824,-4.35104552909e-12,0.00115572916136
14.826,-4.32790166989e-12,0.00115645814634
14.828,-4.30475781069e-12,0.00115718713131
14.83,-4.2816139515e-12,0.00115791611628
14.832,-4.2584700923e-12,0.00115864510125
14.834,-4.2353262331e-12,0.00115937408622
14.836,-4.2121823739e-12,0.0011601030712
14.838,-4.18903851471e-12,0.00116083205617
14.84,-4.16589465551e-12,0.00116156104114
14.842,-4.14275079631e-12,0.00116229002611
14.844,-4.11960693712e-12,0.00116301901108
14.846,-4.09646307792e-12,0.00116374799605
14.848,-4.07331921872e-12,0.00116447698103
14.85,-4.05017535952e-12,0.001165205966
14.852,-4.02703150033e-12,0.00116593495097
14.854,-4.00388764113e-12,0.00116666393594
14.856,-3.98074378193e-12,0.00116739292091
14.858,-3.95759992273e-12,0.00116812190588
14.86,-3.93445606354e-12,0.00116885089086
14.862,-3.91131220434e-12,0.00116957987583
14.864,-3.88816834514e-12,0.0011703088608
14.866,-3.86502448595e-12,0.00117103784577
14.868,-3.84188062675e-12,0.00117176683074
14.87,-3.81873676755e-12,0.00117249581572
14.872,-3.79559290835e-12,0.00117322480069
14.874,-3.77244904916e-12,0.00117395378566
14.876,-3.74930518996e-12,0.00117468277063
14.878,-3.72616133076e-12,0.0011754117556
14.88,-3.70301747156e-12,0.00117614074057
14.882,-3.67987361237e-12,0.00117686972555
14.884,-3.65672975317e-12,0.00117759871052
14.886,-3.63358589397e-12,0.00117832769549
14.888,-3.61044203478e-12,0.00117905668046
14.89,-3.58729817558e-12,0.00117978566543
14.892,-3.56415431638e-12,0.00118051465041
14.894,-3.54101045718e-12,0.00118124363538
14.896,-3.51786659799e-12,0.00118197262035
14.898,-3.49472273879e-12,0.00118270160532
14.9,-3.47157887959e-12,0.00118343059029
14.902,-3.44843502039e-12,0.00118415957526
14.904,-3.4252911612e-12,0.00118488856024
14.906,-3.402147302e-12,0.00118561754521
14.908,-3.3790034428e-12,0.00118634653018
14.91,-3.35585958361e-12,0.00118707551515
14.912,-3.33271572441e-12,0.00118780450012
14.914,-3.30957186521e-12,0.0011885334851
14.916,-3.28642800601e-12,0.00118926247007
14.918,-3.26328414682e-12,0.00118999145504
14.92,-3.24014028762e-12,0.00119072044001
14.922,-3.21699642842e-12,0.00119144942498
14.924,-3.19385256922e-12,0.00119217840995
14.926,-3.17070871003e-12,0.00119290739493
14.928,-3.14756485083e-12,0.0011936363799
14.93,-3.12442099163e-12,0.00119436536487
14.932,-3.10127713244e-12,0.00119509434984
14.934,-3.07813327324e-12,0.00119582333481
14.936,-3.05498941404e-12,0.00119655231978
