freq_GHz,S21_db_engineered,k_star_engineered_rad
4.524,-5.55452620735e-13,0.000164197981383
4.526,-6.01740339129e-13,0.000164341332421
4.528,-6.48028057524e-13,0.000164484683459
4.53,-6.94315775918e-13,0.000164628034497
4.532,-7.40603494313e-13,0.000164771385535
4.534,-7.86891212708e-13,0.000164914736573
4.536,-8.33178931102e-13,0.000165058087611
4.538,-8.79466649497e-13,0.000165201438649
4.54,-9.25754367891e-13,0.000165344789687
4.542,-9.72042086286e-13,0.000165488140725
4.544,-1.01832980468e-12,0.000165631491763
4.546,-1.06461752307e-12,0.0001657748428
4.548,-1.11090524147e-12,0.000165918193838
4.55,-1.15719295986e-12,0.000166061544876
4.552,-1.20348067826e-12,0.000166204895914
4.554,-1.24976839665e-12,0.000166348246952
4.556,-1.29605611505e-12,0.00016649159799
4.558,-1.34234383344e-12,0.000166634949028
4.56,-1.38863155184e-12,0.000166778300066
4.562,-1.43491927023e-12,0.000166921651104
4.564,-1.48120698863e-12,0.000167065002142
4.566,-1.52749470702e-12,0.00016720835318
4.568,-1.57378242542e-12,0.000167351704218
4.57,-1.62007014381e-12,0.000167495055256
4.572,-1.6663578622e-12,0.000167638406294
4.574,-1.7126455806e-12,0.000167781757332
4.576,-1.75893329899e-12,0.00016792510837
4.578,-1.80522101739e-12,0.000168068459408
4.58,-1.85150873578e-12,0.000168211810446
4.582,-1.89779645418e-12,0.000168355161484
4.584,-1.94408417257e-12,0.000168498512522
4.586,-1.99037189097e-12,0.00016864186356
4.588,-2.03665960936e-12,0.000168785214598
4.59,-2.08294732776e-12,0.000168928565636
4.592,-2.12923504615e-12,0.000169071916674
4.594,-2.17552276454e-12,0.000169215267712
4.596,-2.22181048294e-12,0.00016935861875
4.598,-2.26809820133e-12,0.000169501969788
4.6,-2.31438591973e-12,0.000169645320826
4.602,-2.26809820133e-12,0.000169791007086
4.604,-2.22181048294e-12,0.000169936693346
4.606,-2.17552276454e-12,0.000170082379606
4.608,-2.12923504615e-12,0.000170228065866
4.61,-2.08294732776e-12,0.000170373752125
4.612,-2.03665960936e-12,0.000170519438385
4.614,-1.99037189097e-12,0.000170665124645
4.616,-1.94408417257e-12,0.000170810810905
4.618,-1.89779645418e-12,0.000170956497165
4.62,-1.85150873578e-12,0.000171102183425
4.622,-1.80522101739e-12,0.000171247869685
4.624,-1.75893329899e-12,0.000171393555945
4.626,-1.7126455806e-12,0.000171539242205
4.628,-1.6663578622e-12,0.000171684928465
4.63,-1.62007014381e-12,0.000171830614725
4.632,-1.57378242541e-12,0.000171976300985
4.634,-1.52749470702e-12,0.000172121987245
4.636,-1.48120698863e-12,0.000172267673505
4.638,-1.43491927023e-12,0.000172413359765
4.64,-1.38863155184e-12,0.000172559046025
4.642,-1.34234383344e-12,0.000172704732285
4.644,-1.29605611505e-12,0.000172850418545
4.646,-1.24976839665e-12,0.000172996104805
4.648,-1.20348067826e-12,0.000173141791065
4.65,-1.15719295986e-12,0.000173287477325
4.652,-1.11090524147e-12,0.000173433163585
4.654,-1.06461752307e-12,0.000173578849845
4.656,-1.01832980468e-12,0.000173724536104
4.658,-9.72042086286e-13,0.000173870222364
4.66,-9.25754367891e-13,0.000174015908624
4.662,-8.79466649496e-13,0.000174161594884
4.664,-8.33178931102e-13,0.000174307281144
4.666,-7.86891212707e-13,0.000174452967404
4.668,-7.40603494313e-13,0.000174598653664
4.67,-6.94315775918e-13,0.000174744339924
4.672,-6.48028057524e-13,0.000174890026184
4.674,-6.01740339129e-13,0.000175035712444
4.676,-5.55452620735e-13,0.000175181398704
4.678,-5.0916490234e-13,0.000175327084964
4.68,-4.62877183945e-13,0.000175472771224
4.682,-4.16589465551e-13,0.000175618457484
4.684,-3.70301747156e-13,0.000175764143744
4.686,-3.24014028762e-13,0.000175909830004
4.688,-2.77726310367e-13,0.000176055516264
4.69,-2.31438591973e-13,0.000176201202524
4.692,-1.85150873578e-13,0.000176346888784
4.694,-1.38863155184e-13,0.000176492575044
4.696,-9.2575436789e-14,0.000176638261304
4.698,-4.62877183945e-14,0.000176783947564
4.7,-8.22235051504e-26,0.000176929633823
4.702,-4.62877183947e-14,0.000177077723302
4.704,-9.25754367892e-14,0.000177225812781
4.706,-1.38863155184e-13,0.00017737390226
4.708,-1.85150873578e-13,0.000177521991739
4.71,-2.31438591973e-13,0.000177670081217
4.712,-2.77726310367e-13,0.000177818170696
4.714,-3.24014028762e-13,0.000177966260175
4.716,-3.70301747157e-13,0.000178114349654
4.718,-4.16589465551e-13,0.000178262439132
4.72,-4.62877183946e-13,0.000178410528611
4.722,-5.0916490234e-13,0.00017855861809
4.724,-5.55452620735e-13,0.000178706707569
4.726,-6.01740339129e-13,0.000178854797048
4.728,-6.48028057524e-13,0.000179002886526
4.73,-6.94315775918e-13,0.000179150976005
4.732,-7.40603494313e-13,0.000179299065484
4.734,-7.86891212708e-13,0.000179447154963
4.736,-8.33178931102e-13,0.000179595244441
4.738,-8.79466649497e-13,0.00017974333392
4.74,-9.25754367891e-13,0.000179891423399
4.742,-9.72042086286e-13,0.000180039512878
4.744,-1.01832980468e-12,0.000180187602357
4.746,-1.06461752307e-12,0.000180335691835
4.748,-1.11090524147e-12,0.000180483781314
4.75,-1.15719295986e-12,0.000180631870793
4.752,-1.20348067826e-12,0.000180779960272
4.754,-1.24976839665e-12,0.00018092804975
4.756,-1.29605611505e-12,0.000181076139229
4.758,-1.34234383344e-12,0.000181224228708
4.76,-1.38863155184e-12,0.000181372318187
4.762,-1.43491927023e-12,0.000181520407666
4.764,-1.48120698863e-12,0.000181668497144
4.766,-1.52749470702e-12,0.000181816586623
4.768,-1.57378242542e-12,0.000181964676102
4.77,-1.62007014381e-12,0.000182112765581
4.772,-1.6663578622e-12,0.000182260855059
4.774,-1.7126455806e-12,0.000182408944538
4.776,-1.75893329899e-12,0.000182557034017
4.778,-1.80522101739e-12,0.000182705123496
4.78,-1.85150873578e-12,0.000182853212975
4.782,-1.89779645418e-12,0.000183001302453
4.784,-1.94408417257e-12,0.000183149391932
4.786,-1.99037189097e-12,0.000183297481411
4.788,-2.03665960936e-12,0.00018344557089
4.79,-2.08294732776e-12,0.000183593660368
4.792,-2.12923504615e-12,0.000183741749847
4.794,-2.17552276454e-12,0.000183889839326
4.796,-2.22181048294e-12,0.000184037928805
4.798,-2.26809820133e-12,0.000184186018284
4.8,-2.31438591973e-12,0.000184334107762
4.802,-2.31438591973e-12,0.000184484669896
4.804,-2.31438591973e-12,0.000184635232029
4.806,-2.31438591973e-12,0.000184785794162
4.808,-2.31438591973e-12,0.000184936356296
4.81,-2.31438591973e-12,0.000185086918429
4.812,-2.31438591973e-12,0.000185237480563
4.814,-2.31438591973e-12,0.000185388042696
4.816,-2.31438591973e-12,0.000185538604829
4.818,-2.31438591973e-12,0.000185689166963
4.82,-2.31438591973e-12,0.000185839729096
4.822,-2.31438591973e-12,0.000185990291229
4.824,-2.31438591973e-12,0.000186140853363
4.826,-2.31438591973e-12,0.000186291415496
4.828,-2.31438591973e-12,0.000186441977629
4.83,-2.31438591973e-12,0.000186592539763
4.832,-2.31438591973e-12,0.000186743101896
4.834,-2.31438591973e-12,0.00018689366403
4.836,-2.31438591973e-12,0.000187044226163
4.838,-2.31438591973e-12,0.000187194788296
4.84,-2.31438591973e-12,0.00018734535043
4.842,-2.31438591973e-12,0.000187495912563
4.844,-2.31438591973e-12,0.000187646474696
4.846,-2.31438591973e-12,0.00018779703683
4.848,-2.31438591973e-12,0.000187947598963
4.85,-2.31438591973e-12,0.000188098161096
4.852,-2.31438591973e-12,0.00018824872323
4.854,-2.31438591973e-12,0.000188399285363
4.856,-2.31438591973e-12,0.000188549847497
4.858,-2.31438591973e-12,0.00018870040963
4.86,-2.31438591973e-12,0.000188850971763
4.862,-2.31438591973e-12,0.000189001533897
4.864,-2.31438591973e-12,0.00018915209603
4.866,-2.31438591973e-12,0.000189302658163
4.868,-2.31438591973e-12,0.000189453220297
4.87,-2.31438591973e-12,0.00018960378243
4.872,-2.31438591973e-12,0.000189754344564
4.874,-2.31438591973e-12,0.000189904906697
4.876,-2.31438591973e-12,0.00019005546883
4.878,-2.31438591973e-12,0.000190206030964
4.88,-2.31438591973e-12,0.000190356593097
4.882,-2.31438591973e-12,0.00019050715523
4.884,-2.31438591973e-12,0.000190657717364
4.886,-2.31438591973e-12,0.000190808279497
4.888,-2.31438591973e-12,0.00019095884163
4.89,-2.31438591973e-12,0.000191109403764
4.892,-2.31438591973e-12,0.000191259965897
4.894,-2.31438591973e-12,0.000191410528031
4.896,-2.31438591973e-12,0.000191561090164
4.898,-2.31438591973e-12,0.000191711652297
4.9,-2.31438591973e-12,0.000191862214431
4.902,-2.26809820133e-12,0.00019201532129
4.904,-2.22181048294e-12,0.000192168428149
4.906,-2.17552276454e-12,0.000192321535009
4.908,-2.12923504615e-12,0.000192474641868
4.91,-2.08294732776e-12,0.000192627748727
4.912,-2.03665960936e-12,0.000192780855587
4.914,-1.99037189097e-12,0.000192933962446
4.916,-1.94408417257e-12,0.000193087069305
4.918,-1.89779645418e-12,0.000193240176165
4.92,-1.85150873578e-12,0.000193393283024
4.922,-1.80522101739e-12,0.000193546389883
4.924,-1.75893329899e-12,0.000193699496743
4.926,-1.7126455806e-12,0.000193852603602
4.928,-1.6663578622e-12,0.000194005710461
4.93,-1.62007014381e-12,0.000194158817321
4.932,-1.57378242541e-12,0.00019431192418
4.934,-1.52749470702e-12,0.00019446503104
4.936,-1.48120698863e-12,0.000194618137899
4.938,-1.43491927023e-12,0.000194771244758
4.94,-1.38863155184e-12,0.000194924351618
4.942,-1.34234383344e-12,0.000195077458477
4.944,-1.29605611505e-12,0.000195230565336
4.946,-1.24976839665e-12,0.000195383672196
4.948,-1.20348067826e-12,0.000195536779055
4.95,-1.15719295986e-12,0.000195689885914
4.952,-1.11090524147e-12,0.000195842992774
4.954,-1.06461752307e-12,0.000195996099633
4.956,-1.01832980468e-12,0.000196149206492
4.958,-9.72042086286e-13,0.000196302313352
4.96,-9.25754367891e-13,0.000196455420211
4.962,-8.79466649497e-13,0.00019660852707
4.964,-8.33178931102e-13,0.00019676163393
4.966,-7.86891212707e-13,0.000196914740789
4.968,-7.40603494313e-13,0.000197067847648
4.97,-6.94315775918e-13,0.000197220954508
4.972,-6.48028057524e-13,0.000197374061367
4.974,-6.01740339129e-13,0.000197527168226
4.976,-5.55452620735e-13,0.000197680275086
4.978,-5.0916490234e-13,0.000197833381945
4.98,-4.62877183945e-13,0.000197986488804
4.982,-4.16589465551e-13,0.000198139595664
4.984,-3.70301747156e-13,0.000198292702523
4.986,-3.24014028762e-13,0.000198445809383
4.988,-2.77726310367e-13,0.000198598916242
4.99,-2.31438591973e-13,0.000198752023101
4.992,-1.85150873578e-13,0.000198905129961
4.994,-1.38863155184e-13,0.00019905823682
4.996,-9.2575436789e-14,0.000199211343679
4.998,-4.62877183945e-14,0.000199364450539
5,-1.02779381438e-25,0.000199517557398
5.002,-4.62877183947e-14,0.000199673282458
5.004,-9.25754367892e-14,0.000199829007517
5.006,-1.38863155184e-13,0.000199984732577
5.008,-1.85150873578e-13,0.000200140457637
5.01,-2.31438591973e-13,0.000200296182696
5.012,-2.77726310367e-13,0.000200451907756
5.014,-3.24014028762e-13,0.000200607632816
5.016,-3.70301747157e-13,0.000200763357875
5.018,-4.16589465551e-13,0.000200919082935
5.02,-4.62877183946e-13,0.000201074807995
5.022,-5.0916490234e-13,0.000201230533054
5.024,-5.55452620735e-13,0.000201386258114
5.026,-6.01740339129e-13,0.000201541983174
5.028,-6.48028057524e-13,0.000201697708234
5.03,-6.94315775918e-13,0.000201853433293
5.032,-7.40603494313e-13,0.000202009158353
5.034,-7.86891212708e-13,0.000202164883413
5.036,-8.33178931102e-13,0.000202320608472
5.038,-8.79466649497e-13,0.000202476333532
5.04,-9.25754367891e-13,0.000202632058592
5.042,-9.72042086286e-13,0.000202787783651
5.044,-1.01832980468e-12,0.000202943508711
5.046,-1.06461752307e-12,0.000203099233771
5.048,-1.11090524147e-12,0.00020325495883
5.05,-1.15719295986e-12,0.00020341068389
5.052,-1.20348067826e-12,0.00020356640895
5.054,-1.24976839665e-12,0.000203722134009
5.056,-1.29605611505e-12,0.000203877859069
5.058,-1.34234383344e-12,0.000204033584129
5.06,-1.38863155184e-12,0.000204189309188
5.062,-1.43491927023e-12,0.000204345034248
5.064,-1.48120698863e-12,0.000204500759308
5.066,-1.52749470702e-12,0.000204656484368
5.068,-1.57378242542e-12,0.000204812209427
5.07,-1.62007014381e-12,0.000204967934487
5.072,-1.6663578622e-12,0.000205123659547
5.074,-1.7126455806e-12,0.000205279384606
5.076,-1.75893329899e-12,0.000205435109666
5.078,-1.80522101739e-12,0.000205590834726
5.08,-1.85150873578e-12,0.000205746559785
5.082,-1.89779645418e-12,0.000205902284845
5.084,-1.94408417257e-12,0.000206058009905
5.086,-1.99037189097e-12,0.000206213734964
5.088,-2.03665960936e-12,0.000206369460024
5.09,-2.08294732776e-12,0.000206525185084
5.092,-2.12923504615e-12,0.000206680910143
5.094,-2.17552276454e-12,0.000206836635203
5.096,-2.22181048294e-12,0.000206992360263
5.098,-2.26809820133e-12,0.000207148085322
5.1,-2.31438591973e-12,0.000207303810382
5.102,-2.26809820133e-12,0.000207462229742
5.104,-2.22181048294e-12,0.000207620649101
5.106,-2.17552276454e-12,0.000207779068461
5.108,-2.12923504615e-12,0.00020793748782
5.11,-2.08294732775e-12,0.00020809590718
5.112,-2.03665960936e-12,0.000208254326539
5.114,-1.99037189097e-12,0.000208412745898
5.116,-1.94408417257e-12,0.000208571165258
5.118,-1.89779645418e-12,0.000208729584617
5.12,-1.85150873578e-12,0.000208888003977
5.122,-1.80522101739e-12,0.000209046423336
5.124,-1.75893329899e-12,0.000209204842696
5.126,-1.7126455806e-12,0.000209363262055
5.128,-1.6663578622e-12,0.000209521681415
5.13,-1.62007014381e-12,0.000209680100774
5.132,-1.57378242541e-12,0.000209838520134
5.134,-1.52749470702e-12,0.000209996939493
5.136,-1.48120698863e-12,0.000210155358853
5.138,-1.43491927023e-12,0.000210313778212
5.14,-1.38863155184e-12,0.000210472197572
5.142,-1.34234383344e-12,0.000210630616931
5.144,-1.29605611505e-12,0.000210789036291
5.146,-1.24976839665e-12,0.00021094745565
5.148,-1.20348067826e-12,0.00021110587501
5.15,-1.15719295986e-12,0.000211264294369
5.152,-1.11090524147e-12,0.000211422713729
5.154,-1.06461752307e-12,0.000211581133088
5.156,-1.01832980468e-12,0.000211739552447
5.158,-9.72042086286e-13,0.000211897971807
5.16,-9.25754367891e-13,0.000212056391166
5.162,-8.79466649496e-13,0.000212214810526
5.164,-8.33178931102e-13,0.000212373229885
5.166,-7.86891212707e-13,0.000212531649245
5.168,-7.40603494313e-13,0.000212690068604
5.17,-6.94315775918e-13,0.000212848487964
5.172,-6.48028057524e-13,0.000213006907323
5.174,-6.01740339129e-13,0.000213165326683
5.176,-5.55452620735e-13,0.000213323746042
5.178,-5.0916490234e-13,0.000213482165402
5.18,-4.62877183945e-13,0.000213640584761
5.182,-4.16589465551e-13,0.000213799004121
5.184,-3.70301747156e-13,0.00021395742348
5.186,-3.24014028762e-13,0.00021411584284
5.188,-2.77726310367e-13,0.000214274262199
5.19,-2.31438591973e-13,0.000214432681559
5.192,-1.85150873578e-13,0.000214591100918
5.194,-1.38863155184e-13,0.000214749520278
5.196,-9.2575436789e-14,0.000214907939637
5.198,-4.62877183944e-14,0.000215066358997
5.2,-0,0.000215224778356
5.202,-0,0.000215385969324
5.204,-0,0.000215547160291
5.206,-0,0.000215708351259
5.208,-0,0.000215869542226
5.21,-0,0.000216030733194
5.212,-0,0.000216191924162
5.214,-0,0.000216353115129
5.216,-0,0.000216514306097
5.218,-0,0.000216675497065
5.22,-0,0.000216836688032
5.222,-0,0.000216997879
5.224,-0,0.000217159069967
5.226,-0,0.000217320260935
5.228,-0,0.000217481451903
5.23,-0,0.00021764264287
5.232,-0,0.000217803833838
5.234,-0,0.000217965024805
5.236,-0,0.000218126215773
5.238,-0,0.000218287406741
5.24,-0,0.000218448597708
5.242,-0,0.000218609788676
5.244,-0,0.000218770979644
5.246,-0,0.000218932170611
5.248,-0,0.000219093361579
5.25,-0,0.000219254552546
5.252,-0,0.000219415743514
5.254,-0,0.000219576934482
5.256,-0,0.000219738125449
5.258,-0,0.000219899316417
5.26,-0,0.000220060507384
5.262,-0,0.000220221698352
5.264,-0,0.00022038288932
5.266,-0,0.000220544080287
5.268,-0,0.000220705271255
5.27,-0,0.000220866462223
5.272,-0,0.00022102765319
5.274,-0,0.000221188844158
5.276,-0,0.000221350035125
5.278,-0,0.000221511226093
5.28,-0,0.000221672417061
5.282,-0,0.000221833608028
5.284,-0,0.000221994798996
5.286,-0,0.000222155989963
5.288,-0,0.000222317180931
5.29,-0,0.000222478371899
5.292,-0,0.000222639562866
5.294,-0,0.000222800753834
5.296,-0,0.000222961944802
5.298,-0,0.000223123135769
5.3,-2.46670515451e-25,0.000223284326737
5.302,-9.25754367894e-14,0.000223448369166
5.304,-1.85150873578e-13,0.000223612411595
5.306,-2.77726310368e-13,0.000223776454024
5.308,-3.70301747157e-13,0.000223940496453
5.31,-4.62877183946e-13,0.000224104538882
5.312,-5.55452620735e-13,0.000224268581311
5.314,-6.48028057524e-13,0.00022443262374
5.316,-7.40603494313e-13,0.000224596666169
5.318,-8.33178931102e-13,0.000224760708598
5.32,-9.25754367891e-13,0.000224924751027
5.322,-1.01832980468e-12,0.000225088793456
5.324,-1.11090524147e-12,0.000225252835885
5.326,-1.20348067826e-12,0.000225416878314
5.328,-1.29605611505e-12,0.000225580920743
5.33,-1.38863155184e-12,0.000225744963172
5.332,-1.48120698863e-12,0.000225909005601
5.334,-1.57378242542e-12,0.00022607304803
5.336,-1.6663578622e-12,0.000226237090459
5.338,-1.75893329899e-12,0.000226401132888
5.34,-1.85150873578e-12,0.000226565175317
5.342,-1.94408417257e-12,0.000226729217746
5.344,-2.03665960936e-12,0.000226893260175
5.346,-2.12923504615e-12,0.000227057302604
5.348,-2.22181048294e-12,0.000227221345033
5.35,-2.31438591973e-12,0.000227385387462
5.352,-2.40696135652e-12,0.000227549429891
5.354,-2.49953679331e-12,0.00022771347232
5.356,-2.5921122301e-12,0.000227877514749
5.358,-2.68468766688e-12,0.000228041557178
5.36,-2.77726310367e-12,0.000228205599607
5.362,-2.86983854046e-12,0.000228369642036
5.364,-2.96241397725e-12,0.000228533684465
5.366,-3.05498941404e-12,0.000228697726894
5.368,-3.14756485083e-12,0.000228861769323
5.37,-3.24014028762e-12,0.000229025811752
5.372,-3.33271572441e-12,0.000229189854181
5.374,-3.4252911612e-12,0.00022935389661
5.376,-3.51786659799e-12,0.000229517939039
5.378,-3.61044203478e-12,0.000229681981468
5.38,-3.70301747156e-12,0.000229846023897
5.382,-3.79559290835e-12,0.000230010066326
5.384,-3.88816834514e-12,0.000230174108755
5.386,-3.98074378193e-12,0.000230338151184
5.388,-4.07331921872e-12,0.000230502193613
5.39,-4.16589465551e-12,0.000230666236042
5.392,-4.2584700923e-12,0.000230830278471
5.394,-4.35104552909e-12,0.0002309943209
5.396,-4.44362096588e-12,0.000231158363329
5.398,-4.53619640267e-12,0.000231322405758
5.4,-4.62877183946e-12,0.000231486448187
5.402,-4.53619640267e-12,0.000231653425785
5.404,-4.44362096588e-12,0.000231820403383
5.406,-4.35104552909e-12,0.000231987380981
5.408,-4.2584700923e-12,0.000232154358579
5.41,-4.16589465551e-12,0.000232321336176
5.412,-4.07331921872e-12,0.000232488313774
5.414,-3.98074378193e-12,0.000232655291372
5.416,-3.88816834514e-12,0.00023282226897
5.418,-3.79559290835e-12,0.000232989246568
5.42,-3.70301747156e-12,0.000233156224165
5.422,-3.61044203478e-12,0.000233323201763
5.424,-3.51786659799e-12,0.000233490179361
5.426,-3.4252911612e-12,0.000233657156959
5.428,-3.33271572441e-12,0.000233824134557
5.43,-3.24014028762e-12,0.000233991112155
5.432,-3.14756485083e-12,0.000234158089752
5.434,-3.05498941404e-12,0.00023432506735
5.436,-2.96241397725e-12,0.000234492044948
5.438,-2.86983854046e-12,0.000234659022546
5.44,-2.77726310367e-12,0.000234826000144
5.442,-2.68468766688e-12,0.000234992977741
5.444,-2.59211223009e-12,0.000235159955339
5.446,-2.49953679331e-12,0.000235326932937
5.448,-2.40696135652e-12,0.000235493910535
5.45,-2.31438591973e-12,0.000235660888133
5.452,-2.22181048294e-12,0.000235827865731
5.454,-2.12923504615e-12,0.000235994843328
5.456,-2.03665960936e-12,0.000236161820926
5.458,-1.94408417257e-12,0.000236328798524
5.46,-1.85150873578e-12,0.000236495776122
5.462,-1.75893329899e-12,0.00023666275372
5.464,-1.6663578622e-12,0.000236829731317
5.466,-1.57378242541e-12,0.000236996708915
5.468,-1.48120698863e-12,0.000237163686513
5.47,-1.38863155184e-12,0.000237330664111
5.472,-1.29605611505e-12,0.000237497641709
5.474,-1.20348067826e-12,0.000237664619307
5.476,-1.11090524147e-12,0.000237831596904
5.478,-1.01832980468e-12,0.000237998574502
5.48,-9.25754367891e-13,0.0002381655521
5.482,-8.33178931102e-13,0.000238332529698
5.484,-7.40603494313e-13,0.000238499507296
5.486,-6.48028057524e-13,0.000238666484893
5.488,-5.55452620734e-13,0.000238833462491
5.49,-4.62877183945e-13,0.000239000440089
5.492,-3.70301747156e-13,0.000239167417687
5.494,-2.77726310367e-13,0.000239334395285
5.496,-1.85150873578e-13,0.000239501372883
5.498,-9.25754367889e-14,0.00023966835048
5.5,-2.05558762876e-25,0.000239835328078
5.502,-9.25754367894e-14,0.000240005326087
5.504,-1.85150873578e-13,0.000240175324096
5.506,-2.77726310368e-13,0.000240345322105
5.508,-3.70301747157e-13,0.000240515320114
5.51,-4.62877183946e-13,0.000240685318123
5.512,-5.55452620735e-13,0.000240855316132
5.514,-6.48028057524e-13,0.000241025314141
5.516,-7.40603494313e-13,0.00024119531215
5.518,-8.33178931102e-13,0.000241365310159
5.52,-9.25754367891e-13,0.000241535308168
5.522,-1.01832980468e-12,0.000241705306177
5.524,-1.11090524147e-12,0.000241875304186
5.526,-1.20348067826e-12,0.000242045302195
5.528,-1.29605611505e-12,0.000242215300204
5.53,-1.38863155184e-12,0.000242385298213
5.532,-1.48120698863e-12,0.000242555296222
5.534,-1.57378242542e-12,0.000242725294231
5.536,-1.6663578622e-12,0.00024289529224
5.538,-1.75893329899e-12,0.000243065290249
5.54,-1.85150873578e-12,0.000243235288258
5.542,-1.94408417257e-12,0.000243405286267
5.544,-2.03665960936e-12,0.000243575284276
5.546,-2.12923504615e-12,0.000243745282285
5.548,-2.22181048294e-12,0.000243915280294
5.55,-2.31438591973e-12,0.000244085278303
5.552,-2.40696135652e-12,0.000244255276312
5.554,-2.49953679331e-12,0.000244425274321
5.556,-2.5921122301e-12,0.00024459527233
5.558,-2.68468766688e-12,0.000244765270339
5.56,-2.77726310367e-12,0.000244935268348
5.562,-2.86983854046e-12,0.000245105266357
5.564,-2.96241397725e-12,0.000245275264366
5.566,-3.05498941404e-12,0.000245445262375
5.568,-3.14756485083e-12,0.000245615260384
5.57,-3.24014028762e-12,0.000245785258393
5.572,-3.33271572441e-12,0.000245955256402
5.574,-3.4252911612e-12,0.000246125254411
5.576,-3.51786659799e-12,0.00024629525242
5.578,-3.61044203478e-12,0.000246465250429
5.58,-3.70301747156e-12,0.000246635248438
5.582,-3.79559290835e-12,0.000246805246447
5.584,-3.88816834514e-12,0.000246975244456
5.586,-3.98074378193e-12,0.000247145242465
5.588,-4.07331921872e-12,0.000247315240474
5.59,-4.16589465551e-12,0.000247485238483
5.592,-4.2584700923e-12,0.000247655236492
5.594,-4.35104552909e-12,0.000247825234501
5.596,-4.44362096588e-12,0.00024799523251
5.598,-4.53619640267e-12,0.000248165230519
5.6,-4.62877183946e-12,0.000248335228528
5.602,-4.53619640267e-12,0.000248508334449
5.604,-4.44362096588e-12,0.000248681440371
5.606,-4.35104552909e-12,0.000248854546292
5.608,-4.2584700923e-12,0.000249027652213
5.61,-4.16589465551e-12,0.000249200758134
5.612,-4.07331921872e-12,0.000249373864055
5.614,-3.98074378193e-12,0.000249546969976
5.616,-3.88816834514e-12,0.000249720075897
5.618,-3.79559290835e-12,0.000249893181818
5.62,-3.70301747156e-12,0.000250066287739
5.622,-3.61044203478e-12,0.000250239393661
5.624,-3.51786659799e-12,0.000250412499582
5.626,-3.4252911612e-12,0.000250585605503
5.628,-3.33271572441e-12,0.000250758711424
5.63,-3.24014028762e-12,0.000250931817345
5.632,-3.14756485083e-12,0.000251104923266
5.634,-3.05498941404e-12,0.000251278029187
5.636,-2.96241397725e-12,0.000251451135108
5.638,-2.86983854046e-12,0.000251624241029
5.64,-2.77726310367e-12,0.000251797346951
5.642,-2.68468766688e-12,0.000251970452872
5.644,-2.5921122301e-12,0.000252143558793
5.646,-2.49953679331e-12,0.000252316664714
5.648,-2.40696135652e-12,0.000252489770635
5.65,-2.31438591973e-12,0.000252662876556
5.652,-2.22181048294e-12,0.000252835982477
5.654,-2.12923504615e-12,0.000253009088398
5.656,-2.03665960936e-12,0.000253182194319
5.658,-1.94408417257e-12,0.00025335530024
5.66,-1.85150873578e-12,0.000253528406162
5.662,-1.75893329899e-12,0.000253701512083
5.664,-1.6663578622e-12,0.000253874618004
5.666,-1.57378242541e-12,0.000254047723925
5.668,-1.48120698863e-12,0.000254220829846
5.67,-1.38863155184e-12,0.000254393935767
5.672,-1.29605611505e-12,0.000254567041688
5.674,-1.20348067826e-12,0.000254740147609
5.676,-1.11090524147e-12,0.00025491325353
5.678,-1.01832980468e-12,0.000255086359452
5.68,-9.25754367891e-13,0.000255259465373
5.682,-8.33178931102e-13,0.000255432571294
5.684,-7.40603494313e-13,0.000255605677215
5.686,-6.48028057524e-13,0.000255778783136
5.688,-5.55452620734e-13,0.000255951889057
5.69,-4.62877183945e-13,0.000256124994978
5.692,-3.70301747156e-13,0.000256298100899
5.694,-2.77726310367e-13,0.00025647120682
5.696,-1.85150873578e-13,0.000256644312742
5.698,-9.25754367889e-14,0.000256817418663
5.7,-0,0.000256990524584
5.702,-0,0.000257166831537
5.704,-0,0.00025734313849
5.706,-0,0.000257519445444
5.708,-0,0.000257695752397
5.71,-0,0.00025787205935
5.712,-0,0.000258048366303
5.714,-0,0.000258224673257
5.716,-0,0.00025840098021
5.718,-0,0.000258577287163
5.72,-0,0.000258753594116
5.722,-0,0.00025892990107
5.724,-0,0.000259106208023
5.726,-0,0.000259282514976
5.728,-0,0.000259458821929
5.73,-0,0.000259635128883
5.732,-0,0.000259811435836
5.734,-0,0.000259987742789
5.736,-0,0.000260164049742
5.738,-0,0.000260340356696
5.74,-0,0.000260516663649
5.742,-0,0.000260692970602
5.744,-0,0.000260869277555
5.746,-0,0.000261045584509
5.748,-0,0.000261221891462
5.75,-0,0.000261398198415
5.752,-0,0.000261574505368
5.754,-0,0.000261750812322
5.756,-0,0.000261927119275
5.758,-0,0.000262103426228
5.76,-0,0.000262279733181
5.762,-0,0.000262456040135
5.764,-0,0.000262632347088
5.766,-0,0.000262808654041
5.768,-0,0.000262984960994
5.77,-0,0.000263161267948
5.772,-0,0.000263337574901
5.774,-0,0.000263513881854
5.776,-0,0.000263690188807
5.778,-0,0.000263866495761
5.78,-0,0.000264042802714
5.782,-0,0.000264219109667
5.784,-0,0.00026439541662
5.786,-0,0.000264571723574
5.788,-0,0.000264748030527
5.79,-0,0.00026492433748
5.792,-0,0.000265100644433
5.794,-0,0.000265276951387
5.796,-0,0.00026545325834
5.798,-0,0.000265629565293
5.8,-0,0.000265805872246
5.802,-0,0.000265985474354
5.804,-0,0.000266165076461
5.806,-0,0.000266344678568
5.808,-0,0.000266524280675
5.81,-0,0.000266703882782
