pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite
13.1,0.000375,0.00033,"[4.0, 8.0]",2.280428084483394,5.199999999999996,-1.8202178227697623,-1.2801609088533794,16.46455989795666,3.472253545249824,0.0,0.0,0.0,"[(4.0, 4.299999999999999), (4.799999999999997, 5.599999999999994), (7.299999999999988, 7.599999999999987)]",1.699999999999994,True
13.12,0.000375,0.00033,"[4.0, 8.0]",16.671565386666018,6.3999999999999915,6.340865250164277,3.950463985309438,18.490477260423408,6.312516612478713,0.14634146341463414,0.0,0.0,"[(6.199999999999992, 6.89999999999999)]",0.7999999999999972,True
13.14,0.000375,0.00033,"[4.0, 8.0]",6.8269275219302585,4.499999999999998,4.63013588222116,4.519397225919702,4.152972278137991,0.8053386763691925,0.0,0.0,0.0,"[(4.0, 7.399999999999988), (7.7999999999999865, 7.899999999999986)]",3.699999999999987,True
13.16,0.000375,0.00033,"[4.0, 8.0]",4.629768469668301,4.299999999999999,3.259735592534084,3.1200587898932293,3.332348090530722,0.715369945034131,0.0,0.0,0.0,"[(4.0, 7.899999999999986)]",3.999999999999986,True
13.1,0.000375,0.00033999999999999997,"[4.0, 8.0]",1.5114467711964368,6.299999999999992,-0.8289395018927105,0.36767312902026666,15.53515736470386,3.1924093049955915,0.0,0.0,0.0,"[(4.0, 4.6999999999999975), (4.9999999999999964, 7.099999999999989), (7.899999999999986, 7.999999999999986)]",3.1999999999999886,True
13.12,0.000375,0.00033999999999999997,"[4.0, 8.0]",2.692762664380062,6.499999999999991,-0.14063556703182006,0.35950075425967365,17.602987522606757,2.7130407543947355,0.0,0.0,0.0,"[(4.0, 4.499999999999998), (4.9999999999999964, 6.79999999999999), (7.399999999999988, 7.699999999999987)]",2.8999999999999897,True
13.14,0.000375,0.00033999999999999997,"[4.0, 8.0]",7.235091388936652,4.499999999999998,5.05611311897388,5.083202084573396,4.030575299142388,0.8449956301417414,0.0,0.0,0.0,"[(4.0, 7.399999999999988), (7.899999999999986, 7.899999999999986)]",3.599999999999987,True
13.16,0.000375,0.00033999999999999997,"[4.0, 8.0]",4.980688128914262,4.399999999999999,3.606779247556748,3.4969454990012325,3.542154332915724,0.7042645274371916,0.0,0.0,0.0,"[(4.0, 7.899999999999986)]",3.999999999999986,True
13.1,0.000375,0.00035,"[4.0, 8.0]",2.32298996811443,4.0,-2.1230326282360874,-0.5506964076931735,17.72480768064368,4.164667005659747,0.0,0.0,0.0,"[(4.0, 4.399999999999999), (5.499999999999995, 6.499999999999991), (7.399999999999988, 7.7999999999999865)]",2.0999999999999925,True
13.12,0.000375,0.00035,"[4.0, 8.0]",3.5342302664043617,6.499999999999991,-0.2945473863764036,1.0323396240800458,24.89182020884182,4.226890275283502,0.0,0.0,0.0,"[(4.0, 4.499999999999998), (5.299999999999995, 7.099999999999989), (7.999999999999986, 7.999999999999986)]",2.5999999999999908,True
