unloaded_cells_each_side,loaded_cells,supercells,pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite
13,3,1407,12.929999999999998,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",1.1239493007673962,5.5499999999999945,0.9155735256156377,1.0693742538020425,1.1239368019405531,0.330077115478701,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.939999999999998,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",1.1008381832777894,5.099999999999996,0.8818039648143501,0.922245567929854,1.034634855368996,0.23096714980447014,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.949999999999998,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",1.0789076533335393,4.799999999999997,0.7432536751704263,0.7310627472564173,0.784549676436501,0.21397648457523577,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.959999999999997,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",1.057249255482316,4.549999999999998,0.5407970536393659,0.49252254025434183,0.8763290680442344,0.29641184931025083,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.969999999999997,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",1.0337710642181435,4.299999999999999,0.3253124892508842,0.16459331036406571,1.0272306051246631,0.35245764261932994,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.979999999999997,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",1.007365072014378,4.05,0.2045543611409739,0.06994615992230513,1.00735067551552,0.30275129155868963,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.989999999999997,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",0.9239736481910675,4.0,0.2471864429962809,0.23137354681003333,0.9239542826227503,0.21161726673167944,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.999999999999996,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",0.6954467163452267,4.0,0.38899983465944254,0.4327671780021781,0.6949521489464677,0.22290394286862478,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.009999999999996,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",0.8615297443425929,6.499999999999991,0.562381265288879,0.6722662716536699,0.8615214690106201,0.2894925623648344,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.019999999999996,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",0.8879060738623356,5.799999999999994,0.6939785392254666,0.8665502002313131,0.8865663819542907,0.29035934537193847,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.029999999999996,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",0.8636968623592081,7.849999999999986,0.680385128247916,0.7189915526677358,0.8480334238950599,0.20008148085809144,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.039999999999996,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",0.8421731190974657,4.799999999999997,0.5399903021930424,0.5177028438604562,0.6413967791537016,0.18275345208002722,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.049999999999995,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",0.8199218159338274,4.499999999999998,0.3407389695545807,0.26457788333087184,0.7622196149309455,0.2595642404926722,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.059999999999995,0.00019999999999999998,0.00021999999999999998,"[4.0, 8.0]",0.7940339349428117,4.1499999999999995,0.17829352250614539,0.032180269518961455,0.7939762659637544,0.2617376402839533,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
