pump_GHz,Idc_A,Ip0_A,finite,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,peak_gain_db,peak_frequency_GHz
10.4,0.0003,0.00015,True,2.5663358898230366,2.944488542461689,4.933553728567841,1.2022311737192835,0.0,0.0,0.0,4.937221511740978,7.999999999999986
10.450000000000001,0.0003,0.00015,True,2.87804809417046,3.4779530943401022,3.6289071965529973,1.1438814869119787,0.0,0.0,0.0,3.6346634064096484,6.199999999999992
10.500000000000002,0.0003,0.00015,True,2.2632410253589765,2.2513804356965204,3.246672126204452,0.7457604154688084,0.0,0.0,0.0,3.4370894838624872,7.099999999999989
10.550000000000002,0.0003,0.00015,True,0.9670541531348573,0.3248565699486249,3.2294987958616574,1.1736973805304516,0.0,0.0,0.0,3.229500025150394,7.599999999999987
10.600000000000003,0.0003,0.00015,True,0.9937601428434021,0.9939615551629573,2.968659387648154,0.7011101986087448,0.0,0.0,0.0,2.968679454108992,7.999999999999986
10.650000000000004,0.0003,0.00015,True,1.7213278022071514,2.142235622914822,2.3467787610973283,0.7876971065643518,0.0,0.0,0.0,2.348187660403778,5.299999999999995
10.700000000000005,0.0003,0.00015,True,1.5884150272585296,1.6105030950729418,2.074655154624391,0.4598178659125928,0.0,0.0,0.0,2.1863329985578543,6.999999999999989
10.750000000000005,0.0003,0.00015,True,0.5549214382878218,0.16279624125659517,2.0134189301385383,0.7125883849841214,0.0,0.0,0.0,2.013420769971957,7.699999999999987
10.800000000000006,0.0003,0.00015,True,0.7687245002882385,0.8441987627534451,1.4890963245048174,0.4157256559123831,0.0,0.0,0.0,1.489404768864262,7.999999999999986
10.850000000000007,0.0003,0.00015,True,1.2367187198412277,1.3783964077234148,1.5342051697468246,0.42259672144423305,0.0,0.0,0.0,1.5373751905042914,4.199999999999999
10.900000000000007,0.0003,0.00015,True,0.42648087760578485,0.21457886047367386,1.3788561726084654,0.4779268428098468,0.0,0.0,0.0,1.3846156679283466,7.699999999999987
10.950000000000008,0.0003,0.00015,True,0.6488901179893956,0.7230850763686975,1.031016284946212,0.3408198253478089,0.0,0.0,0.0,1.0331961704087629,5.499999999999995
11.000000000000009,0.0003,0.00015,True,0.658934719117764,0.6179168740188785,0.7196430400352598,0.23654858448181773,0.0,0.0,0.0,1.0550870179473446,7.299999999999988
11.05000000000001,0.0003,0.00015,True,0.3708565043150807,0.401578899749963,0.6622922733911271,0.21678561099848373,0.0,0.0,0.0,0.6625146492088624,7.999999999999986
11.10000000000001,0.0003,0.00015,True,0.4117918598183248,0.39749837295195906,0.6317312671323276,0.21452207430618087,0.0,0.0,0.0,0.7811050138852981,7.499999999999988
11.150000000000011,0.0003,0.00015,True,0.5083642181817442,0.6281478673892782,0.677770244027067,0.22390948088178736,0.0,0.0,0.0,0.6780768974456624,5.199999999999996
11.200000000000012,0.0003,0.00015,True,0.23519072367380955,0.2480919255699534,0.41427821556636624,0.1418967568426143,0.0,0.0,0.0,0.41463933382111573,5.599999999999994
11.250000000000012,0.0003,0.00015,True,0.17188799676825475,0.1867873572475645,0.3103569263333437,0.10876209108507358,0.0,0.0,0.0,0.3112175891840901,5.599999999999994
11.300000000000013,0.0003,0.00015,True,0.2727117910328546,0.33281821215324725,0.36717034784282165,0.12119018685504944,0.0,0.0,0.0,0.3687292450519284,5.299999999999995
11.350000000000014,0.0003,0.00015,True,0.1081972083823145,0.11478079879206546,0.19905978480608535,0.06960749866496917,0.0,0.0,0.0,0.1991228715281238,5.699999999999994
10.4,0.0003,0.00019999999999999998,True,29.046517488579024,28.951508446700984,7.041785218175367,1.9431852892632415,1.0,1.0,1.0,32.8520839575655,7.999999999999986
10.450000000000001,0.0003,0.00019999999999999998,True,30.261413215589105,30.108294975415703,6.242528471120444,1.7704969450922843,1.0,1.0,1.0,33.6839483637763,7.999999999999986
10.500000000000002,0.0003,0.00019999999999999998,True,29.424525990611738,28.68783838753248,6.388777411996674,2.087571472634263,1.0,1.0,1.0,33.75507940751265,7.999999999999986
10.550000000000002,0.0003,0.00019999999999999998,True,22.85841957094133,21.335233287165597,13.108232347131121,4.136317434337524,1.0,1.0,0.6341463414634146,31.658985513604676,7.999999999999986
10.600000000000003,0.0003,0.00019999999999999998,True,7.583858355599762,5.335888408380542,25.206593212038452,7.259720362031352,0.1951219512195122,0.17073170731707318,0.12195121951219512,25.2110149238598,7.999999999999986
10.650000000000004,0.0003,0.00019999999999999998,True,7.183943162721935,7.528770116092969,8.66081198157302,1.9223292339157716,0.0,0.0,0.0,8.824525891681944,6.79999999999999
10.700000000000005,0.0003,0.00019999999999999998,True,2.1539164572827074,1.184035635622556,8.150470456079386,2.564982632348454,0.0,0.0,0.0,8.153647136495195,7.899999999999986
10.750000000000005,0.0003,0.00019999999999999998,True,4.441850575610758,5.372937917489661,5.446332704160415,1.6840702272282624,0.0,0.0,0.0,5.446574052796899,4.599999999999998
10.800000000000006,0.0003,0.00019999999999999998,True,1.9882614275901969,1.360597131586466,4.63988667443232,1.633765885076368,0.0,0.0,0.0,4.938195411195853,7.699999999999987
10.850000000000007,0.0003,0.00019999999999999998,True,2.2884987748896553,2.6796029411471944,3.38329762685233,1.094722001165712,0.0,0.0,0.0,3.3835768904660775,5.399999999999995
10.900000000000007,0.0003,0.00019999999999999998,True,2.2942888194991635,2.2167519938868128,1.8906796894502031,0.6408082410170962,0.0,0.0,0.0,3.3573882941349114,7.299999999999988
10.950000000000008,0.0003,0.00019999999999999998,True,1.042871897726827,1.1603436234495448,2.0913262701841284,0.5921413171814078,0.0,0.0,0.0,2.0953241781166767,7.999999999999986
11.000000000000009,0.0003,0.00019999999999999998,True,1.7197377560382376,1.6733748187415602,1.287797517921963,0.4125511624325441,0.0,0.0,0.0,2.383330667714149,7.299999999999988
11.05000000000001,0.0003,0.00019999999999999998,True,0.9563715498329965,1.0564389208537244,1.5601045813075007,0.5192060653635787,0.0,0.0,0.0,1.5646100636893538,5.499999999999995
11.10000000000001,0.0003,0.00019999999999999998,True,0.5845678312915544,0.3860029383478035,1.6106105643128361,0.5482122647660272,0.0,0.0,0.0,1.6633471665427921,7.7999999999999865
11.150000000000011,0.0003,0.00019999999999999998,True,1.1727387625184436,1.2439339319013003,1.2233081071556118,0.27404397467797764,0.0,0.0,0.0,1.39641982133375,6.89999999999999
11.200000000000012,0.0003,0.00019999999999999998,True,0.8989785146035213,1.0956399395353478,1.1423304534187928,0.35513930646921865,0.0,0.0,0.0,1.1471610361403273,5.999999999999993
11.250000000000012,0.0003,0.00019999999999999998,True,0.7448736158038275,0.8952158812188432,0.9156126803397057,0.2652871940031007,0.0,0.0,0.0,0.9158820579560655,4.899999999999997
11.300000000000013,0.0003,0.00019999999999999998,True,0.4316520827609137,0.3983232073068781,0.4787663233192989,0.16639781942775037,0.0,0.0,0.0,0.6925913146617328,7.499999999999988
11.350000000000014,0.0003,0.00019999999999999998,True,0.418336753558048,0.4346744576420853,0.4284468341198299,0.09363423570434255,0.0,0.0,0.0,0.5125622728028608,4.299999999999999
10.4,0.0003,0.00025,True,1.5715271001763162,1.184626858519192,7.4671706025622955,1.7697965515436413,0.0,0.0,0.0,7.469761391773173,7.999999999999986
10.450000000000001,0.0003,0.00025,True,1.5330197857932248,0.633958281315037,8.096065195530498,2.1097834339891404,0.0,0.0,0.0,8.09618620035472,7.999999999999986
10.500000000000002,0.0003,0.00025,True,1.8011979662146,0.24785363399734633,9.01326805759002,2.565774081273665,0.0,0.0,0.0,9.013349593994812,7.999999999999986
10.550000000000002,0.0003,0.00025,True,2.6927314806549534,1.2920664770342332,10.231628776325573,3.013856937112105,0.0,0.0,0.0,10.336077928716264,7.999999999999986
10.600000000000003,0.0003,0.00025,True,4.480362219168178,3.349079671077742,10.813647403126309,3.2169912059494767,0.0,0.0,0.0,12.050808827266392,7.999999999999986
10.650000000000004,0.0003,0.00025,True,7.427710485315066,6.577558965821668,10.502420427313334,3.1026331694495823,0.0,0.0,0.0,14.390502704665204,7.999999999999986
10.700000000000005,0.0003,0.00025,True,11.357327456259403,10.769774715340574,9.559523520643932,2.7802516057435684,0.14634146341463414,0.024390243902439025,0.0,17.36893168972,7.999999999999986
10.750000000000005,0.0003,0.00025,True,16.416393162828776,16.114535793874637,8.334206730532088,2.380640859606274,0.6585365853658537,0.3902439024390244,0.0975609756097561,21.279588788369125,7.999999999999986
10.800000000000006,0.0003,0.00025,True,22.489613388291854,22.499098872454898,6.99549362125412,1.9730504834883458,1.0,1.0,0.8536585365853658,26.092774927158985,7.999999999999986
10.850000000000007,0.0003,0.00025,True,28.023384221057036,27.87978652112524,5.800476918208545,1.6956169040889773,1.0,1.0,1.0,31.097820960869562,7.999999999999986
10.900000000000007,0.0003,0.00025,True,7.411404179502614,6.479694655550325,23.242439646388366,6.136260929139963,0.14634146341463414,0.12195121951219512,0.07317073170731707,23.26556610933066,7.999999999999986
10.950000000000008,0.0003,0.00025,True,2.719216264910475,2.758955598415076,8.49668417068328,2.0147540305784584,0.0,0.0,0.0,8.502835073958266,7.999999999999986
11.000000000000009,0.0003,0.00025,True,1.781898815882317,0.8522568141977083,6.2264042045445995,1.9872773905459094,0.0,0.0,0.0,6.270037632290062,7.999999999999986
11.05000000000001,0.0003,0.00025,True,3.624838024853066,3.5773909236745776,1.795256522553303,0.6132707636063964,0.0,0.0,0.0,4.593215490317,7.399999999999988
11.10000000000001,0.0003,0.00025,True,3.116845515689813,3.532089322944879,3.2089300522091415,0.8173636873561417,0.0,0.0,0.0,3.5724745739496884,6.299999999999992
11.150000000000011,0.0003,0.00025,True,1.741704901461421,2.0688661578025886,2.540463482544932,0.8304124136601535,0.0,0.0,0.0,2.5405326717602823,5.599999999999994
11.200000000000012,0.0003,0.00025,True,1.2457257276576061,1.4937152265621003,1.8977720266132263,0.6348779833542555,0.0,0.0,0.0,1.905340934700066,5.599999999999994
11.250000000000012,0.0003,0.00025,True,1.3664463794085553,1.6055380570246733,1.6819630163375323,0.4762239933637525,0.0,0.0,0.0,1.7007914405120812,5.599999999999994
11.300000000000013,0.0003,0.00025,True,0.6426128840779355,0.5795595933385975,0.9897548770919096,0.3414963937088365,0.0,0.0,0.0,1.2299248913651508,7.699999999999987
11.350000000000014,0.0003,0.00025,True,0.5266829949207287,0.5011000776857157,0.6152433009344985,0.2145383623336517,0.0,0.0,0.0,0.8670340803114935,7.599999999999987
10.4,0.0003,0.0003,True,23.667991796061486,26.656230478486616,21.92776896604262,6.547955264934951,0.8536585365853658,0.8048780487804879,0.7317073170731707,29.51258980576244,4.799999999999997
10.450000000000001,0.0003,0.0003,True,23.39891239160887,26.277501503407382,21.045569381493912,6.277691287052636,0.8536585365853658,0.8048780487804879,0.7317073170731707,28.993140102176547,4.799999999999997
10.500000000000002,0.0003,0.0003,True,22.9558952147678,25.72478462839864,20.148739648796727,6.006517768023015,0.8536585365853658,0.8048780487804879,0.7317073170731707,28.304146925228167,4.799999999999997
10.550000000000002,0.0003,0.0003,True,22.276748137642667,24.930644754473565,19.234308852105947,5.731368508704265,0.8536585365853658,0.8048780487804879,0.7073170731707317,27.379453143722493,4.799999999999997
10.600000000000003,0.0003,0.0003,True,21.384688473225843,23.913073776315127,18.3054211432708,5.455869078681282,0.8292682926829268,0.7804878048780488,0.6829268292682927,26.24260656912892,4.799999999999997
10.650000000000004,0.0003,0.0003,True,20.144572988993982,22.541615527857992,17.344513522074067,5.174223812500967,0.8048780487804879,0.7560975609756098,0.6341463414634146,24.758592681080703,4.799999999999997
10.700000000000005,0.0003,0.0003,True,18.56958606805431,20.82563893619441,16.348631972495667,4.885154350986201,0.7560975609756098,0.6829268292682927,0.5609756097560976,22.934161774283147,4.799999999999997
10.750000000000005,0.0003,0.0003,True,16.493370955125826,18.589322313600082,15.28637294828586,4.582977526939488,0.6829268292682927,0.6097560975609756,0.3170731707317073,20.60387707644104,4.799999999999997
10.800000000000006,0.0003,0.0003,True,13.896386003897353,15.815564808637246,14.146764756217319,4.266906913909868,0.5609756097560976,0.36585365853658536,0.0,17.75432489053341,4.6999999999999975
10.850000000000007,0.0003,0.0003,True,10.435834080659884,12.131701606732735,12.646717867871953,3.8958567287626567,0.0,0.0,0.0,14.01952532852394,4.6999999999999975
10.900000000000007,0.0003,0.0003,True,6.218962827153457,7.51165752221061,9.387337184927189,3.2460878688132278,0.0,0.0,0.0,9.400813313900136,4.599999999999998
10.950000000000008,0.0003,0.0003,True,1.814226183271307,2.0644412112106054,3.939531043057805,1.157859597516844,0.0,0.0,0.0,3.9403136916544215,7.999999999999986
11.000000000000009,0.0003,0.0003,True,6.964283619031164,6.219934725628873,9.914592603250918,3.0187741669495884,0.0,0.0,0.0,13.386606944025568,7.999999999999986
11.05000000000001,0.0003,0.0003,True,22.589893897670464,22.452638087637624,7.112168682899497,2.076237269954346,1.0,1.0,0.8780487804878049,26.46203539769747,7.999999999999986
11.10000000000001,0.0003,0.0003,True,10.624223102127155,10.491890150167634,2.42588252958382,0.8378500885783016,0.0,0.0,0.0,12.028950913426877,7.699999999999987
11.150000000000011,0.0003,0.0003,True,3.052267202004056,3.567932348810122,4.521475915496538,1.4676370059413613,0.0,0.0,0.0,4.521512130793107,5.599999999999994
11.200000000000012,0.0003,0.0003,True,4.204907705568481,4.245253682423261,1.3205168674713073,0.2629205484232454,0.0,0.0,0.0,4.432910375482137,6.999999999999989
11.250000000000012,0.0003,0.0003,True,0.474606060885948,0.11419304687384584,2.5319440618624687,0.6939102431854618,0.0,0.0,0.0,2.5319851849423443,7.999999999999986
11.300000000000013,0.0003,0.0003,True,2.042850710842464,2.2024743278308483,1.549840686749247,0.36679100232180806,0.0,0.0,0.0,2.2460962743449184,6.499999999999991
11.350000000000014,0.0003,0.0003,True,1.2493377753128863,1.2456635828251212,0.5607793617289545,0.15887860131896184,0.0,0.0,0.0,1.4679588584559335,7.299999999999988
