unloaded_cells_each_side,loaded_cells,period_cells,supercells,total_cells,length_mm,pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite
13,3,29,1407,40803,81.60600000000001,13.24827586206897,0.0003,0.00036,"[4.0, 8.0]",3.2234234921306832,6.599999999999991,2.0958885767038233,2.4950206093339746,3.2233457737203457,1.0959246143807295,0.0,0.0,0.0,"[(4.0, 4.05), (4.549999999999998, 7.999999999999986)]",3.599999999999987,True
13,3,29,1407,40803,81.60600000000001,13.260000000000005,0.0003,0.00036,"[4.0, 8.0]",4.023570503232634,4.0,1.7351783787617339,1.351084531191641,3.3458438957709227,1.0600851611855042,0.0,0.0,0.0,"[(4.0, 5.849999999999993), (7.399999999999988, 7.999999999999986)]",2.549999999999991,True
13,3,29,1407,40803,81.60600000000001,13.27172413793104,0.0003,0.00036,"[4.0, 8.0]",3.7761102975266687,7.2499999999999885,3.4058987161553764,3.7465440298816666,2.6691362054848273,0.6643474954085131,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,29,1407,40803,81.60600000000001,13.283448275862074,0.0003,0.00036,"[4.0, 8.0]",1.4598822032374352,4.0,0.7572701703121087,0.8260819532445671,1.459647591935019,0.4349496047593376,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,29,1407,40803,81.60600000000001,13.295172413793109,0.0003,0.00036,"[4.0, 8.0]",2.8580421313227338,4.1,1.2988830581616644,0.9938234992254493,2.3613369621123494,0.7945395315170164,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,29,1407,40803,81.60600000000001,13.306896551724144,0.0003,0.00036,"[4.0, 8.0]",2.5956404292583675,4.949999999999997,2.254131395406508,2.2475854270407964,1.1148387743865906,0.23296334988166612,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.523333333333333,0.0003,0.00036,"[4.0, 8.0]",4.283435802097065,7.999999999999986,1.6599325103655522,1.4720925752759402,4.283277259969719,1.3289486786728888,0.0,0.0,0.0,"[(4.0, 4.399999999999999), (6.349999999999992, 7.999999999999986)]",2.1499999999999924,True
13,4,30,1360,40800,81.60000000000001,12.534666666666666,0.0003,0.00036,"[4.0, 8.0]",12.085446372418332,7.999999999999986,8.706336431285477,9.662410439714414,10.200550111276547,3.1029059446617477,0.0,0.0,0.0,"[(5.799999999999994, 7.999999999999986)]",2.249999999999992,True
13,4,30,1360,40800,81.60000000000001,12.546,0.0003,0.00036,"[4.0, 8.0]",20.123480985960658,7.699999999999987,17.485426016210038,18.256814789058108,8.488976593837949,2.5079789499213847,0.8024691358024691,0.6419753086419753,0.1728395061728395,"[(5.499999999999995, 7.999999999999986)]",2.549999999999991,True
13,4,30,1360,40800,81.60000000000001,12.557333333333332,0.0003,0.00036,"[4.0, 8.0]",23.2192661146741,7.999999999999986,18.065921925080186,17.477520133155885,7.292589057411963,2.01386949429718,1.0,0.6666666666666666,0.18518518518518517,"[(7.349999999999988, 7.999999999999986)]",0.6999999999999975,True
13,4,30,1360,40800,81.60000000000001,12.568666666666665,0.0003,0.00036,"[4.0, 8.0]",15.145219710563573,4.949999999999997,14.231684824785445,14.617919461379822,8.548931169009112,1.4472575684361833,0.2222222222222222,0.0,0.0,"[(4.299999999999999, 7.999999999999986)]",3.7499999999999867,True
13,4,30,1360,40800,81.60000000000001,12.579999999999998,0.0003,0.00036,"[4.0, 8.0]",11.111886403557056,4.0,4.496603398559,5.049835867631521,11.107370235615637,2.743487475109417,0.0,0.0,0.0,"[(4.0, 4.199999999999999)]",0.2499999999999991,True
13,4,30,1360,40800,81.60000000000001,12.591333333333331,0.0003,0.00036,"[4.0, 8.0]",10.562734897073696,4.499999999999998,9.444671213311983,9.460755381887822,2.3103402133821067,0.7999363685395032,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.602666666666664,0.0003,0.00036,"[4.0, 8.0]",6.237561653366831,4.0,2.4975385745939698,2.7080947558811017,6.234867701946852,1.6421532570227064,0.0,0.0,0.0,"[(4.0, 4.249999999999999), (5.649999999999994, 6.9499999999999895)]",1.6499999999999941,True
13,4,30,1360,40800,81.60000000000001,12.613999999999997,0.0003,0.00036,"[4.0, 8.0]",8.154461049194364,5.149999999999996,7.784240606645077,7.979265200853872,3.2581021932803793,0.6364154615713035,0.0,0.0,0.0,"[(4.05, 7.999999999999986)]",3.999999999999986,True
13,4,30,1360,40800,81.60000000000001,12.62533333333333,0.0003,0.00036,"[4.0, 8.0]",7.074507324283563,4.0,2.027412669426352,1.2166133658072196,7.009186435424555,2.0799861717901824,0.0,0.0,0.0,"[(4.0, 4.649999999999998), (7.949999999999986, 7.999999999999986)]",0.7999999999999972,True
13,4,30,1360,40800,81.60000000000001,12.636666666666663,0.0003,0.00036,"[4.0, 8.0]",5.972583975632615,6.299999999999992,4.419088245333408,5.112747266694927,5.972545580767711,1.7422425916078832,0.0,0.0,0.0,"[(4.6999999999999975, 7.949999999999986)]",3.2999999999999883,True
13,4,30,1360,40800,81.60000000000001,12.647999999999996,0.0003,0.00036,"[4.0, 8.0]",6.194578580399156,4.449999999999998,5.261007381844497,5.276528091231707,1.8479411880113634,0.6400104597523188,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.659333333333329,0.0003,0.00036,"[4.0, 8.0]",4.190388268723612,4.0,0.7927835814259654,0.5528024779088502,4.189180791518319,0.9354093184634917,0.0,0.0,0.0,"[(4.0, 4.549999999999998)]",0.5999999999999979,True
13,4,30,1360,40800,81.60000000000001,12.670666666666662,0.0003,0.00036,"[4.0, 8.0]",5.2023845389457755,6.349999999999992,4.329749626565916,4.85171925122523,4.730212249667679,1.17606848956637,0.0,0.0,0.0,"[(4.349999999999999, 7.999999999999986)]",3.699999999999987,True
13,4,30,1360,40800,81.60000000000001,12.681999999999995,0.0003,0.00036,"[4.0, 8.0]",4.852842013115846,4.1499999999999995,3.115288654860163,2.929095404134279,2.989893434995806,1.0075237028376014,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.693333333333328,0.0003,0.00036,"[4.0, 8.0]",2.6064037454480764,4.0,0.8566725000635556,0.8948149374631691,2.6062300150327373,0.6254704525386844,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.704666666666661,0.0003,0.00036,"[4.0, 8.0]",4.216689756992298,5.449999999999995,3.8715418923653138,4.1467399177080875,2.853817670677044,0.6357349040283978,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.715999999999994,0.0003,0.00036,"[4.0, 8.0]",3.9046566700440852,4.05,1.875395231308361,1.5946697370182128,3.1900267011405377,1.035882525494427,0.0,0.0,0.0,"[(4.0, 5.849999999999993), (6.84999999999999, 7.999999999999986)]",3.099999999999989,True
13,4,30,1360,40800,81.60000000000001,12.727333333333327,0.0003,0.00036,"[4.0, 8.0]",2.5230676694436758,6.349999999999992,1.507535809124757,1.70068815152038,2.52298710458658,0.8530159119817846,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.73866666666666,0.0003,0.00036,"[4.0, 8.0]",3.3979766978562163,4.799999999999997,3.012118730468388,3.020060721031244,1.3042683474457637,0.29391211001081896,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.749999999999993,0.0003,0.00036,"[4.0, 8.0]",2.896434151344833,4.0,0.5292189838996454,0.07746640248905642,2.8963273247600587,0.7954275069600484,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.761333333333326,0.0003,0.00036,"[4.0, 8.0]",2.9548843610992455,6.3999999999999915,2.278642566066709,2.6509810259173023,2.9497520266366273,0.8398610163419108,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.772666666666659,0.0003,0.00036,"[4.0, 8.0]",2.7107615187207945,4.1499999999999995,1.2228223602054007,0.9886391476770322,2.334470927052365,0.7756933002698395,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.783999999999992,0.0003,0.00036,"[4.0, 8.0]",2.1316910739424615,6.3999999999999915,1.3589314614629582,1.6000387050847782,2.1316063383289907,0.7152184005706019,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.795333333333325,0.0003,0.00036,"[4.0, 8.0]",2.3787497656339767,4.549999999999998,1.7843354997214667,1.783559979838776,1.1254001404753746,0.3858950102064785,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.806666666666658,0.0003,0.00036,"[4.0, 8.0]",1.2410318167906325,4.0,0.5995200361945968,0.6385741023882295,1.2402351829603653,0.3827450241751123,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.81799999999999,0.0003,0.00036,"[4.0, 8.0]",2.07960370353729,4.849999999999997,1.7538067976842178,1.765744098247772,1.1766159997188679,0.2530699459684219,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.829333333333324,0.0003,0.00036,"[4.0, 8.0]",1.052176592734405,4.0,0.5752633837975477,0.6158692306654976,1.0521761089601829,0.35805644017408184,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.840666666666657,0.0003,0.00036,"[4.0, 8.0]",1.7554110321232141,4.549999999999998,1.1607286007792748,1.143674641095773,1.0846743248276163,0.3704027748178722,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.85199999999999,0.0003,0.00036,"[4.0, 8.0]",1.5592248276911211,6.449999999999991,1.0496987760851622,1.244849802620265,1.5591689623758707,0.5184321670419718,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,4,30,1360,40800,81.60000000000001,12.863333333333323,0.0003,0.00036,"[4.0, 8.0]",1.3954334549266936,4.0,0.24638941226352107,0.10794516666258747,1.3954331204569947,0.3665971001433883,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.119354838709677,0.0003,0.00036,"[4.0, 8.0]",3.382676784918515,4.0,1.0623765932290037,1.0652145725161852,3.3823673178910134,0.7815675256510672,0.0,0.0,0.0,"[(4.0, 4.499999999999998), (5.099999999999996, 7.049999999999989), (7.599999999999987, 7.999999999999986)]",2.9999999999999893,True
