unloaded_cells_each_side,loaded_cells,period_cells,supercells,total_cells,length_mm,pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite
13,5,31,1316,40796,81.592,12.130322580645162,0.0003,0.00036,"[4.0, 8.0]",4.835503138014083,6.049999999999993,3.616453686507102,4.240424246962421,4.719922735478906,1.3765451890205027,0.0,0.0,0.0,"[(4.399999999999999, 7.749999999999987)]",3.399999999999988,True
13,5,31,1316,40796,81.592,12.141290322580646,0.0003,0.00036,"[4.0, 8.0]",4.756858853880701,4.6999999999999975,4.33780453402897,4.350150561634345,1.5153791293676262,0.3283728643639233,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.15225806451613,0.0003,0.00036,"[4.0, 8.0]",4.522371437853455,4.0,2.010652201590441,1.691035102842521,4.088274141580614,1.3721749261158829,0.0,0.0,0.0,"[(4.0, 5.099999999999996), (7.049999999999989, 7.999999999999986)]",2.1499999999999924,True
13,5,31,1316,40796,81.592,12.163225806451615,0.0003,0.00036,"[4.0, 8.0]",2.2497819170742965,4.0,0.9344816177337452,0.9502007047678118,2.2497715982536812,0.6440275755726353,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.1741935483871,0.0003,0.00036,"[4.0, 8.0]",3.891196652917634,6.0999999999999925,2.78626244800481,3.2972482563821264,3.8833470310416947,1.1869876377090878,0.0,0.0,0.0,"[(4.349999999999999, 7.849999999999986)]",3.5499999999999874,True
13,5,31,1316,40796,81.592,12.185161290322585,0.0003,0.00036,"[4.0, 8.0]",3.835702329780104,4.599999999999998,3.34439373204833,3.394197484982154,1.047929376212362,0.3707645354019514,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.196129032258069,0.0003,0.00036,"[4.0, 8.0]",3.6562449698578305,4.0,1.4551782386830623,1.0779641054827183,3.44639355335508,1.1421337477755347,0.0,0.0,0.0,"[(4.0, 5.299999999999995), (6.89999999999999, 7.999999999999986)]",2.499999999999991,True
13,5,31,1316,40796,81.592,12.207096774193554,0.0003,0.00036,"[4.0, 8.0]",1.870291666911925,6.0999999999999925,0.9492088131507288,0.9708151962219342,1.8683130309019857,0.6653072324743223,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.218064516129038,0.0003,0.00036,"[4.0, 8.0]",3.3043853077991354,6.0999999999999925,2.548461073448596,2.9888808580230073,3.203641048771405,0.9056616611181262,0.0,0.0,0.0,"[(4.1, 7.999999999999986)]",3.949999999999986,True
13,5,31,1316,40796,81.592,12.229032258064523,0.0003,0.00036,"[4.0, 8.0]",3.130030074753529,7.7999999999999865,2.434383874833161,2.4899051924088615,1.462914467104976,0.5302504189518306,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.240000000000007,0.0003,0.00036,"[4.0, 8.0]",2.8249721036668602,4.0,0.6791467606811857,0.2186901077249745,2.8249265507028354,0.8480156878025857,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.250967741935492,0.0003,0.00036,"[4.0, 8.0]",2.2738704105061096,6.0999999999999925,1.304415566711909,1.486101372261162,2.271849377283507,0.8221799448331815,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.261935483870976,0.0003,0.00036,"[4.0, 8.0]",2.721218035088419,7.099999999999989,2.4058924361240535,2.5950762150679862,2.0820413994458002,0.4648430071678847,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.272903225806461,0.0003,0.00036,"[4.0, 8.0]",2.5439309789965847,4.1,1.1331463310966803,0.9144768991944285,2.3177626262683813,0.8029035854407165,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.283870967741946,0.0003,0.00036,"[4.0, 8.0]",1.5756356643598495,4.0,0.49331384269632383,0.49399038413356083,1.5752751519855022,0.36681193744432483,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.29483870967743,0.0003,0.00036,"[4.0, 8.0]",2.3388958837393092,6.69999999999999,1.917997981734232,2.25284753621919,2.224808914468044,0.5943434143254134,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.305806451612915,0.0003,0.00036,"[4.0, 8.0]",2.1982860509825914,4.349999999999999,1.4273515250145319,1.378475372357508,1.4946204272421602,0.543809178613338,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.3167741935484,0.0003,0.00036,"[4.0, 8.0]",1.5611936757144853,4.0,0.3825515892084956,0.3560981112287571,1.5610018375457513,0.32836132540402735,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.327741935483884,0.0003,0.00036,"[4.0, 8.0]",2.0077838845662463,6.649999999999991,1.6148577040783783,1.9138864410138705,1.9676161721812715,0.5437945504955954,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.338709677419368,0.0003,0.00036,"[4.0, 8.0]",1.8792365751218818,4.349999999999999,1.1481192221568866,1.1057916783813533,1.3839884442957777,0.5025561574318508,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.349677419354853,0.0003,0.00036,"[4.0, 8.0]",1.162319728249586,4.0,0.4216547684967249,0.4246650874332437,1.1611361752977167,0.3060068304197852,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.360645161290337,0.0003,0.00036,"[4.0, 8.0]",1.7050701054683126,7.2499999999999885,1.4697260130459175,1.5670055641957097,1.4626916702681512,0.31901251085438387,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.371612903225822,0.0003,0.00036,"[4.0, 8.0]",1.5710733480504182,4.0,0.42698449997386095,0.17206977094211806,1.571064487769401,0.5062536114046786,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.382580645161307,0.0003,0.00036,"[4.0, 8.0]",1.4075260093970534,6.199999999999992,0.8551981257722129,1.011840669514832,1.4057314262197356,0.4970777719420271,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.393548387096791,0.0003,0.00036,"[4.0, 8.0]",1.4280873173694877,7.899999999999986,0.9359829806706957,0.9337440713986289,0.9651071572140151,0.3474905084808488,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.404516129032276,0.0003,0.00036,"[4.0, 8.0]",0.9370105496201758,6.199999999999992,0.4898079925289368,0.528040120534971,0.9369699854770948,0.33550131101953057,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.41548387096776,0.0003,0.00036,"[4.0, 8.0]",1.26881119457784,7.7999999999999865,0.9242508192220333,0.9141747475550506,0.6910472558242454,0.248805831511675,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.426451612903245,0.0003,0.00036,"[4.0, 8.0]",0.8256620265843551,6.199999999999992,0.4317174787593025,0.45914938406838346,0.8255236750625385,0.29538852868429905,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.43741935483873,0.0003,0.00036,"[4.0, 8.0]",1.1146093567568296,7.899999999999986,0.7239459124607918,0.7079549494626414,0.7605393409515009,0.2722825846334565,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,5,31,1316,40796,81.592,12.448387096774214,0.0003,0.00036,"[4.0, 8.0]",0.9664171434289549,6.249999999999992,0.5695468891242905,0.6495872104315116,0.9658969223862804,0.3431455149164601,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,3,31,1316,40796,81.592,12.119354838709677,0.0003,0.00036,"[4.0, 8.0]",37.36751208853982,7.999999999999986,27.72805825903675,26.08502928851829,12.967566493103224,3.7128418936654057,1.0,1.0,1.0,"[(7.649999999999987, 7.999999999999986)]",0.3999999999999986,True
14,3,31,1316,40796,81.592,12.130322580645162,0.0003,0.00036,"[4.0, 8.0]",38.059635516369276,7.999999999999986,28.640821247869283,27.036993596680215,12.704568388831394,3.6520705098705593,1.0,1.0,1.0,"[(7.649999999999987, 7.999999999999986)]",0.3999999999999986,True
14,3,31,1316,40796,81.592,12.141290322580646,0.0003,0.00036,"[4.0, 8.0]",38.74579270075772,7.999999999999986,29.562036250431245,27.99557797363132,12.418845458111143,3.5854520304573665,1.0,1.0,1.0,"[(7.649999999999987, 7.999999999999986)]",0.3999999999999986,True
14,3,31,1316,40796,81.592,12.15225806451613,0.0003,0.00036,"[4.0, 8.0]",39.361139223411826,7.999999999999986,30.434511742694234,28.861348372703898,12.100858274838185,3.514731962783496,1.0,1.0,1.0,"[(7.599999999999987, 7.999999999999986)]",0.4499999999999984,True
14,3,31,1316,40796,81.592,12.163225806451615,0.0003,0.00036,"[4.0, 8.0]",40.09092000611615,7.999999999999986,31.517936568492935,29.93749543982076,11.671218350571635,3.4206572803318003,1.0,1.0,1.0,"[(7.599999999999987, 7.999999999999986)]",0.4499999999999984,True
14,3,31,1316,40796,81.592,12.1741935483871,0.0003,0.00036,"[4.0, 8.0]",40.78941947546471,7.999999999999986,32.65586635847766,31.147218361032895,11.143249089554232,3.304020039658681,1.0,1.0,1.0,"[(7.549999999999987, 7.999999999999986)]",0.4999999999999982,True
14,3,31,1316,40796,81.592,12.185161290322585,0.0003,0.00036,"[4.0, 8.0]",41.33190165906761,7.999999999999986,33.66692059650426,32.2180894632982,10.579983407313755,3.1763765883298207,1.0,1.0,1.0,"[(7.499999999999988, 7.999999999999986)]",0.549999999999998,True
14,3,31,1316,40796,81.592,12.196129032258069,0.0003,0.00036,"[4.0, 8.0]",41.855497641280664,7.999999999999986,34.89277711280271,33.47582053915814,9.742990132135276,2.987159694400428,1.0,1.0,1.0,"[(7.399999999999988, 7.999999999999986)]",0.6499999999999977,True
14,3,31,1316,40796,81.592,12.207096774193554,0.0003,0.00036,"[4.0, 8.0]",42.17431600480633,7.999999999999986,36.11326381614261,34.791870326660124,8.659402426431733,2.73792855767713,1.0,1.0,1.0,"[(7.2499999999999885, 7.999999999999986)]",0.7999999999999972,True
14,3,31,1316,40796,81.592,12.218064516129038,0.0003,0.00036,"[4.0, 8.0]",42.21376258594843,7.999999999999986,37.13972938280529,35.93202353093156,7.458858589401245,2.456554671800902,1.0,1.0,1.0,"[(7.049999999999989, 7.999999999999986)]",0.9999999999999964,True
14,3,31,1316,40796,81.592,12.229032258064523,0.0003,0.00036,"[4.0, 8.0]",41.91381740355638,7.899999999999986,38.29738760405783,37.35386973382117,5.643631971084943,2.012049963745157,1.0,1.0,1.0,"[(6.649999999999991, 7.999999999999986)]",1.399999999999995,True
14,3,31,1316,40796,81.592,12.240000000000007,0.0003,0.00036,"[4.0, 8.0]",41.52190156173526,7.649999999999987,39.111061685298324,38.556261748360065,4.029359263350706,1.5242657229097623,1.0,1.0,1.0,"[(5.999999999999993, 7.999999999999986)]",2.0499999999999927,True
14,3,31,1316,40796,81.592,12.250967741935492,0.0003,0.00036,"[4.0, 8.0]",41.06565217183182,7.299999999999988,39.5648749269278,39.463045145001814,2.7291409491503273,1.0180599810563074,1.0,1.0,1.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,3,31,1316,40796,81.592,12.261935483870976,0.0003,0.00036,"[4.0, 8.0]",40.380297008706584,6.79999999999999,39.43413161344693,39.48629806845943,2.5582374120380607,0.7031809989536155,1.0,1.0,1.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,3,31,1316,40796,81.592,12.272903225806461,0.0003,0.00036,"[4.0, 8.0]",39.586487277980765,6.349999999999992,38.64137257105825,38.90828734358769,3.8731214837015813,0.9243841020758582,1.0,1.0,1.0,"[(4.0, 7.7999999999999865)]",3.8499999999999863,True
14,3,31,1316,40796,81.592,12.283870967741946,0.0003,0.00036,"[4.0, 8.0]",37.91099265592433,5.899999999999993,36.63306648834461,37.08760744839969,5.412545651886049,1.3600108150052237,1.0,1.0,1.0,"[(4.0, 7.499999999999988)]",3.5499999999999874,True
14,3,31,1316,40796,81.592,12.29483870967743,0.0003,0.00036,"[4.0, 8.0]",35.61828775362048,5.599999999999994,34.08912269266834,34.64870313091148,6.25203028240578,1.6186345620741966,1.0,1.0,1.0,"[(4.0, 7.299999999999988)]",3.349999999999988,True
14,3,31,1316,40796,81.592,12.305806451612915,0.0003,0.00036,"[4.0, 8.0]",31.99044840776564,5.5499999999999945,30.28270279959646,30.902477194377628,6.747396395822246,1.7734182001392627,1.0,1.0,1.0,"[(4.0, 7.199999999999989)]",3.2499999999999885,True
14,3,31,1316,40796,81.592,12.3167741935484,0.0003,0.00036,"[4.0, 8.0]",27.814054948538637,5.5499999999999945,26.06454883529835,26.709475236071864,6.847498906956535,1.8191291804119696,1.0,1.0,1.0,"[(4.0, 7.149999999999989)]",3.1999999999999886,True
14,3,31,1316,40796,81.592,12.327741935483884,0.0003,0.00036,"[4.0, 8.0]",22.485436641965325,5.5499999999999945,20.756106347806295,21.406699551522387,6.805687514646456,1.8254867429159325,1.0,0.9382716049382716,0.7530864197530864,"[(4.0, 7.149999999999989)]",3.1999999999999886,True
14,3,31,1316,40796,81.592,12.338709677419368,0.0003,0.00036,"[4.0, 8.0]",16.768347987545425,5.499999999999995,15.041806500379298,15.729830596324428,6.960227394572877,1.878612410293626,0.654320987654321,0.0,0.0,"[(4.0, 7.149999999999989)]",3.1999999999999886,True
14,3,31,1316,40796,81.592,12.349677419354853,0.0003,0.00036,"[4.0, 8.0]",8.649974553073992,5.349999999999995,6.55105248068644,7.502351153046672,8.205183114876123,2.353001570880895,0.0,0.0,0.0,"[(4.0, 6.9499999999999895)]",2.9999999999999893,True
14,3,31,1316,40796,81.592,12.360645161290337,0.0003,0.00036,"[4.0, 8.0]",9.695683052945597,7.999999999999986,2.7960460660340427,1.4815764289078674,9.183909404523552,2.7028654002130716,0.0,0.0,0.0,"[(7.499999999999988, 7.999999999999986)]",0.549999999999998,True
14,3,31,1316,40796,81.592,12.371612903225822,0.0003,0.00036,"[4.0, 8.0]",23.426096284521588,7.999999999999986,19.388767844045283,18.809278150043504,6.085497932774821,1.8468311399845014,1.0,1.0,0.345679012345679,"[(6.84999999999999, 7.999999999999986)]",1.1999999999999957,True
14,3,31,1316,40796,81.592,12.382580645161307,0.0003,0.00036,"[4.0, 8.0]",15.002711262238979,6.499999999999991,14.608291858409293,14.70585578306041,1.591801776804573,0.39942684584581745,0.037037037037037035,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,3,31,1316,40796,81.592,12.393548387096791,0.0003,0.00036,"[4.0, 8.0]",10.07529133150923,6.049999999999993,9.909464628032955,9.926952072196947,0.5600123986616161,0.139012086624873,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,3,31,1316,40796,81.592,12.404516129032276,0.0003,0.00036,"[4.0, 8.0]",8.054073503165966,6.049999999999993,7.973027218117573,7.994201776249177,0.3122406508850579,0.07535426155370956,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,3,31,1316,40796,81.592,12.41548387096776,0.0003,0.00036,"[4.0, 8.0]",5.761339070555344,6.299999999999992,5.34544601304508,5.474442406171031,1.5256906245933362,0.3970863851155715,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,3,31,1316,40796,81.592,12.426451612903245,0.0003,0.00036,"[4.0, 8.0]",0.47999324135495425,4.0,0.11301456756173366,0.10268864339027017,0.47997687235121045,0.09730018715386954,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,3,31,1316,40796,81.592,12.43741935483873,0.0003,0.00036,"[4.0, 8.0]",3.980292903576521,4.0,2.992788933675207,2.8850652724014045,1.4722761718370907,0.42264452327176405,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,3,31,1316,40796,81.592,12.448387096774214,0.0003,0.00036,"[4.0, 8.0]",4.192243562333986,6.149999999999992,4.086711906357377,4.160037513929522,0.681023100536942,0.15551586498440648,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.740625000000001,0.0003,0.00036,"[4.0, 8.0]",28.724965549318178,5.149999999999996,26.609004445961215,27.697233924491126,8.540714326292786,2.415675036417217,1.0,1.0,1.0,"[(4.0, 6.84999999999999)]",2.8999999999999897,True
14,4,32,1275,40800,81.60000000000001,11.75125,0.0003,0.00036,"[4.0, 8.0]",26.064610258725512,5.099999999999996,23.9583693528954,25.061579921006228,8.411718931235114,2.3913458093995352,1.0,1.0,0.8888888888888888,"[(4.0, 6.84999999999999)]",2.8999999999999897,True
14,4,32,1275,40800,81.60000000000001,11.761875,0.0003,0.00036,"[4.0, 8.0]",23.498825231756047,5.049999999999996,21.411733072490033,22.557751243596403,8.261920303878792,2.3604279942285418,1.0,0.9135802469135802,0.7530864197530864,"[(4.0, 6.84999999999999)]",2.8999999999999897,True
14,4,32,1275,40800,81.60000000000001,11.772499999999999,0.0003,0.00036,"[4.0, 8.0]",20.804481655967273,4.9999999999999964,18.741941852220187,19.916743933325904,8.123497428840743,2.3329866552684875,0.8888888888888888,0.7777777777777778,0.48148148148148145,"[(4.0, 6.84999999999999)]",2.8999999999999897,True
14,4,32,1275,40800,81.60000000000001,11.783124999999998,0.0003,0.00036,"[4.0, 8.0]",17.38504109857479,4.949999999999997,15.32283905786444,16.525325587203632,8.073501593179657,2.330940877313252,0.6666666666666666,0.3333333333333333,0.0,"[(4.0, 6.84999999999999)]",2.8999999999999897,True
14,4,32,1275,40800,81.60000000000001,11.793749999999998,0.0003,0.00036,"[4.0, 8.0]",13.9507366412223,4.899999999999997,11.828621224773435,12.999943490601371,8.271915257469495,2.3992844316732187,0.0,0.0,0.0,"[(4.0, 6.79999999999999)]",2.84999999999999,True
14,4,32,1275,40800,81.60000000000001,11.804374999999997,0.0003,0.00036,"[4.0, 8.0]",10.34755766494725,4.749999999999997,8.028259499018402,9.209094387509216,8.667192916624904,2.574903395743714,0.0,0.0,0.0,"[(4.0, 6.69999999999999)]",2.7499999999999902,True
14,4,32,1275,40800,81.60000000000001,11.814999999999996,0.0003,0.00036,"[4.0, 8.0]",4.882374099779028,4.599999999999998,2.795428889022388,3.236605769402174,4.8815329391678945,1.8239366017034198,0.0,0.0,0.0,"[(4.0, 6.499999999999991)]",2.549999999999991,True
14,4,32,1275,40800,81.60000000000001,11.825624999999995,0.0003,0.00036,"[4.0, 8.0]",8.204797475777923,7.999999999999986,2.2724620196753977,1.0902133544561816,8.200166168700516,2.5531319583023593,0.0,0.0,0.0,"[(7.299999999999988, 7.999999999999986)]",0.7499999999999973,True
14,4,32,1275,40800,81.60000000000001,11.836249999999994,0.0003,0.00036,"[4.0, 8.0]",14.995862354589365,7.999999999999986,10.120647006914862,9.745275439568164,8.307054440883544,2.494107500146183,0.0,0.0,0.0,"[(6.9499999999999895, 7.999999999999986)]",1.099999999999996,True
14,4,32,1275,40800,81.60000000000001,11.846874999999994,0.0003,0.00036,"[4.0, 8.0]",22.819185411210228,7.999999999999986,19.141295208319,19.00528878727049,6.877763841976165,2.0102766275217183,1.0,0.8024691358024691,0.35802469135802467,"[(6.499999999999991, 7.999999999999986)]",1.5499999999999945,True
14,4,32,1275,40800,81.60000000000001,11.857499999999993,0.0003,0.00036,"[4.0, 8.0]",25.06603933959674,7.999999999999986,21.084782729736222,20.581073891439075,6.064873046794148,1.8292101405287435,1.0,1.0,0.6049382716049383,"[(6.79999999999999, 7.999999999999986)]",1.2499999999999956,True
14,4,32,1275,40800,81.60000000000001,11.868124999999992,0.0003,0.00036,"[4.0, 8.0]",14.676244868664556,6.84999999999999,14.548135433423186,14.621026302491536,0.9521104874419084,0.18462384771827547,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.878749999999991,0.0003,0.00036,"[4.0, 8.0]",7.683700785143519,6.0999999999999925,6.0081183224858865,6.591757166590031,6.414866557408841,1.7344811925217116,0.0,0.0,0.0,"[(4.349999999999999, 7.449999999999988)]",3.149999999999989,True
14,4,32,1275,40800,81.60000000000001,11.88937499999999,0.0003,0.00036,"[4.0, 8.0]",9.456427667288853,7.999999999999986,8.179179874704241,8.095949708541713,2.0315343568426742,0.6496086364671457,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.89999999999999,0.0003,0.00036,"[4.0, 8.0]",6.627385170523892,5.949999999999993,5.537195929219932,5.9307359191753815,4.029253289546501,1.1132941089033863,0.0,0.0,0.0,"[(4.1, 7.749999999999987)]",3.699999999999987,True
14,4,32,1275,40800,81.60000000000001,11.910624999999989,0.0003,0.00036,"[4.0, 8.0]",7.352830276807143,7.999999999999986,6.653320588784027,6.596213402934984,1.2177020295121306,0.4186579902717713,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.921249999999988,0.0003,0.00036,"[4.0, 8.0]",2.99153334019488,5.949999999999993,1.7957440937288478,2.0517783422086238,2.98906540765531,1.0325933373309244,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.931874999999987,0.0003,0.00036,"[4.0, 8.0]",6.0247909363463705,6.89999999999999,5.912534898107278,5.987117184985026,0.7162084610472483,0.16675493557573545,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.942499999999987,0.0003,0.00036,"[4.0, 8.0]",2.185385257331712,7.999999999999986,0.4312528978345911,0.07053349183925772,2.185378702486526,0.6004157107895018,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.953124999999986,0.0003,0.00036,"[4.0, 8.0]",4.657106777164653,5.949999999999993,3.9797578094105113,4.244455635039413,2.494031085938851,0.7032343900762049,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.963749999999985,0.0003,0.00036,"[4.0, 8.0]",3.9179868013926127,7.999999999999986,2.3813122373602233,2.201984959320347,2.444918015329341,0.7751292629504648,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.974374999999984,0.0003,0.00036,"[4.0, 8.0]",2.3915042139860727,5.999999999999993,1.477353012738554,1.6812129288565432,2.3708317193766946,0.788883960437327,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.984999999999983,0.0003,0.00036,"[4.0, 8.0]",3.7556116892555385,7.649999999999987,3.486479702064184,3.508427143343316,0.5827570655091305,0.21220580057468247,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,11.995624999999983,0.0003,0.00036,"[4.0, 8.0]",0.8715879888433882,6.049999999999993,0.4091700082295995,0.3777085280725403,0.8707827863029713,0.3097142265649685,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,12.006249999999982,0.0003,0.00036,"[4.0, 8.0]",3.2310398939677167,6.79999999999999,3.0794726409229614,3.200311967052152,0.8542124226446153,0.22604015393931295,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,12.016874999999981,0.0003,0.00036,"[4.0, 8.0]",1.4707323725369414,4.0,0.3157071257124719,0.07133776888111185,1.4706956358171241,0.4273070139689512,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,12.02749999999998,0.0003,0.00036,"[4.0, 8.0]",2.7224033293778183,6.599999999999991,2.5252291270170772,2.6819650171047127,1.0407435538013379,0.282620559486074,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,12.03812499999998,0.0003,0.00036,"[4.0, 8.0]",0.8857903396229833,4.0,0.18406522739139397,0.1318766683778875,0.885720890891839,0.2068917117718627,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,12.048749999999979,0.0003,0.00036,"[4.0, 8.0]",2.241407711132805,4.749999999999997,2.125364556619426,2.1345778481376856,0.48302493847495076,0.10298269755849317,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,4,32,1275,40800,81.60000000000001,12.059374999999978,0.0003,0.00036,"[4.0, 8.0]",0.8178979940352228,6.049999999999993,0.39986132893130466,0.38722827383787817,0.8174826096268936,0.3018966288454274,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,5,33,1236,40788,81.57600000000001,11.384848484848485,0.0003,0.00036,"[4.0, 8.0]",9.46568060534693,5.699999999999994,7.077189359827024,8.280551691881366,9.429206890252699,2.758061981345716,0.0,0.0,0.0,"[(4.299999999999999, 7.049999999999989)]",2.79999999999999,True
14,5,33,1236,40788,81.57600000000001,11.395151515151515,0.0003,0.00036,"[4.0, 8.0]",9.599360289791136,7.549999999999987,8.199473495843359,8.191430430864425,2.712186776599456,0.9437810900020885,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,5,33,1236,40788,81.57600000000001,11.405454545454544,0.0003,0.00036,"[4.0, 8.0]",7.6034978177981305,7.999999999999986,1.5540572406359594,0.9945345782529625,7.60275470722284,1.8582300499947086,0.0,0.0,0.0,"[(7.649999999999987, 7.999999999999986)]",0.3999999999999986,True
14,5,33,1236,40788,81.57600000000001,11.415757575757574,0.0003,0.00036,"[4.0, 8.0]",7.17601652500413,5.699999999999994,5.520170404726846,6.411300402761149,7.175892297669747,2.013811603094936,0.0,0.0,0.0,"[(4.1, 7.299999999999988)]",3.2499999999999885,True
14,5,33,1236,40788,81.57600000000001,11.426060606060604,0.0003,0.00036,"[4.0, 8.0]",7.151886973696616,7.449999999999988,6.335031277163555,6.32990864666516,1.636530852076092,0.5719764484159721,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
14,5,33,1236,40788,81.57600000000001,11.436363636363634,0.0003,0.00036,"[4.0, 8.0]",6.032793490335422,7.999999999999986,1.2868452249955185,0.3526595356907377,6.032777582022217,1.7108424843067411,0.0,0.0,0.0,"[(4.0, 4.0), (7.399999999999988, 7.999999999999986)]",0.6999999999999975,True
