signal_GHz,our_gain_dB,our_gamma_mag
2.5,0.044233725595522605,0.061744319836390164
2.55,0.13836200341382088,0.061774134889441966
2.5999999999999996,0.13264758710455166,0.0618046601600634
2.6499999999999995,0.04947246183964082,0.06183606929613405
2.6999999999999993,0.2094123528152514,0.061868321734001204
2.749999999999999,0.1630291813254559,0.061901107357543464
2.799999999999999,0.04777124475774921,0.06193476156791417
2.8499999999999988,0.37185507878195234,0.06196924321860578
2.8999999999999986,0.28370461464023244,0.06200450250442049
2.9499999999999984,0.008958349849883147,0.06204056995666156
2.9999999999999982,0.22128777209019,0.06207745905030372
3.049999999999998,0.0021697519939286483,0.06211545904167319
3.099999999999998,0.0006297552529247851,0.0621534787176926
3.1499999999999977,0.0032350259797616337,0.06219319303913902
3.1999999999999975,0.0053252643933469285,0.062232925596718586
3.2499999999999973,0.19595594619421824,0.06227427940416413
3.299999999999997,0.7821899328918004,0.06231565004019423
3.349999999999997,1.250821069377697,0.062358708887973256
3.399999999999997,1.3559209208253722,0.06240178342011049
3.4499999999999966,1.0351034132321053,0.062446573349224044
3.4999999999999964,0.4274946098203062,0.06249137799492574
3.5499999999999963,0.01583598895915487,0.06253795191477153
3.599999999999996,0.27486694798490446,0.0625845396671239
3.649999999999996,1.1719465085133876,0.06263291159293634
3.6999999999999957,2.270401968681674,0.0626812965408246
3.7499999999999956,3.048470690194053,0.06273151613231669
3.7999999999999954,3.3351432638733645,0.06278174806181715
3.849999999999995,2.968198476655444,0.0628338874223173
3.899999999999995,1.8166211348327963,0.0628860385177983
3.949999999999995,0.29970548223984916,0.06294011931021244
3.9999999999999947,0.7033160420837661,0.06299421122502948
4.0499999999999945,4.280767252445575,0.06305027048685981
4.099999999999994,8.383648438330855,0.06310634043686683
4.149999999999994,11.732377399224841,0.06316448506213485
4.199999999999994,14.59842315209293,0.06322263992777073
4.249999999999994,16.926864571322554,0.0632828604568793
4.299999999999994,18.97159947637192,0.06334309081573025
4.349999999999993,20.682544585665976,0.06340548593656303
4.399999999999993,22.211497966025732,0.06346789052707562
4.449999999999993,23.50950170708834,0.06353252342442971
4.499999999999993,24.677082089595608,0.06359716548737841
4.549999999999993,25.67327737962578,0.06366407830096579
4.5999999999999925,26.572248736068502,0.06373099997523757
4.649999999999992,27.339175165773952,0.06380027872257166
4.699999999999992,28.027956092300744,0.06386956608418891
4.749999999999992,28.616125109756577,0.06394123400740848
4.799999999999992,29.141788939312825,0.06401291028574281
4.849999999999992,29.58847754579518,0.06408714889145545
4.8999999999999915,29.98546571450522,0.06416139566756458
4.949999999999991,30.32213676273532,0.06423816970035462
4.999999999999991,30.619435116163128,0.0643149516899735
5.049999999999991,30.87025478746125,0.0643944203120282
5.099999999999991,31.090030652083158,0.06447389673274295
5.149999999999991,31.274923204847624,0.06455607410097693
5.19999999999999,31.435895301047868,0.06463825910558675
5.24999999999999,31.570345806760418,0.06472329632742685
5.29999999999999,31.686585591208875,0.06480834104408985
5.34999999999999,31.78319876698101,0.06489629591576236
5.39999999999999,31.865949907238797,0.06498425817520279
5.4499999999999895,31.934456894102276,0.0650751899288497
5.499999999999989,31.992363077689348,0.06516612895321325
5.549999999999989,32.04014662789785,0.06526023801438063
5.599999999999989,32.08007381459899,0.06535435425324969
5.649999999999989,32.11291680870926,0.06545170953134491
5.699999999999989,32.1400155513516,0.06554907189940183
5.7499999999999885,32.162321014341124,0.06564979835892272
5.799999999999988,32.180491232585815,0.06575053182687607
5.849999999999988,32.19563752700714,0.06585476497441306
5.899999999999988,32.20785961328469,0.06595900506876028
5.949999999999988,32.21834344572814,0.06606684103480888
5.999999999999988,32.22689746703273,0.0661746838864625
6.049999999999987,32.23468774197403,0.06628629477101963
6.099999999999987,32.24119113034217,0.06639791249279924
6.149999999999987,32.24772051062416,0.06651343611625928
6.199999999999987,32.253501506477136,0.06662896653999122
6.249999999999987,32.259778041879876,0.06674853728233117
6.2999999999999865,32.26575881410158,0.06686811479115895
6.349999999999986,32.272594703717374,0.06699189581810175
6.399999999999986,32.27948824845734,0.06711568358773005
6.449999999999986,32.2874310883439,0.06724385089022666
6.499999999999986,32.295683574596566,0.06737202491882344
6.549999999999986,32.30518953566345,0.06750476660384967
6.599999999999985,32.31512241228126,0.06763751500657651
6.649999999999985,32.32647246249498,0.06777500390674054
6.699999999999985,32.3383443142401,0.06791249952184399
6.749999999999985,32.35169921834052,0.06805493293713243
6.799999999999985,32.36568322955817,0.06819737307218825
6.8499999999999845,32.38115619876715,0.06834499747910305
6.899999999999984,32.397337808195516,0.06849262861654141
6.949999999999984,32.41503452725385,0.06864560493838474
6.999999999999984,32.43342859250993,0.06879858800794993
7.049999999999984,32.45334488832679,0.06895720155276597
7.099999999999984,32.47400073962989,0.06911582186908546
7.1499999999999835,32.49617062251347,0.06928031095548488
7.199999999999983,32.51904435370696,0.06944480684329195
7.249999999999983,32.54339351858737,0.06961544387364219
7.299999999999983,32.5685103750055,0.06978608773999291
7.349999999999983,32.59505675578658,0.06996313363511603
7.399999999999983,32.62232192768703,0.07014018640990542
7.449999999999982,32.65100984188449,0.07032395552772831
7.499999999999982,32.680405007141246,0.07050773157307784
7.549999999999982,32.71117223928844,0.07069854659989591
7.599999999999982,32.74267067508627,0.07088936860750919
7.649999999999982,32.775471223082924,0.07108757638992382
7.6999999999999815,32.80896587954792,0.07128579121271009
7.749999999999981,32.843769728441764,0.07149172776036676
7.799999999999981,32.87922873112119,0.07169767141560632
7.849999999999981,32.915965319904885,0.07191173990893703
7.899999999999981,32.953334709105356,0.07212581558077957
7.949999999999981,32.99195101768173,0.07234842740745114
7.9999999999999805,33.031176045441455,0.07257104648990559
8.04999999999998,33.07161626405256,0.07280264842509351
8.09999999999998,33.11263861441677,0.07303425770159422
8.14999999999998,33.15484354152332,0.07327531536583398
8.19999999999998,33.19760088033939,0.0735163804612674
8.249999999999979,33.241507240009824,0.07376737844599626
