unloaded_cells_each_side,loaded_cells,period_cells,supercell_repeats,device_length_mm,pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite,minimum_in_band_gain_db,maximum_in_band_gain_db,strict_pass
16,2,34,896,60.928000000000004,10.732352941176469,0.00036,0.00028,"[4.0, 8.0]",40.61982004463176,7.399999999999988,35.758619270315386,36.41684642372506,18.531562420042736,3.875515318000582,1.0,1.0,1.0,"[(5.699999999999994, 5.699999999999994), (5.899999999999993, 6.499999999999991), (7.099999999999989, 7.7999999999999865)]",1.5999999999999943,True,22.088257624589023,40.61982004463176,False
10,3,23,1324,60.904,15.96304347826087,0.00036,0.00028,"[4.0, 8.0]",43.05502093999459,6.89999999999999,37.085631201180576,38.22802983636911,20.5180300777247,4.139637714407295,1.0,1.0,1.0,"[(4.0, 4.0), (4.299999999999999, 4.299999999999999), (6.0999999999999925, 6.0999999999999925), (6.299999999999992, 6.3999999999999915), (6.69999999999999, 6.89999999999999), (7.299999999999988, 7.399999999999988), (7.699999999999987, 7.699999999999987)]",1.099999999999996,True,22.536990862269892,43.05502093999459,False
14,3,31,982,60.884,11.930645161290323,0.00036,0.00028,"[4.0, 8.0]",43.96020811277053,7.699999999999987,36.14137796251831,37.626791773597276,24.394380644576295,6.354181725394084,1.0,1.0,0.975609756097561,"[(6.499999999999991, 6.79999999999999), (6.999999999999989, 7.399999999999988), (7.699999999999987, 7.7999999999999865)]",1.099999999999996,True,19.565827468194236,43.96020811277053,False
15,4,34,896,60.928000000000004,10.732352941176469,0.00036,0.00028,"[4.0, 8.0]",45.45358415550489,7.7999999999999865,35.75172111377256,37.188428059197335,25.54911586946449,5.394670454821382,1.0,1.0,0.975609756097561,"[(7.7999999999999865, 7.7999999999999865)]",0.09999999999999964,True,19.9044682860404,45.45358415550489,False
16,3,35,870,60.9,10.572857142857144,0.00036,0.00028,"[4.0, 8.0]",46.34671046292392,7.399999999999988,36.489484494983365,37.30444076973305,27.5799703058761,4.965024897039271,1.0,1.0,0.975609756097561,"[(7.399999999999988, 7.399999999999988)]",0.09999999999999964,True,18.766740157047824,46.34671046292392,False
