pump_GHz,signal_GHz_2,signal_GHz_2.1,signal_GHz_2.2,signal_GHz_2.3,signal_GHz_2.4,signal_GHz_2.5,signal_GHz_2.6,signal_GHz_2.7,signal_GHz_2.8,signal_GHz_2.9,signal_GHz_3,signal_GHz_3.1,signal_GHz_3.2,signal_GHz_3.3,signal_GHz_3.4,signal_GHz_3.5,signal_GHz_3.6,signal_GHz_3.7,signal_GHz_3.8,signal_GHz_3.9,signal_GHz_4,signal_GHz_4.1,signal_GHz_4.2,signal_GHz_4.3,signal_GHz_4.4,signal_GHz_4.5,signal_GHz_4.6,signal_GHz_4.7,signal_GHz_4.8,signal_GHz_4.9,signal_GHz_5,signal_GHz_5.1,signal_GHz_5.2,signal_GHz_5.3,signal_GHz_5.4,signal_GHz_5.5,signal_GHz_5.6,signal_GHz_5.7,signal_GHz_5.8,signal_GHz_5.9,signal_GHz_6,signal_GHz_6.1,signal_GHz_6.2,signal_GHz_6.3,signal_GHz_6.4,signal_GHz_6.5,signal_GHz_6.6,signal_GHz_6.7,signal_GHz_6.8,signal_GHz_6.9,signal_GHz_7,signal_GHz_7.1,signal_GHz_7.2,signal_GHz_7.3,signal_GHz_7.4,signal_GHz_7.5,signal_GHz_7.6,signal_GHz_7.7,signal_GHz_7.8,signal_GHz_7.9,signal_GHz_8,signal_GHz_8.1,signal_GHz_8.2,signal_GHz_8.3,signal_GHz_8.4,signal_GHz_8.5,signal_GHz_8.6,signal_GHz_8.7,signal_GHz_8.8,signal_GHz_8.9,signal_GHz_9,signal_GHz_9.1,signal_GHz_9.2,signal_GHz_9.3,signal_GHz_9.4,signal_GHz_9.5,signal_GHz_9.6,signal_GHz_9.7,signal_GHz_9.8,signal_GHz_9.9,signal_GHz_10
12.5,0.0060540218120555414,0.0008259856632327552,0.012034599850632516,0.013188783114976146,0.0032432592296448575,0.0006430215688292074,0.009125648529462793,0.01769187098436828,0.01771720926224732,0.010420066473362936,0.002628156458396175,4.9996141034972614e-05,0.003913987395432402,0.011662695378616009,0.01936705704990862,0.023950585980265744,0.024190903207927182,0.020594450191771894,0.014758400865830294,0.0085540969202704,0.003520741591589193,0.0005989379224272973,9.912200364827223e-05,0.0017963176497756434,0.005169615356494416,0.009601774517420333,0.014453999120009196,0.01916464033820396,0.02333554033232258,0.026762282150630288,0.02936220464307981,0.031140492917811697,0.032179118471197456,0.03260799762840484,0.032577908363692155,0.032218279675617224,0.0316385223907527,0.030941118333912165,0.030228860844573532,0.029594483628433994,0.02910637986357281,0.028785849747618757,0.02863114913422205,0.028630491242569125,0.028785875496345696,0.029106762869142714,0.029594942655318174,0.03022867572022803,0.0309400365420483,0.031638730531929775,0.03221804122587534,0.03257754789339596,0.0326085384423288,0.03217936961187502,0.031140807602106534,0.029363055794843357,0.026764081959216885,0.023337554211838703,0.019167129733749542,0.014456488501974096,0.0096037797683033,0.00517164782294236,0.0017976260756633795,9.937943891957484e-05,0.0005980956974276231,0.0035194516082950253,0.008552160460347775,0.014753550865772335,0.020592112957938564,0.02419010739202077,0.023951713144374734,0.019370192323397796,0.011664974741758502,0.003917601923435038,5.018792442856995e-05,0.0026254380199874157,0.01041840766764053,0.017715805531916456,0.017693667559542273,0.00912717813032232,0.0006443008096350838
12.6,0.0015656897779504535,0.015477577643470599,0.005953506803777653,0.0011588745309853365,0.014301657255048806,0.01885392433098647,0.008545692127355098,0.00019461938512146617,0.0044590776734372796,0.01609274030814585,0.024177091533368618,0.02311941389354359,0.014923865296192496,0.0055452898990212066,0.00032778350437824723,0.0014983938171723584,0.008030999413112742,0.017053330457225534,0.025445725484089243,0.030955420698952626,0.032630127054694376,0.030673741242705586,0.02600117340584235,0.01988112693749152,0.01353618916068935,0.007904432756067635,0.0035986835495094007,0.0009577553341227859,8.443813255805105e-06,0.000542951857975865,0.002243565147447804,0.004771686589042902,0.007809664155383572,0.011055543443162598,0.014276988988032403,0.01732376820993197,0.020109483575870064,0.022583090896749987,0.024687054341775705,0.02638198306849728,0.02763612381115384,0.028475138546744196,0.02894887819749363,0.029097944148479535,0.028949438376273378,0.028476205994918145,0.02763666059059454,0.02638213245378518,0.0246883957734299,0.02258388871152911,0.02011112888207646,0.01732556128192013,0.014278561993274841,0.011057852205578596,0.0078113696762424625,0.0047733168878123485,0.002244513574042179,0.0005434977441991927,8.318998992867886e-06,0.000956748732946334,0.0035966627432271322,0.00790159150652996,0.013532796295945854,0.0198780794412279,0.02600020933619951,0.030671790815860033,0.03262948248859673,0.03095671041041085,0.02544992532794845,0.0170570532769612,0.00803344453772159,0.0015006126680963269,0.00032665428093608934,0.00554269541300729,0.01491790738265798,0.023116696862742304,0.02417825051364517,0.016094825737715462,0.004461084451206926,0.000193652963264483,0.008543641569074124
12.7,0.0038745561267711135,0.009121119101077994,0.015339523038096027,0.0004528780045607143,0.00953134755086222,0.02187540196711031,0.01349872286866797,0.0010773732872826384,0.003644305740997903,0.017301853761640184,0.02719336058419044,0.025313065437738685,0.014793592508354927,0.004102858900567976,2.402157143701609e-06,0.004232274740409492,0.014130761441474831,0.025129000098014814,0.03328190652505292,0.036445542863351436,0.03445621231164443,0.02859415181261469,0.020728830921458254,0.012740354739696013,0.006130713168645861,0.0018000822536996155,4.5982897404907006e-05,0.0007533224292450003,0.0035012361710686918,0.0076781673666921,0.012646522177167035,0.017891786641518075,0.02304524630923927,0.027829244287977055,0.03206160794276364,0.03563948449648178,0.038573182334637746,0.040911105500536955,0.04272065380037611,0.04407134253684397,0.045025418220506916,0.04565485732802404,0.04602841015703793,0.04620142385023333,0.046201304659619434,0.046028879945348475,0.04565508195566865,0.0450258300652694,0.044072348059812604,0.0427208719545069,0.0409124894467458,0.03857477433088791,0.03564122449362556,0.032063428585063995,0.0278311073207146,0.023047609201930566,0.01789484454263326,0.01264930320951074,0.007680807596205872,0.0035030692919055407,0.0007541796489447493,4.5650761169503375e-05,0.0017982259259628377,0.006127799362263993,0.012736472268162232,0.020727296133539883,0.028590642020895535,0.03445473471509258,0.036445161802075236,0.03328644623604586,0.025133585401449457,0.014133991622176966,0.0042361748750611265,2.4156676070246566e-06,0.004100310079004234,0.014786696129697132,0.02531018111819992,0.02719439423349412,0.01730398423522947,0.003646517095095782,0.001075117118733115
12.799999999999999,0.00670737467043082,0.010401777785627486,0.004090779182475744,0.020735209807109942,0.0051262209427924916,0.0035431147553907786,0.021691981335916946,0.023232461581774777,0.007910680807366469,3.565614783114385e-05,0.009250788895300972,0.024837551215417905,0.032659704254258806,0.027960394468712763,0.015676697020770566,0.004290822901425311,1.3341923979392587e-06,0.004294289245221935,0.014614319008423762,0.0267014578355469,0.0366516434147205,0.042075186914537134,0.042360321365185784,0.03821632399610734,0.03108363175015373,0.022690408911558605,0.014560163586130761,0.00778849107041418,0.0030129383763469056,0.0004859951013814532,8.257035871162822e-05,0.001423757906070308,0.004061309244410285,0.0075743124736159795,0.01159373569805814,0.01576801281413174,0.019807012956931765,0.023529002356208424,0.026816432396538227,0.0296263553962266,0.031915096084353126,0.03366911406747975,0.03488969083011108,0.03559874956604483,0.03583522787450153,0.03559911923835117,0.034890605116550344,0.033670067853507034,0.0319161946498849,0.029627998804049857,0.02681762523050283,0.023530949004722232,0.019809338058763386,0.015770690562412842,0.011596092328226112,0.00757651311370235,0.0040630634373398,0.0014249208952460887,8.286956646465537e-05,0.00048520925287042676,0.0030108282194193513,0.007785227000028935,0.0145558874895549,0.0226856202714661,0.031082265802374727,0.038212900627837165,0.042357574765339294,0.042076247182671334,0.03665406778262232,0.02670563354754439,0.014616670731344789,0.004297746386646266,1.3018445395194642e-06,0.004286436161760306,0.015670087456953044,0.027956834462513472,0.03265947089423119,0.02484204257340292,0.009256440352434944,3.6077685250190555e-05,0.007907080015604561
12.899999999999999,0.01345051231216485,0.0002429115808262414,0.019991085742609938,0.0023247017238959802,0.01264876447235503,0.023395826481282002,0.004315513846360338,0.004009097450052569,0.02370930612917796,0.02996620508031574,0.016165711439564884,0.0017987540889865085,0.002620104687182482,0.01689179776205447,0.03256707518521244,0.039326499463883384,0.034573473958607596,0.02237409709955933,0.009443153634283902,0.0013522518290762981,0.0006133390086186187,0.0067326988268593705,0.017270419290704837,0.029166828624508735,0.039824103839584374,0.04748767778537035,0.051318715733422234,0.05138619559059429,0.04832213320925126,0.043005756879493685,0.036420664934168234,0.029481002302959563,0.022853412043619195,0.016923490099792878,0.011880255500207606,0.007827752398304301,0.004780738190250683,0.0026601995576520992,0.001301422531928074,0.0005168109620817952,0.00013373218517959815,6.380636118024934e-06,1.8395679298935888e-05,7.867193537355423e-05,0.00012477563499715058,0.00012474154705831655,7.86991297061478e-05,1.8421872344095453e-05,6.346313894557426e-06,0.00013355679455360667,0.0005164474468658148,0.0013008428843279897,0.00265915835824792,0.004779105918582676,0.00782541107289625,0.011877803306921205,0.016920060040170184,0.022849634807919492,0.029476022149898074,0.03641701426109829,0.043002218983465665,0.04831965496646193,0.05138511172011548,0.05131981771336814,0.047488740515948286,0.039832556810437854,0.0291729526252975,0.017272866037390686,0.006736896325802079,0.0006142601160633726,0.0013505903006513927,0.009435050988313709,0.022367962798991024,0.03457011602160047,0.03932635924776068,0.0325725483366376,0.0168968990679124,0.002624728482187783,0.0017959902495477231,0.016158779853506736,0.02996508112122534
12.999999999999998,0.004128293170591588,0.0009039558320071646,0.020243702176660893,0.0004133414662483042,0.024033483417837433,0.006193503924134372,0.006329974081337555,0.028531986718499346,0.020610543959567358,0.0017181565663729693,0.005827500357040776,0.026142983958070843,0.03750883500667584,0.02996585226803138,0.01291975328627514,0.0011168264469778501,0.0025020345203432028,0.015166554510144764,0.03159364242075269,0.044181245034750516,0.04866438320730125,0.04474404362757693,0.03484509893744996,0.022587285836325327,0.011349536057536152,0.0034681169697136967,0.00010898173223280888,0.0013050858579458766,0.006234636852564906,0.013707218868634475,0.022508607877942486,0.03150910405752023,0.039871279445315294,0.04708415576928166,0.05298041831419507,0.057528827250307314,0.06078872749900346,0.06289147931604498,0.0640513667574476,0.06453204539833984,0.06457032897130897,0.0643519873649895,0.06401829359283509,0.06368342314254308,0.06343771065691421,0.06334935694564894,0.06343788439875513,0.06368306338526293,0.06401773019358789,0.06435177137480791,0.0645697723971686,0.06453218245450203,0.0640520689316901,0.0628921276388292,0.06079060199228502,0.057531873870063865,0.05298375067281909,0.047087586158884,0.03987602199272297,0.031514736355448714,0.022513781429520752,0.013711666271279465,0.006238237824870847,0.0013067937213361918,0.00010878038176273617,0.0034672355621168448,0.011340703741688671,0.022580449025705347,0.03484256179947459,0.04474037613479926,0.04866404231779904,0.04418372148614738,0.03160372146388354,0.01517302891161948,0.002504531083792529,0.0011139850696523191,0.012911608192202776,0.029961139050284667,0.03750874913185949,0.02614909321534242,0.005833344055510101
13.099999999999998,0.011863485183134053,0.014014390075277942,0.019424963094733672,0.0002837728970432816,0.02430266886250056,0.0003097830620229825,0.021420244682230215,0.02399767119302776,0.0012411184293769323,0.01095557273555956,0.03370632140313893,0.031959705609416786,0.011667390425856327,3.0108862308421442e-05,0.009071733152499255,0.029172442145149476,0.04426413904354765,0.04537796749595397,0.03396538700003182,0.01763842874260058,0.0046481346981452135,4.4816545620940963e-07,0.004491163393986897,0.015786823009085557,0.030105940646722888,0.043798027772966354,0.05424160004461119,0.06006819519842657,0.06107956362032576,0.057981722018059956,0.05191444738065003,0.04408577559203219,0.035622272007452285,0.027439090706028357,0.02011639705776158,0.013932126891719134,0.008991761959435197,0.0053048899229951475,0.002787407046277407,0.001241393507974721,0.00041355857718808743,6.338822069247268e-05,4.397854364162242e-06,9.947453116658404e-05,0.0002396645466795737,0.0003356180909279778,0.00033559338334815804,0.00023976154047593827,9.9544781022132e-05,4.413783687691304e-06,6.326317336028986e-05,0.0004131958565002763,0.001240654515942617,0.0027860857980065174,0.005302989766042101,0.008989462390313757,0.013928564614088517,0.020112181037140228,0.027434305859446166,0.03561652788202774,0.04408054504263153,0.05191049513853423,0.0579783490123685,0.061078758755089016,0.06007072591163831,0.05424279289884543,0.043800333159328506,0.030117711416659164,0.015793184216240902,0.004493002103371015,4.2385125981693023e-07,0.004644831845273917,0.017633287490117954,0.033954966790893354,0.04537431729922377,0.044266469104304026,0.029182160249016927,0.009079242151093344,2.9686886767750162e-05,0.011657948366099034,0.0319547536275335
13.199999999999998,0.00881911017234817,0.002117397688584205,0.002046353027336414,0.0037201536371510567,0.024622266609813065,0.00010895808880202817,0.026674359009750757,0.01337440516728889,0.0027469632195772434,0.03026176388398907,0.03135390613367086,0.007276860678175137,0.0017442751040821223,0.022196921886206672,0.042540384747593155,0.04295100458372854,0.02606999152058158,0.00732507822207904,4.83344465839407e-06,0.007501588686570095,0.02461222416358219,0.04286617718694794,0.055356551655097314,0.05889510791349814,0.053789286550719614,0.04266619448672988,0.02907195095615575,0.016237952530120326,0.00649234264879687,0.0010910592628078132,0.00016346708448362944,0.0030784465498101448,0.008898482324686019,0.016555869238226842,0.025056606905711626,0.0335908781218136,0.041651039588524806,0.0488994636964426,0.05510959478446987,0.06017416233548483,0.06410647041891326,0.06708420397509354,0.06929545680188612,0.07090678627488392,0.07202076872452456,0.07267689904668946,0.07289437260353546,0.07267709604919152,0.07202105114014984,0.0709072747890945,0.06929573789522635,0.0670852641571644,0.06410933047720709,0.06017654276358302,0.055112317337384156,0.04890374436483194,0.04165452656778086,0.03359546174394927,0.02506184895029155,0.01656055760397689,0.008902408620253863,0.003080895060694235,0.00016412003601298507,0.0010892890790824502,0.006484972798713356,0.016227124758345812,0.02906925808360522,0.04266312491692299,0.053781108799067,0.05889413678367227,0.05535887824803744,0.04287380723643239,0.024618472350433518,0.007506116308149302,5.002509271583238e-06,0.007319031604056296,0.02606312450811532,0.04294544812627864,0.042545242259954194,0.022203422025301747,0.0017485965320106483
13.299999999999997,3.81408415872457e-06,0.0020840245542816833,0.019125363849173054,0.02185266579903467,0.013187944506190088,0.00411095189765294,0.025016610666332977,0.010852579608850775,0.008571199291655077,0.03603432580418304,0.016745562565533292,0.00022014705434136704,0.02143736488159142,0.04373243013426503,0.03726716903901538,0.01386875940940667,0.00018775267107318418,0.008069257196204981,0.02969986561527797,0.04971429740610187,0.05745687441964149,0.051065774103193774,0.035419238484767024,0.01794163865852654,0.004961868659992321,1.7602936077596345e-05,0.0035524309991978656,0.013732264718249742,0.02765897000733741,0.04239478526509863,0.05555275058417199,0.06564643927926389,0.07216845926988143,0.07517734728855513,0.07509181987027669,0.07257630365558146,0.06838344781364722,0.06318400586790865,0.05754984202317057,0.051949086192056994,0.046789912025285575,0.04230835543909105,0.03855799027576147,0.035521869659556816,0.03315635292734635,0.03150721765596262,0.03064477521182174,0.030644258768159908,0.03150665190590803,0.03315508471593177,0.03552019327659243,0.038554918538398146,0.04230561049204902,0.0467870106242195,0.05194505304402963,0.057544969417800046,0.06318063913598838,0.06838080015809883,0.0725733083647506,0.07509083828727284,0.0751773295024975,0.07217049458334411,0.06565099563156356,0.055559875094409544,0.04240772521875227,0.027662304723618948,0.013734261495190102,0.0035586090953685524,1.7099354622958765e-05,0.00495922069797792,0.017933953060679905,0.03540625548837972,0.05105961019816426,0.05745596954070721,0.049719306051843985,0.029704839763672334,0.00807579996693849,0.00018675751300789096,0.013858666133518152,0.03725904248592779,0.043734033016838286
13.399999999999997,0.001988958307832861,0.010827475392121042,0.017293089370068754,0.004004768164621411,0.005150564460905652,0.023471281532331415,0.011677619322210129,0.01878866822064026,0.006723308862200057,0.03652383447135832,0.010050773664936875,0.00509509516708272,0.03637307721237623,0.04185823548374725,0.016454063584604467,5.423318247493175e-05,0.012514572478357562,0.038974650712020116,0.05560338806736882,0.05195018701563939,0.03345644110546276,0.012872096936384211,0.0010420436498793687,0.002432380569530206,0.015114886541006577,0.0336902772292566,0.05216062051182833,0.06597305872837375,0.07289116390673454,0.07273711494185685,0.06672912461370102,0.0568712286637221,0.04521680849636224,0.0334581301371461,0.022748824168817645,0.013917325979420985,0.007348350111125538,0.0030438896512190354,0.0007235993961913138,1.4624753409456323e-06,0.00045897422297433394,0.0016710761127668443,0.0032532907348407115,0.004918483154872064,0.006464574668467966,0.0077321070448133754,0.008579272301984077,0.008879155050365448,0.00857975823026267,0.007732692989683046,0.006465520369930799,0.00491918227059765,0.003254311490582399,0.0016720398346928443,0.0004595378653476455,1.4006281488688383e-06,0.0007225733672604229,0.003041811942919275,0.007345019901123088,0.013912512275707169,0.02274249802525822,0.033450969605729235,0.045209124235258615,0.05685962583371868,0.06672791389836143,0.0727363069252598,0.07289326777027401,0.06598238741629868,0.05216453188215935,0.033694951269556184,0.01512738482033334,0.002436011855419621,0.0010406879157788705,0.012863996909911418,0.0334488551541338,0.051946256909950625,0.055606528039236255,0.0389840745236864,0.012520975215467025,5.3417877346264595e-05,0.016443360861691212
